"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","DQ Score"
"HOM","RUG","421718","Stripe Runner and Doormat Set Brown57 x 100cm and 57 x 40cm","Wilko Functional","Runner 57x100cm, Doormat 57x40cm","Brown",NA,"100% Polypropylene Pile, with Latex backing",NA,NA,NA,NA,NA,NA,0.891666666666667
"HOM","RUG","421719","Stripe Runner and Doormat Set Brown80 x 133cm and 57 x 40cm","Wilko Functional","Runner 80x133cm, Doormat 57x40cm","Brown",NA,"100% Polypropylene Pile, with Latex backing",NA,"Wash at 30",NA,NA,NA,NA,0.95
"HOM","RUG","421720","Stripe Runner and Doormat Set Brown57 x 150cm and 57 x 40cm","Wilko Functional","Runner 57x150cm, Doormat 57x40cm","Brown",NA,"100% Polypropylene Pile, with Latex backing",NA,NA,NA,NA,NA,NA,0.891666666666667
"HOM","RUG","421721","Stripe Runner and Doormat Set Brown57 x 180cm and 57 x 40cm","Wilko Functional","Runner 57x180cm, Doormat 57x40cm","Brown",NA,"100% Polypropylene Pile, with Latex backing",NA,"Wash at 30",NA,NA,NA,NA,0.95
"HOM","RUG","421722","Stripe Runner and Doormat 57 x 230cm and 57 x 40cm","Wilko Functional","Runner 57x230cm, Doormat 57x40cm","Brown",NA,"100% Polypropylene Pile, with Latex backing",NA,"Wash at 30",NA,NA,NA,NA,0.95
"HOM","RUG","421728","Stripe Runner and Doormat Set Red","Wilko Functional","Runner 57x100cm, Doormat 57x40cm","Red",NA,"100% Polypropylene Pile, with Latex backing",NA,"Wash at 30",NA,NA,NA,NA,0.95
"HOM","RUG","421729","Stripe Runner and Doormat Set Red","Wilko Functional","Runner 80x133cm, Doormat 57x40cm","Red",NA,"100% Polypropylene Pile, with Latex backing",NA,NA,NA,NA,NA,NA,0.891666666666667
"HOM","RUG","421730","Stripe Runner and Doormat Set Red","Wilko Functional","Runner 57x150cm, Doormat 57x40cm","Red",NA,"100% Polypropylene Pile, with Latex backing",NA,NA,NA,NA,NA,NA,0.891666666666667
"HOM","RUG","421731","Stripe Runner and Doormat Set Red","Wilko Functional","Runner 57x180cm, Doormat 57x40cm","Red",NA,"100% Polypropylene Pile, with Latex backing",NA,NA,NA,NA,NA,NA,0.891666666666667
"HOM","RUG","421732","Stripe Runner and Doormat Set Red","Wilko Functional","Runner 57x230cm, Doormat 57x40cm","Red",NA,"100% Polypropylene Pile, with Latex backing",NA,NA,NA,NA,NA,NA,0.891666666666667
"HOM","RUG","421780","Marvel Stripe Rug Plum 80 x 150cm","Wilko Functional","80 x 150cm","Purple",NA,"100% Polypropylene Pile",NA,"Spot Clean Only",NA,NA,NA,NA,0.95
"HOM","RUG","421781","Marvel Stripe Rug Plum 120 x 170cm","Wilko Functional","120 x 170cm","Purple",NA,"100% Polypropylene Pile",NA,"Spot Clean Only",NA,NA,NA,NA,0.95
"HOM","RUG","421881","Traditional Runner Bokhara Design Red 67x200cm","Wilko Functional","67x200cm","Red",NA,"100% Polypropylene Pile",NA,NA,NA,NA,NA,NA,0.891666666666667
"HOM","RUG","421882","Traditional Bokhara Runner Red 67x300cm","Wilko Functional","67x300cm","Red",NA,"100% Polypropylene Pile",NA,NA,NA,NA,NA,NA,0.891666666666667
"HOM","RUG","421884","Traditional Rug Bokhara Design Red 120x120cm","Wilko Functional","120x120cm","Red",NA,"100% Polypropylene Pile",NA,NA,NA,NA,NA,NA,0.891666666666667
"HOM","RUG","421885","Traditional Rug Bokhara Design 120x170cm","Wilko Functional","120x170cm",NA,NA,"100% Polypropylene Pile",NA,NA,NA,NA,NA,NA,0.833333333333333
"HOM","RUG","421887","Traditional Rug Bokhara Design Red 200x290cm","Wilko Functional","200x290cm","Red",NA,"100% Polypropylene Pile",NA,NA,NA,NA,NA,NA,0.891666666666667
"HOM","RUG","421888","Traditional Rug Bokhara Design Red 240x340cm","Wilko Functional","240x340cm","Red",NA,"100% Polypropylene Pile",NA,NA,NA,NA,NA,NA,0.891666666666667
"HOM","RUG","445394","Faux Fur Silver Sheep Rug 75 x 90cm","Wilko Functional","75x90cm",NA,NA,"Acrylic",NA,NA,NA,NA,NA,NA,0.833333333333333
"HOM","RUG","445482","Funky Fox Rug 60 x 110cm","Wilko Functional","60x110cm",NA,NA,"Polypropyline",NA,NA,NA,NA,NA,NA,0.833333333333333
"HOM","RUG","445484","Funky Fox Rug 80 x 150cm","Wilko Functional","80x150cm",NA,NA,"Polypropyline",NA,NA,NA,NA,NA,NA,0.833333333333333
"HOM","RUG","445485","Funky Fox Rug 120x170cm","Wilko Functional","120x170cm",NA,NA,"Polypropyline",NA,NA,NA,NA,NA,NA,0.833333333333333
"HOM","RUG","445486","Funky Fox Rug 160 x 230cm","Wilko Functional","160x230cm",NA,NA,"Polypropyline",NA,NA,NA,NA,NA,NA,0.833333333333333
"HOM","TOW","307645","Wilko Functional Hand Towel White","Wilko Functional","50x77cm","White",NA,"100% Cotton",NA,"Washable",NA,NA,NA,NA,0.95
"HOM","TOW","307658","Wilko Functional Bath Towel White","Wilko Functional","68x110cm","White","1","100% Cotton",NA,"Washable",NA,NA,NA,NA,1
"HOM","TOW","307675","Wilko Functional Bath Sheet White","Wilko Functional","90x145cm","White",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","TOW","307711","Wilko Functional Face Cloth White","Wilko Functional","30x30cm","White",NA,"100% Cotton",NA,"Washable",NA,NA,NA,NA,0.95
"HOM","TOW","307755","Wilko Functional Bath Mat White 40 x 55cm","Wilko Functional","40x70cm","White",NA,"100% Cotton",NA,"Washable",NA,NA,NA,NA,1
"HOU","AIR","1285040","Wilko Rotary Airer 3 Arm 30m","Wilko Functional","30m","Multi","1",NA,NA,NA,NA,NA,NA,NA,0.95
"HOU","IRN","189749","Wilko Functional Laundry Ironing Board Assorted Small 110 x 32cm","Wilko Functional","32x110cm","Multi",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOU","IRN","327987","Wilko Steam Iron White 1200W","Wilko Functional","1200W","Multi",NA,NA,NA,NA,"Mains",NA,NA,NA,0.891666666666667
"HOU","MAT","1484240","Wilko Functional Indoor Mat Ribbed Assorted40 x 60cm","Wilko Functional","60x40cm","Brown",NA,"Polypropylene, Latex Rubber",NA,"Do Not Wash",NA,NA,NA,NA,1
"HOU","MOP","191511","Wilko Tough Scrubbing Brush Assorted","Wilko Functional","Small","Multi","1",NA,NA,NA,NA,NA,NA,NA,0.891666666666667
"HOU","PEG","328212","Wilko Functional Wooden Peg 36pk","Wilko Functional",NA,"Cream","36pk",NA,NA,NA,NA,NA,NA,NA,0.93
"HOU","SCO","1174340","Wilko Functional Dish Brush","Wilko Functional",NA,"Multi","1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOU","SCO","269238","Wilko Functional Rubber Gloves One Size 2pk","Wilko Functional","Medium","Multi","2pk",NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","282378","Wilko Clear Measure Jug 1L","Wilko Functional","1L","Clear","1",NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","BAP","941140","Wilko Mixing Bowl Polypropylene Medium Clear","Wilko Functional","Medium","Clear","1",NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","BAP","941340","Wilko Mixing Bowl Polypropylene Large","Wilko Functional","Large","Clear","1",NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","CUT","302949","Wilko Functional Knives Stainless Steel 6pk","Wilko Functional","6 Piece Set","Silver","6pcs",NA,NA,NA,NA,NA,NA,NA,1
"KIT","CUT","625640","Wilko Functional Vinegar Shaker","Wilko Functional",NA,"Clear","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","CUT","627740","Wilko Functional Glass Salt Pot","Wilko Functional",NA,"Clear","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","CUT","629840","Wilko Functional Pepper Shaker","Wilko Functional",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","236177","Wilko Functional Dinner Plate White","Wilko Functional","26cm","White","1",NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","236178","Wilko Functional Side Plate White","Wilko Functional","19cm","White",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","236179","Wilko Functional  Cereal Bowl White 135mm","Wilko Functional","135mm","White","1",NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","236180","Wilko Functional Mug White","Wilko Functional",NA,"White","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","263286","Wilko Functional Dinner Set White","Wilko Functional","Set","White","12pcs",NA,NA,"Dishwasher proof",NA,NA,NA,NA,1
"KIT","ELE","228906","Wilko Functional Hand Blender 2 Speed","Wilko Functional","175w-200w","White",NA,NA,NA,NA,"Mains",NA,NA,NA,0.9
"KIT","ELE","228910","Everday Value Hand Mixer White","Wilko Functional",NA,"White",NA,NA,NA,NA,"Mains",NA,NA,NA,0.8
"KIT","ELE","316165","Wilko Functional Slow Cooker 1.5L","Wilko Functional","1.5L","White",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","ELE","316169","Wilko Functional Cordless Kettle White 1.7L","Wilko Functional","1.7L","White",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","ELE","316232","Wilko Functional 2 Slice Toaster White","Wilko Functional","2 Slice","White",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","FOO","317345","Wilko Functional Container White 1L","Wilko Functional","1L","White","1",NA,NA,NA,NA,"1L",NA,NA,0.95
"KIT","FOO","317346","Wilko Functional Container Round 250ml 4pk","Wilko Functional","250ml","Clear","4pk",NA,NA,NA,NA,"250ml",NA,NA,0.95
"KIT","GAD","172201","Wilko Ice Cube Trays 2pk","Wilko Functional","2 Pack","Black","1",NA,NA,NA,NA,NA,NA,NA,0.891666666666667
"KIT","GAD","183052","Wilko Chopping Board 35 x 24cm","Wilko Functional","35cmx24cm","White","1",NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","GAD","219900","Wilko Functional Polyamide Turner","Wilko Functional",NA,"Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","219903","Wilko Functional Slotted Spoon Black","Wilko Functional",NA,"Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","219904","Wilko Functional Polyamide Masher Black","Wilko Functional",NA,"Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","284840","Wilko Kitchen Spatula Wooden","Wilko Functional",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.81
"KIT","GAD","285940","Wilko Wooden Spoon Waxed Beech 30cm","Wilko Functional","30cm","Cream","1",NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","GAD","296440","Wilko Butterfly Tin Opener","Wilko Functional",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.775
"KIT","GAD","313140","Wilko Pastry Brush","Wilko Functional",NA,"Cream","1",NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","GAD","354840","Wilko Functional Lancashire Peeler Black","Wilko Functional",NA,"Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","368340","Wilko Flat Grater Stainless Steel White","Wilko Functional",NA,"Pink","1",NA,NA,NA,NA,NA,NA,NA,0.833333333333333
"KIT","GLA","230341","Wilko Functional Wine Glasses 4pk","Wilko Functional","4 Pack","Clear","1",NA,NA,"Washable",NA,NA,NA,NA,1
"KIT","GLA","239390","Wilko Functional Mixer Glass 4pk","Wilko Functional","4 Pack","Clear","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GLA","239391","Wilko Functional Hi-ball Glasses 4pk","Wilko Functional","4 Pack","Clear","1",NA,NA,"Washable",NA,NA,NA,NA,1
"KIT","GLA","316128","Wilko Functional Glass Jug 1L","Wilko Functional","1L","Clear",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","142516","Wilko Functional Wok Black 24cm","Wilko Functional","24cm","Black","1",NA,NA,NA,NA,NA,NA,NA,1
"KIT","HOL","183043","Wilko Functional Milkpan Non Stick Black14cm","Wilko Functional","14cm","Black",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","183044","Wilko Functional Saucepan Non Stick Black 16cm","Wilko Functional","16cm","Black",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","183046","Wilko Functional Saucepan Non Stick Black 20cm","Wilko Functional","20cm","Black",NA,NA,NA,"Do Not Wash",NA,NA,NA,NA,0.941666666666667
"KIT","HOL","220897","Wilko Functional Non-Stick Frypan Set Black 2pcs","Wilko Functional","2 Piece","Grey","2pcs",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","HOL","220901","Wilko Functional Non Stick Pan SetBlack 5pcs","Wilko Functional","5 Piece","Black","5pcs",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","HOL","42850","Wilko Functional Chip Pan Basket 8 x 18cm","Wilko Functional","8x18cm","Silver","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","HOL","858440","Wilko Functional Non-Stick Egg Poacher 4 Cup","Wilko Functional","4 Cup","Silver",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","864847","Wilko Functional Chip Pan 23cm","Wilko Functional","23cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","PLA","317169","Wilko Cutlery Tray White Small","Wilko Functional","Small","White",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","PLA","317170","Wilko Dish Drainer White Small","Wilko Functional","Small","White",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","PLA","317171","Wilko Square Bowl White Small","Wilko Functional","Small","White","1",NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","PLA","317172","Wilko Lift Top Waste Bin White 50L","Wilko Functional","50L","White",NA,NA,NA,NA,NA,"50L",NA,NA,0.891666666666667
"PAI","EMU","104336","Wilko Functional Matt Emulsion PaintMagnolia 5L","Wilko Functional","5L","Cream",NA,NA,NA,NA,NA,NA,"60m²",NA,0.941666666666667
"PAI","EMU","104344","Wilko Functional Silk Emulsion PaintMagnolia 5L","Wilko Functional","5L","Cream",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"PAI","GLO","342033","Wilko Functional Non Drip Gloss PaintWhite 2.5L","Wilko Functional","2.5L","White",NA,NA,"No",NA,NA,NA,NA,NA,0.65
"PAI","WAP","2417640","Wilko Functional Matt Emulsion PaintWhite 5L","Wilko Functional","5L","White",NA,NA,NA,NA,NA,NA,"65m²",NA,0.941666666666667
"PAI","WAP","70980","Wilko Functional Silk Emulsion PaintWhite 5L","Wilko Functional","5L","White","1",NA,NA,NA,NA,NA,"60m²",NA,1
"PET","CAT","303555","Wilko Functional Tinned Cat Food Chicken inJelly 400g","Wilko Functional","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","9531040","Wilko Cat Bowl Assorted Colours Small","Wilko Functional","16.5cm x 16.5cm x 3.5cm","Multi","1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","DOG","243644","Wilko Functional Tinned Dog Food Chicken inJelly 400g","Wilko Functional","400g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","288007","Wilko Functional Working Dog Comp 2.5kg","Wilko Functional","2.5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","GEN","70441","Wilko Round Plastic Dog Dinner Bowl Assorted Large","Wilko Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"PET","LIT","287684","Wilko Functional Cat Litter 8L","Wilko Functional","8L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","SMA","80097","Wilko Paper Bedding for Small Animals","Wilko Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","162268","Wilko Functional Dog Treats Hide Roll Cigar2pk","Wilko Functional","Large",NA,"2",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","163471","Wilko Functional Dog Treats Flat Hide 50pk","Wilko Functional","50pk",NA,"50",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","163473","Wilko Functional Dog Treats Munchy Rolls 100pk","Wilko Functional","100pk",NA,"100pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","163474","Wilko Functional Dog Treat Hide Twist","Wilko Functional","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","182773","Wilko Dog Treats Jerky Snacks 100g","Wilko Functional","100g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"PET","TRT","199246","Wilko Functional Dog Treat Golden Hide RollLarge","Wilko Functional","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","209964","Wilko Functional Dog Treat Paddywack 175g","Wilko Functional","175g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","46090","Wilko Functional Dog Treat Knuckle Bone Large","Wilko Functional","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","7975","Wilko Functional Dog Treat Knotted Bone Medium","Wilko Functional","Medium",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","8043","Wilko Functional Dog Treat Knuckle Bone Medium","Wilko Functional","Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","80724","Wilko Dog Treat Roast Knuckle Beef Bone","Wilko Functional","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","94186","Wilko Dog Treat Meat Filled Sterilised Bone 190g","Wilko Functional","190g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","94193","Wilko Dog Treat Dried Tripe Sticks 100g","Wilko Functional","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","9522054","Wilko Functional Dog Treat Knuckle Bone Small","Wilko Functional","Small",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","9522056","Wilko Functional Dog Treat Hide Shoe","Wilko Functional",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","121998","Wilko Functional Wild Bird Seed Feeder","Wilko Functional",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","80191","Wilko Wild Bird Sunflower Seeds 1kg","Wilko Functional","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"SBK","ADH","261527","Wilko Peel & Seal Envelopes Manilla 50pk89 x 152mm","Wilko Functional","89x152mm","Brown","50pk",NA,NA,NA,NA,NA,NA,NA,0.95
"SBK","ADH","261528","Wilko Gummed Envelopes White 50pk110 x 220mm","Wilko Functional","110x220mm","White","50pk",NA,NA,NA,NA,NA,NA,NA,0.95
"SBK","DES","260311","Wilko Wooden Pencils 10pk","Wilko Functional",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,NA,0.81
"SBK","DES","260399","Wilko Bingo Marker Red","Wilko Functional",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.81
"SBK","DES","260402","Wilko Bingo Marker Black","Wilko Functional",NA,"Black","1",NA,NA,NA,NA,NA,NA,NA,0.88
"SBK","DES","260671","Wilko Functional Drawing Pins Silver Effect 300pk","Wilko Functional",NA,"Silver","300pk",NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","260723","Wilko Ball Point Pen Assorted Colours 10pk","Wilko Functional",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,NA,0.81
"SBK","KFL","253116","Wilko Crayons 6pk","Wilko Functional",NA,NA,"6pk",NA,"No",NA,NA,NA,NA,"36 Months",0.6
"SBK","KID","252952","Wilko Functional Value Paint Pallets 8 Colours","Wilko Functional",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years",1
"SBK","KID","252954","Wilko Functional Paint brushes 2pk","Wilko Functional",NA,"Multi","2pk",NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","KID","253457","Wilko A3 Activity Paper 45pk Assorted Colours","Wilko Functional","A3","Multi","50pk",NA,NA,NA,NA,NA,NA,NA,0.95
"SBK","KID","253462","Wilko White Paper Roll 5m","Wilko Functional",NA,"White","1",NA,"No",NA,NA,NA,NA,NA,0.6
"SBK","KID","253463","Wilko Functional A4 Fluorescent Pad 35 Sheets","Wilko Functional",NA,"Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"SBK","KID","333686","Wilko Functional Colouring Pencils 12pk","Wilko Functional",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,"3 Years",0.93
"SBK","KID","414907","Wilko Functional Crayons 12pk","Wilko Functional",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","NOT","240102","Wilko Functional Reporters Notebook 60 Sheets","Wilko Functional","60Sheets",NA,"60s",NA,NA,NA,NA,NA,NA,NA,1
"SBK","NOT","261624","Wilko Functional Spiral Notebook A4 80 Sheets","Wilko Functional","A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","NOT","261625","Wilko Functional Spiral Notebook A6 50 Sheets","Wilko Functional","A6",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","NOT","432511","Wilko Functional Refill Pad 60GSM","Wilko Functional","A4",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"SBK","NOT","433205","Wilko Functional A5 Notebook","Wilko Functional","A5",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"SBK","OFF","130606","Document Wallets Assorted Colours 5pk","Wilko Functional","A4","Multi","5",NA,NA,NA,NA,NA,NA,NA,0.891666666666667
"SBK","PHO","273506","Wilko Functional Pocket Album 24 Photos 6 x 4in","Wilko Functional",NA,"Grey","1",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","BAN","417478","Wilko Functional Nappy Bags 300pk","Wilko Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","HOS","234112","Right Price Smooth Knit Knee Highs Barely Black One Size 5pk","Wilko Functional","One Size","Black","5pk",NA,NA,NA,NA,NA,NA,NA,0.891666666666667
"TOI","HOS","234113","Right Price Smooth Knit Knee Highs Natural One Size 5pk","Wilko Functional","One Size","Cream","5pk",NA,NA,NA,NA,NA,NA,NA,0.891666666666667
"TOI","HOS","234115","Wilko Functional Smooth Knit Tights NaturalLarge 5pk","Wilko Functional","Large",NA,"5pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"TOI","HOS","234117","Right Price Tights Smooth Knit Natural Regular 5pk","Wilko Functional","Regular",NA,"5pk",NA,NA,NA,NA,NA,NA,NA,0.833333333333333
"TOI","HOS","234119","Right Price Tights Smooth Knit Natural ExtraLarge 5pk","Wilko Functional","Extra Large",NA,"5pk",NA,NA,NA,NA,NA,NA,NA,0.833333333333333
"TOI","MED","348448","Wilko Functional Stretch Bandage","Wilko Functional","5x4m",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","238384","Wilko Functional Press on Towels 10pk","Wilko Functional",NA,NA,"10","Pulp",NA,NA,NA,NA,NA,NA,0.85
