"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Assembly","Material","Power","Capacity","Coverage","DQ Score"
"PET","GEN","303615","Wilko Interact Fling Dog Toy Assorted","Wilko","Throw and Fetch Toys",NA,"1",NA,NA,NA,NA,NA,NA,0.86
"PET","GEN","350259","Dog Flea Comb","Wilko","Flea and Worming Control",NA,NA,NA,NA,NA,NA,NA,NA,0.74
"PET","GEN","350261","Dog Medium Slicker Brush","Wilko","Comb and Brushes",NA,"1",NA,NA,NA,NA,NA,NA,0.81
"PET","GEN","350264","Dog Collar Nylon Small","Wilko","Dog Collars",NA,"1","Small",NA,NA,NA,NA,NA,0.88
"PET","GEN","350266","Dog Collar Nylon Large","Wilko","Dog Collars",NA,"1","Large",NA,NA,NA,NA,NA,0.88
"PET","GEN","350299","Wilko Dog Plush Bobble Animals","Wilko","Character Toys",NA,"1","31 x 21 x 14cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","350338","Wilko Dog Collar Soft Small","Wilko","Dog Collars",NA,"1","Small",NA,NA,NA,NA,NA,0.93
"PET","GEN","350339","Wilko Dog Collar Soft Medium","Wilko","Dog Collars",NA,"1","Medium",NA,NA,NA,NA,NA,0.93
"PET","GEN","350340","Wilko Dog Collar Soft Large","Wilko","Dog Collars",NA,"1","Large",NA,NA,NA,NA,NA,0.93
"PET","GEN","350342","Wilko Dog Lead Soft Medium","Wilko","Dog Leads",NA,NA,"Medium",NA,NA,NA,NA,NA,0.86
"PET","GEN","350623","Wilko Dog Collar Soft Small","Wilko","Dog Collars",NA,"1","Small",NA,NA,NA,NA,NA,0.93
"PET","GEN","350624","Wilko Dog Collar Soft Medium","Wilko","Dog Collars",NA,NA,"Medium",NA,NA,NA,NA,NA,0.86
"PET","GEN","350625","Wilko Dog Collar Soft Large","Wilko","Dog Collars",NA,NA,"Large",NA,NA,NA,NA,NA,0.86
"PET","GEN","350627","Wilko Dog Lead Soft Medium","Wilko","Dog Leads",NA,"1","Medium",NA,NA,NA,NA,NA,0.93
"PET","GEN","412376","Wilko Raggy Animal Dog Toy","Wilko","Character Toys",NA,"1",NA,NA,NA,NA,NA,NA,0.86
"PET","GEN","421923","Wilko Dog Bathing Wipes 7pk","Wilko","Bathing Wipes",NA,"7","7Pk",NA,NA,NA,NA,NA,0.93
"PET","GEN","421924","Wilko Dog Eye and Ear Wipes 25pk","Wilko","Eyes and Ears",NA,"25","25Pk",NA,NA,NA,NA,NA,0.93
"PET","GEN","439384","Wilko Plush Turtle Dog Toy","Wilko","Character Toys",NA,"1","33 x 17 x 9cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","439387","Wilko Natural Bear Dog Toy","Wilko","Character Toys",NA,"1","42 x 13 x 11cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","439407","Wilko Coconut 2 in 1 Shampoo","Wilko","Shampoo and Conditioner",NA,"1","250ml",NA,NA,NA,NA,NA,0.93
"PET","GEN","439408","Wilko Medicated Shampoo","Wilko","Shampoo and Conditioner",NA,"1","250ml",NA,NA,NA,NA,NA,0.93
"PET","GEN","439411","Wilko Body Mist","Wilko","Stain and Odour Remover",NA,"1","250ml",NA,NA,NA,NA,NA,0.93
"PET","GEN","439465","Melamine Twin Pet Bowl Assorted","Wilko","Bowl",NA,"1","26.5 x 15 x 5cm",NA,"Melamine and Wood Pulp",NA,NA,NA,0.85
"PET","GEN","439466","Melamine Pet Bowl Assorted","Wilko","Bowl",NA,"1","Small",NA,"Melamine",NA,NA,NA,0.85
"PET","GEN","439467","Melamine Medium Bowl Assorted","Wilko","Bowl ",NA,"1","Medium",NA,NA,NA,NA,NA,0.88
"PET","GEN","439472","Leather Collar Small Brown / Black 10-14in","Wilko","Dog Collars",NA,"1","Small 10 - 14inch",NA,NA,NA,NA,NA,0.88
"PET","GEN","439473","Leather Collar Medium Brown / Black 14-18in","Wilko","Dog Collars",NA,"1","Medium 14-18 inch",NA,NA,NA,NA,NA,0.88
"PET","GEN","439474","Leather Collar Large Brown / Black 22-26in","Wilko","Dog Collars",NA,"1","Large 22-26 inch",NA,NA,NA,NA,NA,0.88
"PET","GEN","439475","Leather Lead Brown / Black 46in","Wilko","Dog Leads",NA,"1","46 inch",NA,NA,NA,NA,NA,0.88
"PET","GEN","450636","Wilko Chalkboard Dog Bowl Small","Wilko","Bowl",NA,NA,"Small",NA,"Stoneware",NA,NA,NA,0.85
"PET","GEN","450637","Wilko Chalkboard Dog Bowl Medium","Wilko","Bowl",NA,NA,"Medium",NA,"Stoneware",NA,NA,NA,0.85
"PET","GEN","450638","Wilko Chalkboard Dog Bowl Large","Wilko","Bowl",NA,NA,"Large",NA,"Stoneware",NA,NA,NA,0.85
"PET","GEN","453204","Wilko Rubber Dog Toy","Wilko","Throw and Fetch Toys",NA,"1","33.5cm x 10.2cm x 1.2cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","453413","Wilko Furry Face Ball Dog Toy","Wilko","Character Toys",NA,"1","10cm x 11cm x 11cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","453414","Wilko 5 Ring Chain Dog Toy","Wilko","Rope and Tug Toys",NA,"1","2cm x 15cm x 58cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","453447","Wilko Dog Dry Shampoo 200ml","Wilko","Shampoo and Conditioner",NA,"1","200ml",NA,NA,NA,NA,NA,0.93
"PET","GEN","453923","Wilko Chewy Character Dog Toy","Wilko","Character Toys",NA,"1","15cm x 5.5cm x 5.5cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","453924","Wilko Spikey Hedgehog Dog Toy","Wilko","Character Toys",NA,"1","19cm x 12cm x 12cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","454018","Wilko Wild Animal Dog Toy","Wilko","Character Toys",NA,"1","1 Toy",NA,NA,NA,NA,NA,0.93
"PET","GEN","454019","Wilko Tough Bone Dog Toy","Wilko","Throw and Fetch Toys",NA,"1","1 Toy",NA,NA,NA,NA,NA,0.93
"PET","GEN","454193","Wilko Floating Rubber Ball 3pk","Wilko","Balls",NA,"3","6.5cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","454194","Wilko Squeaky Tennis Balls","Wilko","Balls",NA,"2","7cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","454195","Wilko Catch and Flash Ball","Wilko","Balls",NA,"1","7.7cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","454198","Wilko Mini Tennis Balls 5pk","Wilko","Balls",NA,"5","5pk",NA,NA,NA,NA,NA,0.93
"PET","GEN","454199","Wilko Dog Toy Ice Creams Assorted","Wilko","Sweet Shop Toys",NA,"1","12cmx6.5cmx6.5cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","454200","Wilko Snuggle Lion / Elephant","Wilko","Character Toys",NA,"1","24cmx20cmx15cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","454202","Wilko Rabbit Ball With Squeaker","Wilko","Character Toys",NA,"1","26cmx10cmx10cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","454807","Wilko Plush Snake Dog Toy","Wilko","Character Toys",NA,"1","92 x 12 x 10cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","455419","Wilko Squeaky Toy Assorted","Wilko","Throw and Fetch Toys",NA,"1","Squeaky TPR 16cm x 6cm x 6cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","455420","Wilko Thread Toy Assorted","Wilko","Rope and Tug Toys",NA,"1","Threads Rope 55cm x 4cm x 4cm",NA,NA,NA,NA,NA,0.93
"PET","GEN","70442","Dog Bowl Metal Large","Wilko","Bowl",NA,"1","Large",NA,"Metal",NA,NA,NA,0.85
"PET","GEN","80522","Wilko Dog Toy Rubber Rope Ball","Wilko","Throw and Fetch Toys",NA,"1","Large",NA,NA,NA,NA,NA,0.93
"PET","GEN","9531640","Wilko Double Plastic Dog Dinner Assorted Small","Wilko","Bowl","Multi","1","24.8cm x 13.4cm x 48cm",NA,"Plastic",NA,NA,NA,0.95
"PET","GEN","449317","Zoflora Fresh Home Disinfectant 500ml","Zoflora","Stain and Odour Remover",NA,"1","500ml",NA,NA,NA,NA,NA,0.93
"PET","LIT","194930","Bob Martin Cat Litter Crystals Silicia 3.8L","Bob Martin","Cat Litter",NA,"1","3.8L",NA,NA,NA,NA,NA,0.93
"PET","LIT","411308","Bob Martin Cat Litter Antibacterial 10L","Bob Martin","Cat Litter",NA,"1","10L",NA,NA,NA,NA,NA,0.93
"PET","LIT","428893","Bob Martin Cat Litter Freshener 400g","Bob Martin","Cat Litter",NA,"1","400g",NA,NA,NA,NA,NA,0.93
"PET","LIT","453825","Wilko Cat Litter Concrete Mineral 10L","Bob Martin","Cat Litter",NA,"1","10L",NA,NA,NA,NA,NA,0.88
"PET","LIT","232306","Catsan Cat Litter Hygiene 10L","Catsan","Cat Litter",NA,"1","10L",NA,NA,NA,NA,NA,0.93
"PET","LIT","453151","OUT Super Strength Stain and Odour Remover500ml","OUT!","Stain and Odour Remover",NA,"1","500ml",NA,NA,NA,NA,NA,0.88
"PET","LIT","109583","Wilko Cat Litter Tray Liners 15pk","Wilko","Litter Tray Liners",NA,"15","48cmx38cm",NA,NA,NA,NA,NA,0.93
"PET","LIT","121972","Wilko Cat Litter Fullers Earth Clumping 10L","Wilko","Cat Litter",NA,"1","10L",NA,NA,NA,NA,NA,0.93
"PET","LIT","419227","Wilko Cat Litter Lightweight 10L","Wilko","Cat Litter",NA,"1","10 litre",NA,NA,NA,NA,NA,0.93
"PET","LIT","433627","Wilko Cat Litter Silicia 3.8L","Wilko","Cat Litter",NA,NA,"3.8L",NA,NA,NA,NA,NA,0.86
"PET","LIT","434324","Wilko Cat Litter Ultra Clumping 5L","Wilko","Cat Litter",NA,"5L","5L",NA,NA,NA,NA,NA,0.93
"PET","LIT","70462","Wilko Wood Based Cat Litter 15L","Wilko","Cat Litter",NA,"1","15L",NA,NA,NA,NA,NA,0.93
"PET","LIT","80180","Wilko Cat Toilet Assorted Colours","Wilko","Litter Tray","Multi","1",NA,NA,NA,NA,NA,NA,0.93
"PET","LIT","9532740","Wilko Cat Litter Tray Assorted Colours Large","Wilko","Litter Tray",NA,"1","40cm x 30cm x 10cm",NA,NA,NA,NA,NA,0.93
"PET","LIT","287684","Wilko Functional Cat Litter 8L","Wilko Functional","Cat Litter",NA,NA,"8L",NA,NA,NA,NA,NA,0.86
"PET","SMA","303685","Beaphar Small Animal Cage Fresh Granules 600g","Beaphar","Healthcare",NA,NA,"600g",NA,NA,NA,NA,NA,0.9125
"PET","SMA","303686","Beaphar Small Animal Anti-Parasite Spot On 4pk","Beaphar","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"PET","SMA","346561","Mr Johnsons Ferret Food  2kg","Mr Johnsons","Food",NA,NA,"2kg",NA,NA,NA,NA,NA,0.9125
"PET","SMA","437009","Rosewood Small Animal Toy Blossom Tower","Rosewood","Treats",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","437014","Rosewood Small Animal Toy Foraging Cylinder","Rosewood","Treats",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","182648","Wagg Rabbit Food Bunny Brunch 2kg","Wagg","Food",NA,NA,"2kg",NA,NA,NA,NA,NA,0.9125
"PET","SMA","238921","Wagg Guinea Pig Food 2kg","Wagg","Food",NA,NA,"2kg",NA,NA,NA,NA,NA,0.9125
"PET","SMA","122059","Wilko Hamster Play Ball Diameter 17cm","Wilko","Activity Toys",NA,"1","17cm",NA,NA,NA,NA,NA,0.93
"PET","SMA","150084","Wilko Small Animal Carrot Bar Treat","Wilko","Treats",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","150085","Wilko Small Animal Treat Nut and Berry Bar ForHamsters","Wilko","Treats",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","150088","Wilko Rabbit and Guinea Pig Apple Bar","Wilko","Treats",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","165259","Wilko Rat Food Muesli Mix 1kg","Wilko","Food",NA,NA,"1kg",NA,NA,NA,NA,NA,0.9125
"PET","SMA","183096","Wilko Rabbits and Guinea Pig Treats Honey Sticks2pk","Wilko","Treats",NA,NA,"80g",NA,NA,NA,NA,NA,0.9125
"PET","SMA","267067","Wilko Small Animal Apple Berry and Banana CubesTreats 90g","Wilko","Treats",NA,NA,"90g",NA,NA,NA,NA,NA,0.9125
"PET","SMA","267331","Wilko Small Animal Chew Tube","Wilko","Chew Toys",NA,"1",NA,NA,NA,NA,NA,NA,0.86
"PET","SMA","303656","Wilko Small Animal Litter Pan","Wilko","Litter Trays",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","303657","Wilko Small Animal Treats Dandelion and FennelSticks 2pk","Wilko","Treats",NA,NA,"2x60g",NA,NA,NA,NA,NA,0.9125
"PET","SMA","303661","Wilko Small Animal Claw Trimmers","Wilko","Healthcare",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","303664","Wilko Small Animal Lead and Harness Set Large","Wilko","Exercise Toys",NA,NA,"Large",NA,NA,NA,NA,NA,0.86
"PET","SMA","303670","Wilko Small Animal Seagrass Funball Toy","Wilko","Activity Toys",NA,"1","Large",NA,NA,NA,NA,NA,0.93
"PET","SMA","303671","Wilko Small Animal Fun Ball Trio Toy","Wilko","Chew Toys",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"PET","SMA","303672","Wilko Small Animal Treats Nibble Stix 4pk","Wilko","Treats",NA,"4",NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","303677","Wilko Small Animal Alfalfa Ring Toy","Wilko","Activity Toys",NA,"1",NA,NA,NA,NA,NA,NA,0.86
"PET","SMA","303684","Wilko Small Animal Treats Munching Sticks150g","Wilko","Treats",NA,NA,"150g",NA,NA,NA,NA,NA,0.9125
"PET","SMA","417680","Wilko Small Animal Hula Rope Chew","Wilko","Treats",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","417681","Wilko Small Animal Edible Hide and Treat","Wilko","Treats",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","417688","Wilko Small Animal Natures Salad Mix 200g","Wilko","Food",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","433696","Wilko Small Animal Treats Apple Drop 75g","Wilko","Treats",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","438565","Wilko Small Animal Grooming Kit 2pk","Wilko","Grooming Kit",NA,"2",NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","451238","Small Animal Nibble 'n' Dig Meadow","Wilko","Treats",NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"PET","SMA","451241","Wilko Snap 'n' Share Fruit Bars 150g","Wilko","Treats",NA,NA,"150g",NA,NA,NA,NA,NA,0.9125
"PET","SMA","452698","Wilko Tropical Fruit Cushions 50g","Wilko","Treats",NA,"1","50g",NA,NA,NA,NA,NA,0.93
"PET","SMA","80646","Wilko Small Animal Treats Fruity Sticks 2pk","Wilko","Treats",NA,NA,"80g",NA,NA,NA,NA,NA,0.9125
"PET","SMA","80650","Wilko Small Animal Salt Lick 35g","Wilko","Salt Lick",NA,NA,"35g",NA,NA,NA,NA,NA,0.9125
"PET","SMA","80876","Wilko Hamster Food Muesli Mix 1kg","Wilko","Food",NA,NA,"1kg",NA,NA,NA,NA,NA,0.9125
"PET","SMA","94065","Wilko Rabbit Food Muesli Pea Feast 2kg","Wilko","Food",NA,NA,"2kg",NA,NA,NA,NA,NA,0.9125
"PET","SMA","453253","Crystal Deluxe Drinking Bottle 1.1L",NA,"Bottle",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"PET","TRT","149887","Bakers Allsorts Dog Treats 98g","Bakers","Training and Reward Treats",NA,NA,"98g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","232313","Bakers Dog Treats Bacon Flavour Sizzlers 120g","Bakers","Chews",NA,NA,"120g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","267181","Bakers Dog Treats Meaty Twist 180g","Bakers","Meaty Treats",NA,NA,"180g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","303696","Bakers Dog Treat Jumbo Meaty Twist 200g","Bakers","Meaty Treats",NA,NA,"200g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","303708","Misfits Dog Treats Tangly Twists with TemptingBeef and Cheese 7pk","Misfits","Chews",NA,NA,"140g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","309241","Misfits Dog Treats Scrufft Bites for Adult Dogs180g","Misfits","Training and Reward Treats",NA,NA,"180g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","121968","Pedigree Schmackos Dog Treats with Beef 20pk","Pedigree","Meaty Treats",NA,NA,"172g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","164159","Pedigree Jumbone Dog Treats 2pk","Pedigree","Chews",NA,NA,"200g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","177671","Pedigree Dog Treats Milky Biscuits 350g","Pedigree","Biscuits",NA,NA,"350g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","189390","Pedigree Dog Treat Daily Dentastix Small","Pedigree","Dental Care Treats",NA,NA,"110g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","201500","Pedigree Schmackos Dog Treat 20pk","Pedigree","Meaty Treats",NA,NA,"172g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","247881","Pedigree Jumbone Dog Treats Chicken Large Dog 210g","Pedigree","Chews",NA,NA,"210g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","247882","Pedigree Jumbone Dog Treats Beef Small 4pk","Pedigree","Chews",NA,NA,"180g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","290799","Pedigree Rodeo Dog Treats with Beef 8pk","Pedigree","Chews",NA,NA,"140g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","290806","Pedigree Rodeo Dog Treats with Chicken 8pk","Pedigree","Chews",NA,NA,"140g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","405666","Pedigree Tasty Bites Dog Treats Crunchy Pocketswith Chicken 95g","Pedigree","Training and Reward Treats",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","405669","Pedigree Tasty Bites Dog Treats Cheesy Nibbleswith Beef and Cheese 140g","Pedigree","Training and Reward Treats",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","448170","Dentalife Dog Chew Small 21pk 345g","Purina",NA,NA,"21","345g",NA,NA,NA,NA,NA,0.8625
"PET","TRT","412166","Nestle Dog Treats Adventuros Venison Strips 90g","Purina One","Meaty Treats",NA,NA,"90g",NA,NA,NA,NA,NA,0.8625
"PET","TRT","412172","Nestle Dog Treats Adventuros Buffalo Sticks 120g","Purina One","Training and Reward Treats",NA,NA,"120g",NA,NA,NA,NA,NA,0.8625
"PET","TRT","166180","Wilko Dog Treats Chewy Liver Flavour 20pk","Wilko","Chews",NA,NA,"180g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","225410","Wilko Dog Treats Chewy Bacon 85g","Wilko","Chews",NA,NA,"85g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","430575","Wilko Dog Treats Deep Clean Dental Chew 90g","Wilko","Dental Care Treats",NA,NA,"90g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","431481","Wilko Dog Treats Chicken or Vegetable Assortment","Wilko","Chews",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"PET","TRT","85484","Wilko Dog Treats with Chicken 200g","Wilko","Training and Reward Treats",NA,NA,"200g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","94528","Wilko Dog Treats Mini Biscuit Bones 250g","Wilko","Training and Reward Treats",NA,NA,"250g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","182773","Wilko Dog Treats Jerky Snacks 100g","Wilko Functional","Bones",NA,NA,"100g",NA,NA,NA,NA,NA,0.8625
"PET","TRT","209964","Wilko Functional Dog Treat Paddywack 175g","Wilko Functional","Bones",NA,NA,"175g",NA,NA,NA,NA,NA,0.9125
"PET","TRT","8043","Wilko Functional Dog Treat Knuckle Bone Medium","Wilko Functional","Hide Chews",NA,NA,"Medium",NA,NA,NA,NA,NA,0.9125
"PET","TRT","9522056","Wilko Functional Dog Treat Hide Shoe","Wilko Functional","Hide Chews",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","303768","Mr Johnsons Premium Poultry Mixed Corn 5kg","Mr Johnsons","Food",NA,NA,"5kg",NA,NA,NA,NA,NA,0.9125
"PET","WIL","303771","Mr Johnsons Natural Layers Pellets 5kg","Mr Johnsons","Food",NA,NA,"5kg",NA,NA,NA,NA,NA,0.9125
"PET","WIL","312575","Peckish Wild Bird Winter Warmer Seed 1kg","Peckish","Seed Mix",NA,NA,"1kg",NA,NA,NA,NA,NA,0.9125
"PET","WIL","312576","Peckish Wild Bird Complete 5 in 1 Mix 1kg","Peckish","Seed Mix",NA,NA,"1kg",NA,NA,NA,NA,NA,0.9125
"PET","WIL","406655","Peckish Wild Bird 3 Port Seed Feeder","Peckish","Seed Feeder",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","427672","Peckish Wild Bird All Weather Seed Feeder","Peckish","Seed Feeder",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","298736","Wilko Wild Bird Metal Seed Feeder","Supa","Seed Feeder",NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"PET","WIL","193722","Wilko Wild Bird Cake and Scrap Feeder","Wilko","Suet Feeder",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","193725","Wilko Wild Bird Peanut Feeder Assorted Colours","Wilko","Peanut Feeder",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","193736","Wilko Wild Bird Fat Ball Feeder","Wilko","Fat Ball Feeder",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","195071","Wilko Wild Bird Seed Block","Wilko","Seed Blocks",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","229003","Wilko Wild Bird Suet with Mealworm 300g","Wilko","Suets",NA,NA,"300g",NA,NA,NA,NA,NA,0.9125
"PET","WIL","249528","Wilko Wild Bird Suet with Fruit Mix 300g","Wilko","Suets",NA,NA,"300g",NA,NA,NA,NA,NA,0.9125
"PET","WIL","266861","Wilko Wild Bird Suet Pellets with Insect 550g","Wilko","Suets",NA,NA,"550g",NA,NA,NA,NA,NA,0.9125
"PET","WIL","266939","Wilko Wild Bird Suet Pellets with Mealworm 550g","Wilko","Suets",NA,NA,"550g",NA,NA,NA,NA,NA,0.9125
"PET","WIL","298739","Wilko Wild Bird Peanut Cage Feeder","Wilko","Peanut Feeder",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","298740","Wilko Wild Bird Seed Cage Feeder","Wilko","Seed Feeder",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","412540","Wilko Wild Bird Suet Log Feeder","Wilko","Suet Feeder",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","442024","Wilko Ultimate Fat Ball 10pk","Wilko","Fat Balls",NA,"10",NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","121998","Wilko Functional Wild Bird Seed Feeder","Wilko Functional","Seed Feeder",NA,"1",NA,NA,NA,NA,NA,NA,0.9125
