"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","Power","Model Number","DQ Score"
"TOI","MEN","100437","Just for Men Dark Brown","Just For Men",NA,"Brown","1",NA,NA,NA,0.93
"TOI","MEN","125972","Just for Men Black","Just For Men",NA,"Black","1",NA,NA,NA,0.93
"TOI","MEN","162342","Just for Men Light Brown","Just For Men",NA,"Brown","1",NA,NA,NA,0.93
"TOI","MEN","450561","Control GX Shampoo 147ml","Just For Men",NA,NA,"1",NA,NA,NA,0.81
"TOI","MEN","450562","Control GX Shampoo & Conditioner 147ml","Just For Men",NA,NA,"1",NA,NA,NA,0.81
"TOI","MEN","169920","Loreal Studio Line Style Rework 150ml","L'Oreal","150ml",NA,"1",NA,NA,NA,0.88
"TOI","MEN","338316","Studio Mineral Control Invisi'gel 150ml","L'Oreal","150ml",NA,"1",NA,NA,NA,0.88
"TOI","MEN","346424","L'Oreal Men Expert Hydra Energetic Anti-FatigueMoisturiser 50ml","L'Oreal","50ml",NA,NA,NA,NA,NA,0.9125
"TOI","MEN","346425","L'Oreal Men Expert Hydra Energetic DailyMoisturiser 50ml","L'Oreal","50ml",NA,NA,NA,NA,NA,0.9125
"TOI","MEN","346428","L'Oreal Men Expert Hydra Energetic Face Wash150ml","L'Oreal","150ml",NA,NA,NA,NA,NA,0.9125
"TOI","MEN","352577","L'Oreal Men Expert Fresh Extreme 48HAnti-Perspirant Deodorant 250ml","L'Oreal","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","352580","L’Oreal Men Expert Carbon Protect 48HAnti-Perspirant Deodorant 250ml","L'Oreal",NA,NA,"1",NA,NA,NA,0.8625
"TOI","MEN","352581","L'Oreal Men Deodorant Fresh Extreme 50ml","L'Oreal","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","411971","L'Oreal Men Expert Vita Lift 5 Anti AgeingMoisturiser 50ml","L'Oreal","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","411975","L'Oreal Men Expert Pure Power Charcoal Face Wash150ml","L'Oreal","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","411977","L'Oreal Men Expert Pure Power Anti-SpotMoisturiser 50ml","L'Oreal","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","411985","L'Oreal Studio Matt and Messy Putty 150ml","L'Oreal",NA,NA,"1",NA,NA,NA,0.86
"TOI","MEN","430654","L’Oreal Men Expert Thermic Resist 48HAnti-Perspirant Deodorant 250ml","L'Oreal","250ml",NA,"1",NA,NA,NA,0.95
"TOI","MEN","430657","L'Oreal Men Expert Shirt Protect 48HAntiperspirant Deodorant 50ml","L'Oreal","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","445546","L’Oreal Men Expert Hydra Energetic Shower Gel300ml","L'Oreal",NA,NA,"1",NA,NA,NA,0.8625
"TOI","MEN","445547","L’Oreal Men Expert Total Clean Shower Gel 300ml","L'Oreal",NA,NA,"1",NA,NA,NA,0.8625
"TOI","MEN","450664","L'Oreal Men Expert Hydra Sensitive Face Wash150ml","L'Oreal","150ml",NA,"1",NA,NA,NA,1
"TOI","MEN","450665","L'Oreal Men Expert Hydra Sensitive Moisturiser50ml","L'Oreal","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","450666","L'Oreal Men Expert Hydra Sensitive Post ShaveBalm 125ml","L'Oreal","125ml",NA,"1",NA,NA,NA,1
"TOI","MEN","450667","L’Oreal Men Expert Hydra Sensitive Shower Gel300ml","L'Oreal",NA,NA,"1",NA,NA,NA,0.8625
"TOI","MEN","450668","L’Oreal Men Expert Invincible Sport Shower Gel300ml","L'Oreal",NA,NA,"1",NA,NA,NA,0.8625
"TOI","MEN","450669","L’Oreal Men Expert Sensitive Control 48HDeodorant 250ml","L'Oreal",NA,NA,"1",NA,NA,NA,0.8625
"TOI","MEN","450670","L’Oreal Men Expert Invincible Sport 96HAnti-Perspirant Deodorant 250ml","L'Oreal",NA,NA,"1",NA,NA,NA,0.8625
"TOI","MEN","100599","Lynx Shower Gel Africa 250ml","Lynx","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","200159","Lynx Dark Temptation Shower Gel 250ml","Lynx","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","202523","Lynx Dry Africa Anti-Perspirant150ml","Lynx","150ml",NA,"1",NA,NA,NA,1
"TOI","MEN","237052","Lynx Dry Roll-On Africa Anti-Perspirant 50ml","Lynx","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","237119","Lynx Dry Stick Anti-Perspirant Africa 50ml","Lynx","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","304362","Lynx Body Spray Dark Temptation 200ml","Lynx","200ml",NA,"1",NA,NA,NA,0.95
"TOI","MEN","304363","Lynx Body Spray Africa 200ml","Lynx",NA,NA,"1",NA,NA,NA,0.8625
"TOI","MEN","306845","Lynx Shower Gel Africa 400ml","Lynx","400ml",NA,"1",NA,NA,NA,1
"TOI","MEN","332814","Lynx Dry Africa Anti-Perspirant 200ml","Lynx","200ml",NA,"1",NA,NA,NA,1
"TOI","MEN","352526","Lynx Shower Gel Excite 400ml","Lynx","400ml",NA,"1",NA,NA,NA,1
"TOI","MEN","412042","Lynx XL Bodyspray Black 200ml","Lynx",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","412047","Lynx Dry Black Anti-Perspirant 200ml","Lynx",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","412050","Lynx Dry Black Anti-Perspirant 150ml","Lynx",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","412051","Lynx Deodorant Bodyspray Black 150ml","Lynx",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","412784","Lynx Black Shower Gel 250ml","Lynx","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","438752","Lynx Daily Fragrance Wood and Dark Vanilla 100ml","Lynx",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","438753","Lynx Daily Fragrance Urban Black 100ml","Lynx",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","438754","Lynx Urban Anti-Perspirant 150ml","Lynx",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","438755","Lynx Daily Fragrance Adrenaline Iced Musk andGinger 100ml","Lynx",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","450368","Lynx Be You Body Spray 200ml","Lynx",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","450370","Lynx Be You Shower Gel 250ml","Lynx",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","450371","Lynx Be You Body Spray 150ml","Lynx",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","51702","Lynx Dark Temptation Body Spray 150ml","Lynx","150ml",NA,"1",NA,NA,NA,1
"TOI","MEN","85443","Lynx Africa Body Spray 150ml","Lynx","150ml",NA,"1",NA,NA,NA,1
"TOI","MEN","269494","Mitchum Ice Fresh Roll On Anti-Perspirant 50ml","Mitchum","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","320807","Mitchum Endurance Ice FreshAnti-Perspirant 150ml","Mitchum","150ml",NA,NA,NA,NA,NA,0.9125
"TOI","MEN","142162","Nivea For Men Shaving Foam Sensitive 200ml","Nivea","200ml","Multi","1",NA,NA,NA,0.9
"TOI","MEN","142163","Nivea for Men Shaving Gel Sensitive 200ml","Nivea","200ml","Multi","1",NA,NA,NA,0.9
"TOI","MEN","142164","Nivea Men Sensitive Post Shave Balm 100ml","Nivea","100ml",NA,NA,NA,NA,NA,0.9125
"TOI","MEN","217845","Nivea Men Cool Kick 48h Anti-Perspirant 150ml","Nivea","150ml",NA,"1",NA,NA,NA,1
"TOI","MEN","222449","Nivea Men Rehydrating Moisturiser 75ml","Nivea","75ml",NA,"1",NA,NA,NA,1
"TOI","MEN","233519","Nivea Men Moisturising Shaving Gel 200ml","Nivea","200ml","Multi","1",NA,NA,NA,0.9
"TOI","MEN","320723","Nivea For Men Cool Kick Roll OnAnti-Perspirant 50ml","Nivea","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","320725","Nivea Invisible Anti-Prespirant Deodorant Roll OnAnti-Prespirant 50ml","Nivea","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","331088","Nivea For Men Facewash Sensitive 100ml","Nivea",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","331089","Nivea For Men Post Shave BalmOriginal Replenishing 100ml","Nivea","100ml",NA,"1",NA,NA,NA,1
"TOI","MEN","331090","Nivea For Men Facewash Deep Clean 100ml","Nivea","100ml",NA,"1",NA,NA,NA,1
"TOI","MEN","332726","Nivea For Men Moisturiser Sensitive 75ml","Nivea","75ml",NA,NA,NA,NA,NA,0.9125
"TOI","MEN","346541","Nivea For Men Spray Coolkick Anti-Perspirant 250ml","Nivea","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","346543","Nivea Dry Impact Anti-Perspirant 250ml","Nivea","250ml",NA,NA,NA,NA,NA,0.9125
"TOI","MEN","352583","Nivea for Men Cool Kick Shaving Gel 200ml","Nivea",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","402955","Nivea For Men Sensitive Anti-Perspirant 250ml","Nivea",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","412007","Nivea Men Cool Kick Shower Gel 250ml","Nivea",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","412026","Nivea Men Sensitive Protect Anti-Perspirant150ml","Nivea",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","412034","Nivea Men Skin Cream","Nivea",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","412194","Nivea Men Original Intensive Moisturising Cream50ml","Nivea",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","430666","Nivea Men Protect and Care Anti-Persirant 150ml","Nivea","150ml",NA,"1",NA,NA,NA,1
"TOI","MEN","430670","Nivea Men Protect and Care Anti-Persirant 250ml","Nivea","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","449642","Nivea Men Black And White Deo 250ml","Nivea",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","449649","Nivea Men Creme 75ml","Nivea","75ml",NA,"1",NA,NA,NA,1
"TOI","MEN","449650","Nivea Men Protect Care Shower Gel 250ml","Nivea",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","449651","Nivea Men Sensitive Shower Gel 250ml","Nivea",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","453460","Nivea Men Sens Stubble Moisturiser 50ml","Nivea","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","141577","Old Spice Original After Shave 150ml","Old Spice","150ml",NA,"1",NA,NA,NA,1
"TOI","MEN","213316","Old Spice Classic Deodorant Stick Original 50ml","Old Spice","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","431268","Old Spice Wolfthron Body Spray 150ml","Old Spice","150ml",NA,"1",NA,NA,NA,1
"TOI","MEN","450565","Old Spice Anti Perspirant and Deodrant OdourBlocker Spray 150ml","Old Spice",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","450566","Old Spice Anti Perspirant and Deodrant OdourBlocker Stick 50ml","Old Spice","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","76712","Old Spice Original Deodorant 150ml","Old Spice","150ml",NA,"1",NA,NA,NA,1
"TOI","MEN","56602","Palmolive For Men Palm Extract Shave Stick 50g","Palmolive","50g","Multi","1",NA,NA,NA,0.941666666666667
"TOI","MEN","290452","Radox Men Feel Sporty 2in1 Shower Gel 250ml","Radox","250ml",NA,NA,NA,NA,NA,0.9125
"TOI","MEN","290454","Radox Men Feel Heroic 2in1 Shower Gel 250ml","Radox","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","214459","Right Guard Total Defence 5 Fresh Anti-Perspirant48H 250ml","Right Guard","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","214461","Right Guard Total Defence 5 Clean Anti-Perspirant48H 250ml","Right Guard","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","237007","Right Guard Total Defence 5 Sport48H Anti-Perspirant 250ml","Right Guard","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","237008","Right Guard Total Defence 5 Cool48H Anti-Perspirant 250ml","Right Guard","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","333176","Right Guard Xtreme Body And Hair Shower GelCool 250ml","Right Guard","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","333177","Right Guard Xtreme Body And Hair Shower GelEnergy 250ml","Right Guard","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","333212","Right Guard Xtreme Body And Hair Shower GelFresh 250ml","Right Guard","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","430698","Right Guard Xtreme Heat Control Anti-Perspirant150ml","Right Guard",NA,NA,NA,NA,NA,NA,0.825
"TOI","MEN","430762","Right Guard Xtreme Fresh Anti-Perspirant 150ml","Right Guard",NA,NA,NA,NA,NA,NA,0.825
"TOI","MEN","430764","Right Guard Xtreme Cool Anti-Perspirant 150ml","Right Guard",NA,NA,NA,NA,NA,NA,0.825
"TOI","MEN","433655","Right Guard Total Defence 5 Active PowerAnti-Perspirant 250ml","Right Guard",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","433656","Right Guard Xtreme Anti Perspirant 150mlInvisible","Right Guard",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","231947","Sanex Men Dermo Active Control Anti Perspirant150ml","Sanex","150ml",NA,"1",NA,NA,NA,1
"TOI","MEN","302191","Sanex Roll On Active 50ml","Sanex","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","412040","Sanex Men Dermo Anti-Perspirant","Sanex",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","446066","Right Guard Total Defence 5 Fresh Roll OnAnti-Perspirant 50ml","Schwarzkopf","50ml",NA,"1",NA,NA,NA,0.95
"TOI","MEN","449867","Schwarzkopf got2b Phenomenal Bodyfying Cream Gel150ml","Schwarzkopf",NA,NA,"1",NA,NA,NA,0.86
"TOI","MEN","449868","Schwarzkopf got2b Phenomenol Moulding Paste 100ml","Schwarzkopf",NA,NA,"1",NA,NA,NA,0.86
"TOI","MEN","189004","Sure For Men Active Anti-Perspirant 250ml","Sure","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","200157","Sure Men Sensitive Roll On Anti-Perspirant50ml","Sure","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","200256","Sure Men Sensitive Stick Anti-Perspirant50ml","Sure","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","221404","Sure For Men Quantum Anti-Perspirant 250ml","Sure","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","221406","Sure For Men Invisible Ice Anti-Perspirant 250ml","Sure","250ml",NA,"1",NA,NA,NA,1
"TOI","MEN","278392","Sure For Men Maximum ProtectionAnti-Perspirant 45ml","Sure","45ml",NA,NA,NA,NA,NA,0.9125
"TOI","MEN","412056","Sure For Men Invisible Black and White Roll OnAnti-Perspirant 50ml","Sure",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","431440","Sure For Men Antibacterial ProtectionAnti-Perspirant 250ml","Sure",NA,NA,NA,NA,NA,NA,0.825
"TOI","MEN","431453","Sure For Men Williams Racing Anti-Perspirant 250ml","Sure",NA,NA,NA,NA,NA,NA,0.825
"TOI","MEN","453529","Sure For Men Antibacterial Antiperspirant150ml","Sure",NA,NA,"1",NA,NA,NA,0.8625
"TOI","MEN","453763","Sure FM APA Invisible Ice 150ml","Sure",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","175589","Wilkinson Sword Razor Xtreme 3 Sensitive 4pk","Wilkinson Sword","4 Pack","Multi","1",NA,NA,NA,0.9
"TOI","MEN","209877","Wilkinson Sword Quattro Razor Heads 4pk","Wilkinson Sword",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","236981","Wilkinson Sword Soap Bowl 125g","Wilkinson Sword",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","243201","Wilkinson Sword Quattro Titanium Coated Blades4pk","Wilkinson Sword",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","338889","Wilkinson Sword Classic Blades 10pk","Wilkinson Sword","10 Pack","Multi","1",NA,NA,NA,0.9
"TOI","MEN","345690","Wilkinson Sword Bristle Shave Brush","Wilkinson Sword",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","346113","Quattro For Men Disposable Razors 3pk","Wilkinson Sword","3 Pack","Multi","1",NA,NA,NA,0.85
"TOI","MEN","433404","Wilkinson Sword Hydro 5 Razor","Wilkinson Sword",NA,NA,"1",NA,NA,NA,0.8
"TOI","MEN","433405","Wilkinson Sword Hydro 3 Razor","Wilkinson Sword",NA,NA,"1",NA,NA,NA,0.8
"TOI","MEN","433406","Wilkinson Sword Hydro 5 Groomer","Wilkinson Sword",NA,NA,"1",NA,NA,NA,0.8
"TOI","MEN","433407","Wilkinson Sword Hydro 5 Blades 4pk","Wilkinson Sword",NA,NA,"1",NA,NA,NA,0.75
"TOI","MEN","433408","Wilkinson Sword Hydro 3 Blades 4pk","Wilkinson Sword",NA,NA,"1",NA,NA,NA,0.75
"TOI","MEN","433409","Wilkinson Sword Hydro 5 Groomer Blades 4pk","Wilkinson Sword",NA,NA,"1",NA,NA,NA,0.8
"TOI","MEN","433410","Wilkinson Sword Quattro Titanium  Razor Plus8 Blades","Wilkinson Sword",NA,NA,"8",NA,NA,NA,0.8
"TOI","MEN","433411","Wilkinson Sword Hydro 5 Sensitive Razor","Wilkinson Sword",NA,NA,"1",NA,NA,NA,0.8
"TOI","MEN","433412","Wilkinson Sword Hydro 5 Sensitive Blades 4pk","Wilkinson Sword",NA,NA,"1",NA,NA,NA,0.75
"TOI","MEN","433425","Wilkinson Sword Extra Sensitive 2","Wilkinson Sword",NA,NA,"10pk",NA,NA,NA,0.8
"TOI","MEN","449859","Wilkinson Sword Xtreme 3 Razor Duo 6 Pack","Wilkinson Sword",NA,NA,"6",NA,NA,NA,0.825
"TOI","MEN","342925","Wilko Mens Cool Defence Anti-Perspirant 200ml","Wilko","200ml",NA,"1",NA,NA,NA,1
"TOI","MEN","342926","Wilko Mens Intense fusion Anti-Perspirant 200ml","Wilko","200ml",NA,"1",NA,NA,NA,1
"TOI","MEN","345028","Wilko Mens Deodorant Fresh Impact 150ml","Wilko","150ml",NA,"1",NA,NA,NA,1
"TOI","MEN","345030","Wilko Mens Deodorant Fusion 150ml","Wilko","150ml",NA,"1",NA,NA,NA,1
"TOI","MEN","345655","Wilko Mens Sensitive Shave Gel 200ml","Wilko","200ml",NA,"1",NA,NA,NA,0.85
"TOI","MEN","345658","Wilko Mens Moisture Shave Gel 200ml","Wilko","200ml",NA,"1",NA,NA,NA,0.85
"TOI","MEN","345660","Wilko Mens Shave Foam 200ml","Wilko","200ml","Multi","1",NA,NA,NA,0.9
"TOI","MEN","346654","Wilko Mens Roll On Cool Defence 50ml","Wilko","50ml",NA,"1",NA,NA,NA,1
"TOI","MEN","346655","Wilko Mens Roll On Intense Fusion 50ml","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","346657","Wilko Mens Aftershave Balm 100ml","Wilko","100ml","Multi","1",NA,NA,NA,0.9
"TOI","MEN","346658","Wilko Mens Face Wash 150ml","Wilko","150ml",NA,"1",NA,NA,NA,1
"TOI","MEN","346659","Wilko Mens Moisturiser 100ml","Wilko","100ml",NA,"1",NA,NA,NA,1
"TOI","MEN","346700","Wilko Mens Hanging Toiletry Bag","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","346702","Wilko Mens Toiletry Bag","Wilko",NA,NA,NA,NA,NA,NA,0.825
"TOI","MEN","346721","Wilko Mens Nail Clippers","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","346722","Wilko Mens Body Washer","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","346723","Wilko Double Sided Mens Nail Brush","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","346724","Wilko Mens Hair Comb","Wilko",NA,NA,"1",NA,NA,NA,0.86
"TOI","MEN","346728","Wilko Mens Back Washer","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","346730","Mens Nail Scissors","Wilko",NA,NA,"1",NA,NA,NA,0.8625
"TOI","MEN","347780","Wilko Disposible Razor Single Blade 10pk","Wilko","10 Pack","Multi","1",NA,NA,NA,0.9
"TOI","MEN","347781","Wilko Disposible Razor Twin Blade 10pk","Wilko","10 Pack","Multi","1",NA,NA,NA,0.9
"TOI","MEN","347782","Wilko Disposible Razor Triple Blade 5pk","Wilko","5 Pack","Multi","1",NA,NA,NA,0.9
"TOI","MEN","347783","Wilko Disposable Razor 5 Blade 3pk","Wilko",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","347784","Wilko Triple Blade System Razor 2 Blades","Wilko",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","347787","Wilko Triple Blade Cartridge 5pk","Wilko","5 Pack","Multi","1",NA,NA,NA,0.9
"TOI","MEN","347804","Wilko Mens Toiletry Bag Small","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","348136","Wilko Mens Shave Oil 15ml","Wilko","15ml","Multi","1",NA,NA,NA,0.9
"TOI","MEN","455086","Wilko Three Blade Cartridges 4pk","Wilko",NA,NA,"4",NA,NA,NA,0.8
"TOI","MEN","455087","Wilko Three Blade Cartridges 8pk","Wilko",NA,NA,"8",NA,NA,NA,0.8
"TOI","SUN","451133","Banana Boat Aloe Vera Gel 230g","Banana Boat",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","452650","Beyond Bronze Instant Matte  125ml","Beyond Bronze",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","452652","Beyond Bronze Mousse 210ml","Beyond Bronze",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","452654","Beyond Bronze Self Tan Lotion 148ml","Beyond Bronze",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","452656","Beyond Bronze Self Tan Airbrush 210ml","Beyond Bronze",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","253573","Calypso Once A Day Sun Protection Medium SPF20200ml","Calypso","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","286951","Calypso Once A Day Sun Protection Kids High SPF40150ml","Calypso","150ml",NA,"1",NA,NA,NA,1
"TOI","SUN","433689","Calypso Once a Day SPF30 200ml","Calypso",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","433690","Calypso Deep Tan MonoTahiti SPF2 200ml","Calypso",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","433691","Calypso Deep Tan Oil Mono Tahiti SPF6 200ml","Calypso",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","433692","Calypso Deep Tan Oil Mono Tahiti SPF15 200ml","Calypso",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","433694","Calypso Original Carrot Oil SPF6 200ml","Calypso",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","433695","Calypso Original Carrot Oil SPF15 200ml","Calypso",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","450646","Calypso After Sun Lotion 500ml","Calypso",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","452630","Calypso Wet Skin Dry Oil SPF10 200ml","Calypso",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","452631","Calypso Wet Skin Dry Oil SPF15 200ml","Calypso",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","452632","Calypso Wet Skin Dry Oil SPF30 200ml","Calypso",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","201000","Garnier Ambre Solaire After Sun Lotion 200ml","Garnier","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","227112","Garnier Ambre Solaire No Streaks Bronzer Self TanLotion 150ml","Garnier","125ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","242754","Garnier Ambre Solaire Ultra-Hydrating Sun CreamSPF20 200ml","Garnier","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","242758","Garnier Ambre Solaire After Sun Tan Maintainer200ml","Garnier","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","245124","Garnier Ambre Solaire Sensitive Sun Cream SPF50+200ml","Garnier","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","253510","Garnier Ambre Solaire No Streaks Bronzer DarkSelf Tan Face Mist 75ml","Garnier","75ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","253513","Garnier Ambre Solaire Clear Protect Sun CreamSpray SPF30 200ml","Garnier","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","253515","Garnier Ambre Solaire Kids Sun Cream SpraySPF50+ 200ml","Garnier","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","276611","Garnier Ambre Solaire No Streaks Bronzer MediumSelf Tan Body Mist 150ml","Garnier","150ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","276612","Garnier Ambre Solaire Clear Protect Sun CreamSpray SPF15 200ml","Garnier","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","287515","Garnier Ambre Solaire No Streaks Bronzer DarkSelf Tan Body Mist 150ml","Garnier","150ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","302314","Garnier Ambre Solaire Clear Spray SPF50 200ml","Garnier","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","315950","Garnier Ambre Solaire After Sun Lotion 400ml","Garnier","400ml",NA,"1",NA,NA,NA,1
"TOI","SUN","409339","Garnier Ambre Solaire Kids Sensitive Sun CreamLotion SPF50+ 200ml","Garnier","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","409340","Garnier Ambre Solaire Kids Sensitive Sun CreamSpray SPF50+ 200ml","Garnier","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","409341","Garnier Ambre Solaire Kids Sensitive Sun CreamTrigger Spray SPF50+ 200ml","Garnier","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","409343","Garnier Ambre Solaire Baby in the Shade Sun CreamSPF50 50ml Travel","Garnier","50ml",NA,"1",NA,NA,NA,1
"TOI","SUN","409344","Garnier Ambre Solaire Ultra-hydrating Sun CreamSPF30 50ml Travel","Garnier","50ml",NA,"1",NA,NA,NA,1
"TOI","SUN","409347","Garnier Ambre Solaire Kids Sensitive Sun CreamSPF50+ 50ml Travel","Garnier","50ml",NA,"1",NA,NA,NA,1
"TOI","SUN","430629","Garnier Ambre Solaire Kids Sensitive Anti-SandSun Cream Spray SPF50+ 200ml","Garnier","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","433413","Garnier Ambre Solaire Ultra-Hydrating Sun CreamSPF30 200ml","Garnier","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","315817","Hawaiian Tropic Protect Oil SPF8 200ml","Hawaiian","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","315818","Hawaiian Tropic Protect Oil SPF15 200ml","Hawaiian","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","319910","Hawaiian Tropic Silk Hydration SPF15 180ml","Hawaiian","180ml",NA,"1",NA,NA,NA,1
"TOI","SUN","451131","Hawaiian Tropic Hydrat After Sun 180ml","Hawaiian",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","451132","Hawaiian Tropic After Sun Body Butter 200ml","Hawaiian",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","409327","Jungle Formula Pump Max 90ml","Jungle Formula",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","452948","Jungle Formula Kids Bracelet","Jungle Formula",NA,NA,"1",NA,NA,NA,0.9125
