"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Power","Capacity","Age","Model Number","DQ Score"
"TOI","MAY","425975","Maybelline Color Show 60 Seconds Nail Polish 335Broadway Blues","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","425978","Maybelline Dream Satin Liquid Foundation 01Natural Ivory 30ml","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","425979","Maybelline Dream Satin Liquid Foundation GoldenCaramel","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","432112","Maybelline The Falsies Push Up Drama Mascara VeryBlack","Maybelline","12ml","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432113","Maybelline The Blushed Nudes Eyeshadow Palette","Maybelline","50g","Multi","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432120","Maybelline Color Sensational Blushed NudesLipstick 107 Fairly Bare","Maybelline","12g","Cream","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432121","Maybelline Color Sensational Blushed Nudes Lipstic117 Tip Top Tulle","Maybelline","12g","Purple","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432122","Maybelline Color Sensational Blushed NudesLipstick 157 More to Adore","Maybelline","12g","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432123","Maybelline Color Sensational Blushed NudesLipstick 207 Pink Fling","Maybelline","12g","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432124","Maybelline Volum' Express Lash SensationalMascara 02 Brown","Maybelline","12ml","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432127","Maybelline SuperStay 24hr Dual Ended Lipstick 620In The Nude","Maybelline","12g","Orange","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432130","Maybelline SuperStay 24hr Dual Ended Lipstick 130Pinking Of You","Maybelline","12g","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432134","Maybelline SuperStay 7 Days Gel Nail Polish 140Rose Rapture","Maybelline","15ml","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432135","Maybelline SuperStay 7 Days Gel Nail Polish 160Magenta Surge","Maybelline","15ml","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432137","Maybelline SuperStay 7 Days Gel Nail Polish 493Blood Orange","Maybelline","15ml","Orange","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432138","Maybelline SuperStay 7 Days Gel Nail Polish 73Snowed In","Maybelline","15ml","White","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432141","Maybelline Brow Drama Eyebrow Crayon 2 MediumBrown","Maybelline","10g","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432142","Maybelline Brow Drama Eyebrow Crayon 4 Dark Brown","Maybelline","10g","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432143","Maybelline Color Show 5th Ave Matte Nail Polish453 High Heel","Maybelline","15ml","Red","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432144","Maybelline Color Show 5th Ave Matte Nail Polish455 Traffic Stop","Maybelline","15ml","Red","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432145","Maybelline Color Show 5th Ave Matte Nail Polish456 Wine At 5","Maybelline","15ml","Purple","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432146","Maybelline SuperStay 3D Gel Effect Plumping TopCoat","Maybelline","15ml","Clear","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432147","Maybelline Baby Lips Lip Balm and Blush InnocentPeach","Maybelline","12ml","Orange","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432148","Maybelline Baby Lips Lip Balm and Blush FlirtyPink","Maybelline","12ml","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432149","Maybelline Baby Lips Lip Balm and Blush BoomingRuby","Maybelline","12ml","Red","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432151","Maybelline SuperStay 24h Makeup Setting Spray","Maybelline","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","432152","Maybelline The Nudes Eyeshadow Palette","Maybelline","50g","Multi","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","432154","Maybelline Color Sensational Matte Lipstick 930Nude Embrace","Maybelline","15ml","Orange","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","437833","Maybelline Lash Sensational Volum' LusciousMascara Very Black","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","437834","Maybelline The Falsies Push Up Drama WaterproofMascara Very Black","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437837","Maybelline Color Show Khol Eyeliner 410 ChocolateChip","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437838","Maybelline Color Show Khol Eyeliner 120 SparkleGrey","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437839","Maybelline Master Precise Curvy Liquid EyelinerIntense Black","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437841","Maybelline Fit Me Matte  Poreless Foundation 220Natural Beige","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","437842","Maybelline Fit Me Matte  Poreless Foundation 230Natural Buff","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","437843","Maybelline Fit Me Matte  Poreless Foundation 120Classic Ivory","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","437844","Maybelline Fit Me Matte  Poreless Foundation 105Natural Ivory","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","437845","Maybelline Fit Me Matte  Poreless Foundation 130Buff Beige","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","437846","Maybelline Master Contour V-Shape Duo Stick Light","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437847","Maybelline Master Contour V-Shape Duo StickMedium","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437848","Maybelline Color Sensational Vivid Matte LiquidLipstick 05 Nude Flush","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437849","Maybelline Color Sensational Vivid Matte LiquidLipstick 25 Orange Shot","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437850","Maybelline Color Sensational Vivid Matte LiquidLipstick 45 Posessed Plum","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437853","Maybelline Color Sensational Vivid Matte LiquidLipstick 35 Rebel Red","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437854","Maybelline Color Sensational Vivid Matte LiquidLipstick 20 Coral Courage","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437856","Maybelline Baby Lips Moisturising Lip Gloss 05 AWink of Pink","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437857","Maybelline Baby Lips Moisturising Lip Gloss 15Pink-a-Boo","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437858","Maybelline Baby Lips Moisturising Lip Gloss 35Fab and Fuchsia","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437859","Maybelline Baby Lips Lip Gloss Taupe With Me 20","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437861","Maybelline Baby Lips Moisturising Lip Gloss 10Fuchsia Flicker","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437862","Maybelline Baby Lips Moisturising Lip Gloss 30Pink Pizzaz","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437863","Maybelline Color Show Nail Polish 13 NY Princess","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437864","Maybelline Color Show Nail Polish 81 Matte AboutIt","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437865","Maybelline Color Show Nail Polish 30 Fire Island","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437866","Maybelline Color Show Nail Polish 21 Lilac Wine","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437867","Maybelline Color Show Nail Polish 353 Red","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437870","Maybelline Color Show Nail Polish 52 It's A Boy","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437871","Maybelline Color Show Nail Polish 10 Spotlight","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437872","Maybelline Color Show Nail Polish 33 Lux Lobster","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437873","Maybelline Color Show Nail Polish 28 Mad inMadison","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","437874","Maybelline Color Show Nail Polish 11 From NY withLove","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","MAY","443514","Maybelline Color Sensational Creamy MatteLipstick 968 Rich Ruby","Maybelline","25g",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","443516","Maybelline Color Sensational Creamy MatteLipstick 932 Clay Crush","Maybelline","25g",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","443517","Maybelline Color Sensational Loaded Bold Lipstick882 Fiery Fuchsia","Maybelline","25g",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","443518","Maybelline Color Sensational Loaded Bold Lipstick883 Orange Danger","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","443519","Maybelline Color Sensational Loaded Bold Lipstickv","Maybelline","25g",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","443520","Maybelline Color Sensational Loaded Bold Lipstick886 Berry Bossy","Maybelline","25g",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","443521","Maybelline The Falsies Push Up Drama MascaraIndecent Black","Maybelline","9.5ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","443523","Maybelline SuperStay 7 Days Metallic Silks GelNail Polish 880 Golden Thread","Maybelline","10ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","443524","Maybelline SuperStay 7 Days Metallic Silks GelNail Polish 881 Silver Satin","Maybelline","10ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","443525","Maybelline SuperStay 7 Days Metallic Silks GelNail Polish 881 Rose Veil","Maybelline","10ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","443526","Maybelline Volum' Express Lash SensationalLuscious Waterproof Mascara","Maybelline","9.5ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","443527","Maybelline Eraser Eye Concealer Light","Maybelline","9.5ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","443528","Maybelline Eraser Eye Concealer Nude","Maybelline","9.5ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","450684","Maybelline The Falsies Push Up Angel MascaraBlack","Maybelline","56ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","450685","Maybelline Brow Precise Micro Eyebrow PencilBlonde","Maybelline","7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","450686","Maybelline Brow Precise Micro Eyebrow PencilBrown Soft Brown","Maybelline","7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","450687","Maybelline Brow Precise Micro Eyebrow Pencil DeepBrown","Maybelline","7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","450688","Maybelline The 24 Karat Nudes Eyeshadow Palette","Maybelline","114g",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","450689","Maybelline Fit Me Matte Poreless Foundation 250Sun Beige","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450690","Maybelline Fit Me Matte Poreless Foundation 350Caramel","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450691","Maybelline Fit Me Matte Poreless Foundation 128Warm Nude","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450692","Maybelline Fit Me Matte Poreless Foundation 100Warm Ivory","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450693","Maybelline Fit Me Matte Poreless Foundation 102Fair Ivory","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450694","Maybelline Fit Me Matte Poreless Foundation 122Cream Beige","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450696","Maybelline Fit Me Matte Poreless Foundation 365Espresso","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450697","Maybelline Fit Me Matte Poreless Foundation 352Truffle","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450698","Maybelline Fit Me Matte Poreless Foundation 355Pecan","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450700","Maybelline Dream Satin Liquid Foundation 43 Buff30ml","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450701","Maybelline Dream Satin Liquid Foundation 51Caramel Beige 30ml","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450702","Maybelline Dream Satin Liquid Foundation 62Sandal Wood 30ml","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450703","Maybelline Dream Satin Liquid Foundation 54Toffee 30ml","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450704","Maybelline Master Camo Color Correcting ConcealerKit Light","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450705","Maybelline Master Camo Color Correcting ConcealerKit Medium","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450706","Maybelline Dream Brightening Concealer 40 Medium","Maybelline","34ml",NA,"1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAY","450707","Maybelline Dream Brightening Concealer 10 Fair","Maybelline","34ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","450708","Maybelline Dream Brightening Concealer 20 Light","Maybelline","34ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","450709","Maybelline Dream Brightening Concealer 50 MediumDeep","Maybelline","34ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","450710","Maybelline Dream Brightening Concealer 01Universal","Maybelline","34ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","450711","Maybelline SuperStay 24hr Primer 20ml","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAY","450712","Maybelline Color Sensational Creamy MatteLipstick 981 Rebel Nude","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450714","Maybelline Color Sensational Creamy MatteLipstick 987 Smoky Rose","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450715","Maybelline SuperStay 24hr Super Impact Dual EndedLipstick 573 Eternal Cherry","Maybelline","38ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","450718","Maybelline SuperStay 24hr Super Impact Dual EndedLipstick 363 All Day Plum","Maybelline","38ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","450719","Maybelline SuperStay 24hr Super Impact Dual EndedLipstick Non-Stop Orange","Maybelline","38ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","450720","Maybelline SuperStay 24hr Super Impact Dual EndedLipstick 553 Steady Red-y","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450721","Maybelline Color Sensational Shaping Lip Liner 10Nude Whisper","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450722","Maybelline Color Sensational Shaping Lip Liner 50Dusty Rose","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450723","Maybelline Color Sensational Shaping Lip Liner 60Palest Pink","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450724","Maybelline Color Sensational Shaping Lip Liner 90Brick Red","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450725","Maybelline Color Sensational Shaping Lip Liner110 Rich Wine","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450726","Maybelline Color Sensational Shaping Lip Liner120 Clear","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450729","Maybelline Baby Lips Color Crayon 5 Candy Red","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450730","Maybelline Baby Lips Color Crayon 10 SugaryOrange","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450731","Maybelline Baby Lips Color Crayon 15 StrawberryPop","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450732","Maybelline Baby Lips Color Crayon 20 Pink Crush","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450733","Maybelline Baby Lips Color Crayon 25 PlayfulPurple","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450734","Maybelline Baby Lips Color Crayon 30 CreamyCaramel","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450735","Maybelline SuperStay 7 Days Super Impact NailPolish 886 24/7 Fuchsia","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450736","Maybelline SuperStay 7 Days Super Impact NailPolish 887 All Day Plum","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450737","Maybelline SuperStay 7 Days Super Impact NailPolish 885 Pink Goes On","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450738","Maybelline SuperStay 7 Days Super Impact NailPolish 884 Non-Stop Orange","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","450739","Maybelline Color Sensational Creamy MatteLipstick 988 Brown Sugar","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","452416","Maybelline Dream Sun Bronzing Powder 01 Blonde","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","452417","Maybelline Dream Sun Bronzing Powder 02 Brunette","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","452889","Maybelline Baby Lips SPF20 Lip Protection BalmMint Fresh","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456497","Maybelline Baby Lips Peach Kiss","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456498","Maybelline Volum' Express Lash SensationalMascara Richest Black","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456502","Maybelline Fit Me Matte Poreless Porcelain 110","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456681","Maybelline The Falsies Push Up Angel WaterproofMascara Black","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","456682","Maybelline Volum' Express Colossal Big ShotMascara Black","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","MAY","456683","Maybelline Volum' Express Colossal Big ShotWaterproof Black Mascara","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","MAY","456684","Maybelline SuperStay Protecting Base Coat NailPolish","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","456685","Maybelline SuperStay 7 Days City Nudes NailPolish 892 Dusted Pearl","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","456686","Maybelline Master Ink Matte Liquid Eyeliner Black","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","MAY","456687","Maybelline Color Sensational Vivid Hot LacquerLiquid Lipstick 64 Unreal","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","456688","Maybelline Color Sensational Vivid Hot LacquerLiquid Lipstick 66 Too Cute","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","456689","Maybelline Color Sensational Vivid Hot LacquerLiquid Lipstick 60 Tease","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","456690","Maybelline Color Sensational Vivid Hot LacquerLiquid Lipstick 76 Obsessed","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","456691","Maybelline Color Sensational Vivid Hot LacquerLiquid Lipstick 82 Slay It","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","456692","Maybelline Color Sensational Vivid Hot LacquerLiquid Lipstick 72 Classic","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456693","Maybelline Eraser Eye Concealer Honey","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456694","Maybelline Master Strobing Liquid IlluminatingHighlighter Light Iridescent","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456695","Maybelline Master Strobing Liquid IlluminatingHighlighter Medium Nude Glow","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456696","Maybelline Fit Me Matte Poreless Face Powder 350Caramel","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456697","Maybelline Fit Me Matte Poreless Face Powder 220Natural Beige","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456698","Maybelline Fit Me Matte Poreless Face Powder 128Natural Ivory","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456699","Maybelline Color Sensational Vivid Hot LacquerLiquid Lipstick 70 So Hot","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","456702","Maybelline Dream Matte Mousse Foundation 051Caramel Beige","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456703","Maybelline Dream Cushion Liquid Foundation 60Caramel 30ml","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456704","Maybelline Dream Cushion Liquid Foundation 01Natural Ivory 30ml","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456705","Maybelline Dream Cushion Liquid Foundation 10Ivory 30ml","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456706","Maybelline Dream Cushion Liquid Foundation 21Nude 30ml","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456707","Maybelline Dream Cushion Liquid Foundation 30Sand 30ml","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456708","Maybelline Dream Cushion Liquid Foundation 40Fawn 30ml","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456710","Maybelline SuperStay Quick Dry Top Coat NailPolish","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","456711","Maybelline SuperStay 7 Days City Nudes NailPolish 889 Dark Roast","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","456712","Maybelline Eraser Eye Concealer Neutralizer","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456713","Maybelline Eraser Eye Concealer Brightener","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456714","Maybelline Fit Me Matte Poreless Face Powder 250Sun Beige","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456715","Maybelline Fit Me Matte Poreless Face Powder 090Translucent","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MAY","456716","Maybelline Master Fix Face Powder 01 Translucent","Maybelline",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","RIM","267700","Rimmel Extra Super Lash Mascara Black","Rimmel","8ml","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","268405","Rimmel Extra Super Lash Mascara Brown Black","Rimmel","8ml","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","268426","Rimmel 100% Waterproof Mascara Black","Rimmel","8ml","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","269130","Rimmel 100 Percent Waterproof Mascara Brown","Rimmel","8ml","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","270357","Rimmel Lipstick Lock","Rimmel","4g","Clear",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270411","Rimmel Exaggerate Lipliner Addiction","Rimmel","2.5ml","Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270414","Rimmel Exaggerate Lipliner East End Snob","Rimmel","2.5ml","Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270419","Rimmel 1000 Kisses Lip Liner Spice","Rimmel","1.2g","Orange",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270421","Rimmel 1000 Kisses LipLiner Capuccino","Rimmel","1.2g","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","270423","Rimmel 1000 Kisses Lipliner Black Tulip Red","Rimmel","1.2g","Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270454","Rimmel Hide The Blemish Concealer Ivory","Rimmel","4.5g","Cream",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270456","Rimmel Hide The Blemish Concealer Natural Beige","Rimmel","4.5g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270457","Rimmel Hide The Blemish Concealer Soft Honey","Rimmel","4.5g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270488","Rimmel Professional Eyebrow Pencil Dark Brown","Rimmel","1.4g","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","270489","Rimmel Professional Eyebrow Pencil Hazel","Rimmel","1.4g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270490","Rimmel Professional Eyebrow Pencil Black/Brown","Rimmel","1.4g","Black","1",NA,NA,NA,NA,NA,NA,1
