"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","Age","DQ Score"
"TOI","SHC","429017","L'Oreal Studio Pro Boost It Volume Mousse 200ml","L'Oreal","200ml",NA,"1",NA,NA,0.93
"TOI","SHC","449219","L'Oreal Elvive Fibrology Air Flat Hair Shampoo400ml","L'Oreal","400ml",NA,"1",NA,NA,1
"TOI","SHC","449220","L'Oreal Elvive Fibrology Air Flat HairConditioner 400ml","L'Oreal","400ml",NA,"1",NA,NA,1
"TOI","SHC","451506","L'Oreal Elvive Phytoclear Anti Dandruff GreasyHair Shampoo 250ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","451507","L'Oreal Elvive Phytoclear Anti Dandruff 2in1Shampoo 250ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","451508","L'Oreal Elvive Phytoclear Anti Dandruff SensitiveHair Shampoo 250ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","451509","L'Oreal Elvive Phytoclear Anti Dandruff NormalHair Shampoo 250ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","451510","L'Oreal Elvive Phytoclear Anti Dandruff NormalHair Shampoo 400ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","451511","L'Oreal Elvive Phytoclear Anti Dandruff GreasyHair Shampoo 400ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","451512","L'Oreal Elvive Phytoclear Anti Dandruff 2in1Shampoo 400ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","451513","L'Oreal Elvive Phytoclear Anti Dandruff SensitiveHair Shampoo 400ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","452894","L'Oreal Studio Pro Heat It Hot and Go 150ml","L'Oreal","150ml",NA,"1",NA,NA,1
"TOI","SHC","452895","L'Oreal Studio Pro Heat It Hot and Sleek 200ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","452896","L'Oreal Studio Pro Hairspray Ultra Strong 75ml","L'Oreal",NA,NA,"1",NA,NA,0.86
"TOI","SHC","452897","L'Oreal Elnett Precious Argan Oil Hairspray 400ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","452968","L'Oreal Elnett Crème de Mousse Volume Strong Hold200ml","L'Oreal",NA,NA,"1",NA,NA,0.86
"TOI","SHC","69028","L'Oreal Elnett Normal Strength Hairspray 400ml","L'Oreal","400ml","Multi","1",NA,NA,1
"TOI","SHC","70604","L'Oreal Elnett Extra Strength Hairspray 400ml","L'Oreal","400ml","Multi",NA,NA,NA,0.93
"TOI","SHC","278421","Neutrogena T-Gel Shampoo 250ml","Neutrogena","250ml",NA,"1",NA,NA,1
"TOI","SHC","324866","Nizoral Anti Dandruff Shampoo 60ml","Nizoral","60ml",NA,"1",NA,NA,1
"TOI","SHC","403088","Palmers Coconut Oil Shampoo 400ml","Palmers","400ml","Multi","1",NA,NA,1
"TOI","SHC","403089","Palmers Coconut Oil Conditioner 250ml","Palmers","250ml","Multi","1",NA,NA,1
"TOI","SHC","403091","Palmers Coconut Oil Moisture Gro 150g","Palmers",NA,"Multi","1",NA,NA,0.93
"TOI","SHC","236475","Pantene Smooth and Sleek Conditioner 360ml","Pantene","400ml",NA,"1",NA,NA,1
"TOI","SHC","236481","Pantene Smooth and Sleek Shampoo for Dry FrizzyHair 400ml","Pantene","400ml",NA,"1",NA,NA,1
"TOI","SHC","236482","Pantene Repair and Protect Conditioner 360ml","Pantene","400ml",NA,"1",NA,NA,1
"TOI","SHC","236483","Pantene Repair and Protect Shampoo for DamagedHair 400ml","Pantene","400ml",NA,"1",NA,NA,1
"TOI","SHC","239804","Pantene Pro-V Perfect Volume LightweightHairspray 300ml","Pantene","300ml","Multi","1",NA,NA,1
"TOI","SHC","239805","Pantene Pro-V Extra Strong Hold Hairspray 300ml","Pantene","300ml","Multi","1",NA,NA,1
"TOI","SHC","242479","Pantene Pro-V Ice Shine lightweight Hairspray300ml","Pantene","300ml","Multi","1",NA,NA,1
"TOI","SHC","252028","Pantene 2 in 1 Shampoo and Conditioner Smooth andSleek for Dry and Frizzy Hair 400ml","Pantene","400ml",NA,"1",NA,NA,1
"TOI","SHC","252029","Pantene Volume and Body Conditioner 360ml","Pantene","400ml",NA,NA,NA,NA,0.9125
"TOI","SHC","252053","Pantene Pro-V Ultra Strong Hold Hairspray 300ml","Pantene","300ml","Multi","1",NA,NA,1
"TOI","SHC","273854","Pantene Colour Protect Shampoo for Coloured Hair400ml","Pantene","400ml",NA,"1",NA,NA,1
"TOI","SHC","281796","Pantene 2 in 1 Shampoo and Conditioner ClassicClean For Normal Hair 400ml","Pantene","400ml",NA,"1",NA,NA,1
"TOI","SHC","281797","Pantene 2 in 1 Shampoo and Conditioner Volume andBody for Fine Hair 400ml","Pantene","400ml",NA,"1",NA,NA,1
"TOI","SHC","302584","Pantene Colour Protect and Smooth Conditioner360ml","Pantene","360ml",NA,"1",NA,NA,1
"TOI","SHC","449230","Pantene Foam Conditioner Repair Protect 180ml","Pantene",NA,NA,NA,NA,NA,0.825
"TOI","SHC","449249","Pantene 2in1 Classic Clean 250ml","Pantene",NA,NA,NA,NA,NA,0.825
"TOI","SHC","451175","Pro:Voke Liquid Blonde Colour ActivatingTreatment Shampoo 150ml","Pro-Voke","150ml",NA,"1",NA,NA,0.95
"TOI","SHC","451176","Liquid Blonde Intense Shine Conditioner 150ml","Pro-Voke","150ml",NA,"1",NA,NA,0.95
"TOI","SHC","451177","Liquid Blonde Colour Care Shampoo 200ml","Pro-Voke","200ml",NA,"1",NA,NA,0.95
"TOI","SHC","451178","Liquid Blonde Colour Care Conditioner 200ml","Pro-Voke","200ml",NA,"1",NA,NA,0.95
"TOI","SHC","290254","Schwarzkopf Got2Be Glued Blasting Freeze Spray300ml","Schwarzkopf","300ml","Multi",NA,NA,NA,0.93
"TOI","SHC","290255","Schwarzkpf Got2Be Volumising Hairspray2 Sexy 300ml","Schwarzkopf","300ml","Multi","1",NA,NA,0.95
"TOI","SHC","290256","Schwarzkkopf Got2Be Heat Protection SprayGuardian Angel 220c 200ml","Schwarzkopf","200ml","Multi","1",NA,NA,0.95
"TOI","SHC","290257","Schwarzkopf Got2Be Spiking GlueGlued 150ml","Schwarzkopf","150ml","Multi","1",NA,NA,1
"TOI","SHC","302228","Schwarzkopf Got2Be Beach Matt Paste 100ml","Schwarzkopf","100ml","Multi",NA,NA,NA,0.88
"TOI","SHC","315894","Schwarzkopf Got2b Powderful Volumizing Styling Powder 10g","Schwarzkopf","10g","Multi","1",NA,NA,1
"TOI","SHC","333174","Schwarzkopf Got2b Istylers Restyler Texture Clay 75ml","Schwarzkopf","75ml","Multi","1",NA,NA,1
"TOI","SHC","334576","Schwarzkopf Got2b Oil-Licious Styling Oil Tame andShine 50ml","Schwarzkopf","50ml","Multi","1",NA,NA,1
"TOI","SHC","334623","Schwarzkopf Got2b Beach Matt Texturising Salt Spray 200ml","Schwarzkopf","200ml","Multi",NA,NA,NA,0.93
"TOI","SHC","446267","Schwarzkopf Got2b 2sexy Spray Mousse 250ml","Schwarzkopf","250ml",NA,"1",NA,NA,0.93
"TOI","SHC","446274","Schwarzkopf Got2b Glued Spiking Wax 75ml","Schwarzkopf","75ml",NA,"1",NA,NA,0.93
"TOI","SHC","452901","Schwarzkopf Got2B Volumaniac Mousse 250ml","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","SHC","452902","Schwarzkopf Got2B Volumaniac Root Lift Spray 150ml","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","SHC","452904","Schwarzkopf Got2B Glam Force Spray Gel 150ml","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","SHC","452909","Schwarzkopf Got2B Insta Shine Hairspray 300ml","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","SHC","48111","Schwarzkopf Gliss Hair Repair Shine Tonic 100ml","Schwarzkopf","100ml",NA,"1",NA,NA,1
"TOI","SHC","351782","Silvikrin Classic Hairspray Flexible Hold 400ml","Silvikrin","400ml","Multi","1",NA,NA,1
"TOI","SHC","224559","Simple Kind to Hair Gentle Care Shampoo 200ml","Simple","200ml",NA,NA,NA,NA,0.9125
"TOI","SHC","186286","Neutrogena T/Gel Therapeutic Shampoo 125ml","T Gel","125ml",NA,"1",NA,NA,0.95
"TOI","SHC","429006","Pro Voke Touch Of Silver Brightening Shampoo150ml","Touch of Silver","150ml",NA,"1",NA,NA,1
"TOI","SHC","429007","Pro Voke Touch Of Silver Intense Conditoner150ml","Touch of Silver","150ml",NA,"1",NA,NA,1
"TOI","SHC","429008","Pro Voke Touch Of Silver Colour Care Shampoo200ml","Touch of Silver","200ml",NA,"1",NA,NA,1
"TOI","SHC","429009","Pro Voke Touch Of Silver Colour Care Conditioner200ml","Touch of Silver","200ml",NA,"1",NA,NA,1
"TOI","SHC","219438","Tresemme Deep Cleansing Shampoo 900ml","Tresemme","900ml",NA,"1",NA,NA,1
"TOI","SHC","219439","Tresemme Remoisturising Conditioner 900ml","Tresemme","900ml",NA,"1",NA,NA,1
"TOI","SHC","219440","Tresemme Colour Revitalising Shampoo 900ml","Tresemme","900ml",NA,"1",NA,NA,1
"TOI","SHC","219441","Tresemme Colour Revitalise Colour Fade ProtectionConditioner 900ml","Tresemme","900ml",NA,"1",NA,NA,1
"TOI","SHC","219444","Tresemme Moisture Rich Shampoo 900ml","Tresemme","900ml",NA,NA,NA,NA,0.9125
"TOI","SHC","219445","Tresemme Conditioner Moisture Rich 900ml","Tresemme","900ml",NA,"1",NA,NA,1
"TOI","SHC","222256","Tresemme Salon Finish Hair Spray Extra Hold 500ml","Tresemme","500ml","Multi","1",NA,NA,1
"TOI","SHC","222261","Tresemme Styling Spray Heat Defence 300ml","Tresemme","300ml","Multi",NA,NA,NA,0.93
"TOI","SHC","242094","Tresemme Firm Hold Hair Spray 100ml","Tresemme","100ml","Multi","1",NA,NA,1
"TOI","SHC","243338","Tresemme Salon Silk Conditioner 900ml","Tresemme","900ml",NA,"1",NA,NA,1
"TOI","SHC","243339","Tresemme Salon Silk Shampoo 900ml","Tresemme","900ml",NA,"1",NA,NA,1
"TOI","SHC","334635","Tresemme Platinium Strengthening Conditioner 500ml","Tresemme","500ml",NA,"1",NA,NA,1
"TOI","SHC","334638","Tresemme Platinium Strengthening Shampoo 500ml","Tresemme","500ml",NA,NA,NA,NA,0.9125
"TOI","SHC","345375","Tresemme Hairspray Freeze Hold Salon Finish 500ml","Tresemme","500ml","Multi","1",NA,NA,1
"TOI","SHC","449771","Tresemme Keratin Smooth Shampoo 500ml","Tresemme","500ml",NA,"1",NA,NA,1
"TOI","SHC","449772","Tresemme Keratin Smooth Conditioner 500ml","Tresemme","500ml",NA,"1",NA,NA,1
"TOI","SHC","453508","TRESemme Expert Selection Botanique Conditioner500ml","Tresemme",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","453509","TRESemme Expert Selection Botanique Shampoo 500ml","Tresemme",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","141025","VO5 Extra Hold Hairspray 275ml","VO5","275ml","Multi","1",NA,NA,1
"TOI","SHC","141026","VO5 Firm Hold Hairspray 275ml","VO5","275ml","Multi","1",NA,NA,1
"TOI","SHC","141028","VO5 Groomed Styling Wax 75ml","VO5","75ml","Multi","1",NA,NA,1
"TOI","SHC","193843","VO5 Mega Hold Styling Gel 200ml","VO5","200ml","Multi",NA,NA,NA,0.93
"TOI","SHC","193844","VO5 Extra Body Styling Mousse 200ml","VO5","200ml","Multi","1",NA,NA,1
"TOI","SHC","193845","VO5 Mega Hold Styling Mousse 200ml","VO5","200ml","Multi","1",NA,NA,1
"TOI","SHC","193846","VO5 Volume Boost Gel Spray 200ml","VO5","200ml","Multi","1",NA,NA,1
"TOI","SHC","200644","VO5 Mega Hold Gel Spray 200ml","VO5","200ml","Multi","1",NA,NA,1
"TOI","SHC","205398","VO5 Extreme Style Texture reWork Putty 150ml","VO5","150ml","Multi","1",NA,NA,1
"TOI","SHC","221351","VO5 Extreme Style Texture Texturising Gum 75ml","VO5","75ml","Multi","1",NA,NA,1
"TOI","SHC","228671","VO5 Extreme Style Matt Matt Clay 75ml","VO5","75ml","Multi",NA,NA,NA,0.93
"TOI","SHC","306827","VO5 Nourish My Shine Conditioner 250ml","VO5","250ml",NA,"1",NA,NA,1
"TOI","SHC","306828","VO5 Nourish My Shine Shampoo 250ml","VO5","250ml",NA,"1",NA,NA,1
"TOI","SHC","306832","VO5 Give Me Moisture Conditioner 250ml","VO5","250ml",NA,"1",NA,NA,1
"TOI","SHC","306833","VO5 Give Me Moisture Shampoo 250ml","VO5","250ml",NA,NA,NA,NA,0.9125
"TOI","SHC","351647","VO5 Plump It Up Weightless Mousse 200ml","VO5","200ml","Multi","1",NA,NA,1
"TOI","SHC","429128","VO5 Smoothly Does It Conditioner 250ml","VO5","250ml",NA,"1",NA,NA,1
"TOI","SHC","453862","VO5 Ultimate Hold Hairspray 400ml","VO5",NA,NA,"1",NA,NA,0.86
"TOI","SHC","454006","VO5 Heat Protect Style Spray 200ml","VO5",NA,NA,"1",NA,NA,0.86
"TOI","SHC","100424","Vosene Original Shampoo 2in1 250ml","Vosene","250ml",NA,"1",NA,NA,1
"TOI","SHC","429231","Vosene Kids Shampoo 3in1 250ml","Vosene","250ml",NA,"1",NA,NA,0.9125
"TOI","SHC","429232","Vosene Kids Conditioning Defence Spray","Vosene","150ml",NA,"1",NA,NA,0.93
"TOI","SHC","157942","Wash and Go Universal 2in1 Shampoo andConditioner 200ml","Wash & Go","200ml",NA,"1",NA,NA,0.95
"TOI","SHC","247177","Wash and Go Sport 2in1 Shampoo and Conditioner200ml","Wash & Go",NA,NA,"1",NA,NA,0.8625
"TOI","SHC","140787","Wella Shockwaves Strong Control Styling Hairspray250ml","Wella","125ml","Multi","1",NA,NA,1
"TOI","SHC","212608","Silvikrin Classic Hairspray Maximum Hold 400ml","Wella","400ml","Multi","1",NA,NA,0.95
"TOI","SHC","212609","Wella Shock Waves Ultra Strong Mess Constructor 150ml","Wella","150ml","Multi","1",NA,NA,1
"TOI","SHC","236472","Silvikrin Classic Hairspray Firm Hold 400ml","Wella","400ml","Multi","1",NA,NA,0.95
"TOI","SHC","236643","Silvikrin Natural Hold Hairspray 75ml","Wella","75ml","Multi","1",NA,NA,0.95
"TOI","SHC","236645","Silvikrin Classic Hairspray Firm Hold 75ml","Wella","75ml","Multi","1",NA,NA,0.95
"TOI","SHC","236800","Wella Shockwaves Ultra Strong Tuff StuffSweat Proof Gel 200ml","Wella","200ml","Multi","1",NA,NA,1
"TOI","SHC","44588","Wella Shockwaves Extra Strong Wet Look Gel 200ml","Wella","200ml","Multi",NA,NA,NA,0.93
"TOI","SHC","44589","Wella Shockwaves Ultra Strong Power Hold Gel 200ml","Wella","200ml","Multi","1",NA,NA,1
"TOI","SHC","69396","Silvikrin Classic Hairspray Natural Hold 400ml","Wella","400ml",NA,"1",NA,NA,0.88
"TOI","SHC","69397","Silvikrin Classic Hairspray Firm Hold 250ml","Wella","250ml",NA,NA,NA,NA,0.81
"TOI","SHC","69398","Silvikrin Classic Hairspray Maximum Hold 250ml","Wella","250ml","Multi",NA,NA,NA,0.88
"TOI","SHC","74126","Wella Shockwaves Curls and Waves Mousse 200ml","Wella","200ml","Multi","1",NA,NA,1
"TOI","SHC","74349","Wella Shockwaves Volume Mousse 200ml","Wella","200ml","Multi","1",NA,NA,1
"TOI","SHC","83621","Wella Shock Waves Ultra Strong Power Hold Hairspray 250ml","Wella","250ml","Multi","1",NA,NA,1
"TOI","SHC","306004","Wilko Shampoo Apple  and Tea Tree 750ml","Wilko","750ml",NA,"1",NA,NA,1
"TOI","SHC","306005","Wilko Conditioner Apple Tea Tree 750ml","Wilko","750ml",NA,"1",NA,NA,1
"TOI","SHC","306006","Wilko Shampoo Vanilla 750ml","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","306007","Wilko Conditioner Vanilla 750ml","Wilko","750ml",NA,"1",NA,NA,1
"TOI","SHC","306008","Wilko Shampoo Jojoba 750","Wilko","750ml",NA,"1",NA,NA,1
"TOI","SHC","306009","Wilko Conditioner Jojoba 750ml","Wilko","750ml",NA,"1",NA,NA,1
"TOI","SHC","306010","Wilko 2in1 Shampoo 300ml","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","306011","Wilko Medicated Shampoo 300ml","Wilko","300ml",NA,"1",NA,NA,1
"TOI","SHC","306012","Wilko Anti Dandruff Shampoo 300ml","Wilko","300ml",NA,NA,NA,NA,0.9125
"TOI","SHC","306013","Wilko Anti Dandruff 2 in 1 300ml","Wilko","300ml",NA,"1",NA,NA,1
"TOI","SHC","306085","Wilko Style Gel Wet Look 250ml","Wilko","250ml","Multi","1",NA,NA,1
"TOI","SHC","306086","Wilko Hair Gel Extra Hold 500ml","Wilko","500ml","Multi","1",NA,NA,1
"TOI","SHC","341061","Wilko Dry Shampoo All Shades 200ml","Wilko","200ml",NA,"1",NA,NA,1
"TOI","SHC","341063","Wilko Dry Shampoo Brunette 200ml","Wilko","200ml",NA,"1",NA,NA,1
"TOI","SHC","342930","Wilko Hair Mousse Extra Firm Control 300ml","Wilko","300ml","Multi","1",NA,NA,1
"TOI","SHC","345032","Wilko Hairspray Firm 300ml","Wilko","300ml","Multi","1",NA,NA,1
"TOI","SHC","345033","Wilko Hairspray Extra Firm 300ml","Wilko","300ml","Multi","1",NA,NA,1
"TOI","SHC","345038","Wilko Hair Mousse Firm 300ml","Wilko","300ml","Multi","1",NA,NA,1
"TOI","SHC","347673","Wilko Kids Shampoo Strawberry 250ml","Wilko","250ml",NA,"1",NA,"Toddler",1
"TOI","SHC","347674","Wilko Kids Detangling Spray Conditioner 150ml","Wilko","125ml",NA,"1",NA,"Toddler",1
"TOI","SHC","347675","Wilko Kids Apple  Shampoo 250ml","Wilko","250ml",NA,"1",NA,"Toddler",1
"TOI","SHC","347728","Wilko Dry Shampoo Volume 200ml","Wilko","200ml",NA,"1",NA,NA,1
"TOI","SHC","347729","Wilko Dry Shampoo Fragranced 200ml","Wilko","200ml",NA,"1",NA,NA,1
"TOI","SPC","343669","Lockets Extra Strong","Lockets",NA,NA,"1",NA,NA,0.9125
