"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Power","Capacity","Coverage","Age","Model Number","DQ Score"
"DEC","WAL","331981","Arthouse Wallpaper Opera Anouska Teal 871105","Opera","10m x 0.53m","Blue","1",NA,"No",NA,NA,"5.33m²",NA,NA,0.65
"DEC","WAL","336853","Arthouse Wallpaper Opera Diva Textured Neutral 871501","Opera","10m x 0.53m","Cream","1",NA,"No",NA,NA,"5.33m²",NA,NA,0.65
"DEC","WAL","1924740","Superfresco Wallpaper Baroque White 33605","Superfresco","10m x 0.52m","White",NA,NA,NA,NA,NA,"5.2m²",NA,NA,0.9
"DEC","WAL","207925","Superfresco Wallpaper Textured Vinyl White 284","Superfresco","10m x 0.52m","White","1",NA,NA,NA,NA,"5.2m²",NA,NA,0.95
"DEC","WAL","221315","Superfresco Wallpaper Textured Vinyl White 70074","Superfresco","10m x 0.52m","White",NA,NA,NA,NA,NA,"5.2m²",NA,NA,0.9
"DEC","WAL","251726","Superfresco Wallpaper Hessian Textured Vinyl White16134","Superfresco","10m x 0.52m","White",NA,NA,NA,NA,NA,"5.2m²",NA,NA,0.9
"DEC","WAL","263635","Superfresco Wallpaper Ribbed Textured Paintable White 17775","Superfresco","10m x 0.52m","White","1",NA,NA,NA,NA,"5.2m²",NA,NA,0.95
"DEC","WAL","277206","Superfresco Wallpaper Colours Java Textured VinylChocolate 18942","Superfresco","10m x 0.52m","Brown","1",NA,"No",NA,NA,"5.2m²",NA,"18942",0.65
"DEC","WAL","290011","Superfresco Wallpaper Cherry Blossom White","Superfresco","10m x 0.52m","White","1",NA,"No",NA,NA,"5.2m²",NA,"19887",0.65
"DEC","WAL","315290","Superfresco Wallpaper Brick Textured Vinyl White93744","Superfresco","10m x 0.52m","White","1",NA,NA,NA,NA,"5.2m²",NA,NA,0.95
"DEC","WAL","315291","Superfresco Wallpaper Pure Textured Vinyl White 10-014","Superfresco","10m x 0.52m","White","1",NA,NA,NA,NA,"5.2m²",NA,NA,0.95
"DEC","WAL","332106","Superfresco Reed Wallcovering Green 20-375","Superfresco","10m x 0.52m","Green","1",NA,"No",NA,NA,"5.2m²",NA,NA,0.65
"DEC","WAL","344141","Superfresco White Wallpaper","Superfresco","10m x 0.52m","White",NA,NA,NA,NA,NA,"5.2m²",NA,NA,0.9
"DEC","WAL","405410","Superfresco Wallpaper Black Floral 23307","Superfresco","10m x 0.52m","Black","1",NA,"No",NA,NA,"5.2m²",NA,NA,0.65
"DEC","WAL","413894","Superfresco Wallpaper Cherry Blossom Plum","Superfresco","10m x 0.52m","Purple","1","Paper","No",NA,NA,"5.2m²",NA,"20-788",0.65
"DEC","WAL","424012","Superfresco Easy Wallpaper Prairie Charcoal Grey","Superfresco","10m x 0.52m","Grey","1","Paper",NA,NA,NA,"5.2m2",NA,NA,1
"DEC","WAL","424151","Superfresco Colours Wallpaper Apollo Duck Egg","Superfresco","10m x 0.52m",NA,"1","Paper",NA,NA,NA,"5.2m²",NA,NA,0.95
"DEC","WAL","424152","Superfresco Colours Wallpaper Aurora Gold/Beige","Superfresco","10m x 0.52m",NA,"1","Paper",NA,NA,NA,"5.2m²",NA,NA,0.95
"DEC","WAL","424158","Superfresco Colours Wallpaper Aurora Red/Gold","Superfresco","10m x 0.52m",NA,"1","Paper",NA,NA,NA,"5.2m²",NA,NA,0.95
"DEC","WAL","424159","Superfresco Colours Wallpaper Ariadne Beige/Gold","Superfresco","10m x 0.52m",NA,"1","Paper",NA,NA,NA,"5.2m²",NA,NA,0.95
"DEC","WAL","424160","Superfresco Colours Wallpaper Ariadne Black/Grey","Superfresco","10m x 0.52m",NA,"1","Paper","No",NA,NA,"5.2m²",NA,"20-715",0.65
"DEC","WAL","424196","Superresco Colours Wallpaper Aurora Green","Superfresco","10m x 0.52m",NA,"1","Paper",NA,NA,NA,"5.2m²",NA,NA,0.9
"DEC","WAL","424259","Superfresco Easy Wallpaper Nature Trail White andGrey Mica","Superfresco","10m x 0.52m","Grey","1","Paper","No",NA,NA,"5.2m²",NA,"33-008",0.65
"DEC","WAL","436877","Superfresco Wallpaper Aria Neutral","Superfresco","10m x 0.52m","Cream","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436882","Superfresco Wallpaper Milan Taupe","Superfresco","10m x 0.52m","Gold","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436884","Superfresco Wallpaper Milan Silver","Superfresco","10m x 0.52m","Silver","1","Paper","No",NA,NA,"5.2m²",NA,"100491",0.65
"DEC","WAL","436888","Superfresco Wallpaper Matrix Taupe","Superfresco","10m x 0.52m","Brown","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436889","Superfresco Wallpaper Industry Noir","Superfresco","10m x 0.52m","Black","1","Paper","No",NA,NA,"5.2m²",NA,"7668",0.65
"DEC","WAL","436897","Superfresco Wallpaper Java Stripe Plum","Superfresco","10m x 0.52m","Purple","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436906","Superfresco Wallpaper Java Stripe Red","Superfresco","10m x 0.52m","Red","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436912","Superfresco Wallpaper Java Stripe Spring Green","Superfresco","10m x 0.52m","Green","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436918","Superfresco Wallpaper Classica Damask Duck Egg","Superfresco","10m x 0.52m","Blue","1","Paper",NA,NA,NA,"5.2m²",NA,NA,0.95
"DEC","WAL","436919","Superfresco Wallpaper Classica Damask Neutral","Superfresco","10m x 0.52m","Cream","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436938","Superfresco Wallpaper Apollo Mink","Superfresco","10m x 0.52m","Grey","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436939","Superfresco Wallpaper Orla Grey/Silver","Superfresco","10m x 0.52m","Multi","1","Paper","No",NA,NA,"5.2m²",NA,"20-750",0.65
"DEC","WAL","436940","Superfresco Wallpaper Vienna Cream/Silver","Superfresco","10m x 0.52m","Multi","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436941","Superfresco Wallpaper Athena White Gold","Superfresco","10m x 0.52m","Multi","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436943","Superfresco Wallpaper Lucy Plum","Superfresco","10m x 0.52m","Multi","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436944","Superfresco Wallpaper Aurora Black/Grey","Superfresco","10m x 0.52m","Multi","1","Paper","No",NA,NA,"5.2m²",NA,"20-708",0.65
"DEC","WAL","436949","Superfresco Wallpaper Lucy Teal","Superfresco","10m x 0.52m","Multi","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436951","Superfresco Wallpaper Silken Stria White Shimmer","Superfresco","10m x 0.52m","Cream","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436952","Superfresco Wallpaper Classica Damask Black/Red","Superfresco","10m x 0.52m","Multi","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436964","Superfresco Wallpaper Rhea Black","Superfresco","10m x 0.52m","Black","1","Paper","No",NA,NA,"5.2m²",NA,"20-721",0.65
"DEC","WAL","439141","Superfresco Easy Wallpaper Aura Taupe","Superfresco","10m x 0.52m","Brown","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","439144","Superfresco Wallpaper Easy Eternal Charcoal/Silver","Superfresco","10m x 0.52m","Black","1","Paper","No",NA,NA,"5.2m²",NA,"33-290",0.65
"DEC","WAL","439145","Superfresco Wallpaper Easy Eternal Chocolate/Bronze","Superfresco","10m x 0.52m","Brown","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","439146","Superfresco Wallpaper Easy Eternal Cream/Gold","Superfresco","10m x 0.52m","Cream","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","439147","Superfresco Easy Wallpaper Eternal Grey","Superfresco","10m x 0.52m","Grey","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","439149","Superfresco Easy Wallpaper Innocence Duck Egg","Superfresco","10m x 0.52m","Blue","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","439150","Superfresco Wallpaper Easy Innocence Mushroom","Superfresco","10m x 0.52m","Brown","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","439152","Superfresco Wallpaper Easy Radiance Blue/Cream","Superfresco","10m x 0.52m","Blue","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","439162","Superfresco Wallpaper Optimum Black/Silver","Superfresco","10m x 0.52m","Black","1","Paper","No",NA,NA,"5.2m²",NA,"100485",0.65
"DEC","WAL","439163","Superfresco Wallpaper Optimum White/Duck Egg","Superfresco","10m x 0.52m","Blue","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","439164","Superfresco Wallpaper Vienna White/Silver","Superfresco","10m x 0.52m","Silver","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","439165","Superfresco Wallpaper Vienna Black/Silver","Superfresco","10m x 0.52m","Black","1","Paper","No",NA,NA,"5.2m²",NA,"101471",0.65
"DEC","WAL","439169","Fresco Wallpaper Victoriana Blue","Superfresco","10m x 0.52m","Blue","1","Paper",NA,NA,NA,"5.2m²",NA,NA,0.95
"DEC","WAL","439479","Superfresco Easy Wallpaper Karma Taupe and Charcoal Grey","Superfresco","10m x 0.52m","Grey","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","449746","Superfresco Wallpaper Sprig Silver","Superfresco","10m x 0.52m","Silver","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","449747","Superfresco Wallpaper Sprig Duck Egg","Superfresco","10m x 0.52m","Blue","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","449756","Superfresco Wallpaper Lotus Flower","Superfresco","10m x 0.52m","White","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","450109","Superfresco Wallpaper Easy New Brick Grey","Superfresco","10m x 0.52m","Grey","1","Paper","Yes","N/A","N/A","5.2m²",NA,"33-071",0.65
"DEC","WAL","450110","Superfresco Wallpaper Easy Aura Grey","Superfresco","10m x 0.52m","Grey","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","454111","Walltastic Sea Adventure Wallpaper Mural","Walltastic","8ft high x 10ft wide","Multi","1","Paper",NA,NA,NA,"7.3m²",NA,NA,0.95
"DEC","WAL","454112","Walltastic My First JCB Wallpaper Mural","Walltastic","8ft high x 10ft wide","Multi","1","Paper",NA,NA,NA,"7.3m²",NA,NA,0.95
"DEC","WAL","454113","Walltastic Avengers Assemble Wallpaper Mural","Walltastic","8ft high x 10ft wide","Multi","1","Paper",NA,NA,NA,"7.3m²",NA,NA,0.95
"DEC","WAL","454114","Walltastic Blaze and the Monster Machines Wallpaper Mural","Walltastic","8ft high x 10ft wide","Multi","1","Paper",NA,NA,NA,"7.3m²",NA,NA,0.95
"DEC","WAL","454115","Walltastic Disney Frozen Wallpaper Mural","Walltastic","8ft high x 6.5ft wide","Multi","1","Paper",NA,NA,NA,"4.8m²",NA,NA,0.95
"DEC","WAL","454116","Walltastic Paw Patrol Wallpaper Mural","Walltastic","8ft high x 6.5ft wide","Multi","1","Paper",NA,NA,NA,"4.8m²",NA,NA,0.95
"DEC","WAL","454118","Walltastic Paradise Beach Wallpaper Mural","Walltastic","8ft high x 10ft wide","Multi","1","Paper",NA,NA,NA,"7.3m²",NA,NA,0.95
"DEC","WAL","454121","Walltastic Avengers Assemble Room Decor Kit","Walltastic","Each sticker sheet measures 34cm x 46cm","Multi","6","Vinyl",NA,NA,NA,NA,NA,NA,0.9
"DEC","WAL","454122","Walltastic Paw Patrol Room Decor Kit","Walltastic","Each sticker sheet measures 34cm x 46cm","Multi","6","Vinyl",NA,NA,NA,NA,NA,NA,0.9
"DEC","WAL","454123","Walltastic My Little Pony Room Decor Kit","Walltastic","Each sticker sheet measures 34cm x 46cm","Multi","6","Vinyl",NA,NA,NA,NA,NA,NA,0.9
"DEC","WAL","454124","Walltastic Shopkins Room Decor Kit","Walltastic","Each sticker sheet measures 34cm x 46cm","Multi","6","Vinyl",NA,NA,NA,NA,NA,NA,0.9
"DEC","WAL","454125","Walltastic Blaze and the Monster Machines Room Decor Kit","Walltastic","Each sticker sheet measures 34cm x 46cm","Multi","6","Vinyl",NA,NA,NA,NA,NA,NA,0.9
"DEC","WAL","ws00003","Walltastic Dinosaur Land 8ft x 10ft","Walltastic","8x10ft","Multi","1","Paper",NA,NA,NA,"7.43m²",NA,NA,0.95
"DEC","WAL","ws00007","Walltastic Jungle Adventure 8ft x 10ft","Walltastic","8x10ft","Multi","1","Paper",NA,NA,NA,"7.43m²",NA,NA,0.95
"DEC","WAL","ws00045","Walltastic Space Adventure 8ft x 10ft","Walltastic","8x10ft","Multi","1","Paper",NA,NA,NA,"7.43m²",NA,NA,0.95
"DEC","WAL","ws00051","Walltastic Dinosaur Land Decor Kit","Walltastic","Assorted","Multi","1","Plastic",NA,NA,NA,"7.43m²",NA,NA,0.95
"DEC","WAL","213029","Wilko Wallpaper Linen Stripe Textured White 13954","Wilko","10m x 0.52m","White",NA,NA,"No",NA,NA,"5.2m²",NA,NA,0.65
"DEC","WAL","221313","Wilko Wallpaper Stria Textured White 14062","Wilko","10m x 0.52m","White",NA,NA,NA,NA,NA,"5.2m²",NA,NA,0.9
"DEC","WAL","235704","Wilko Wallpaper Plaster Textured White 15264","Wilko","10m x 0.52m","White",NA,NA,NA,NA,NA,"5.2m²",NA,NA,0.9
"DEC","WAL","246711","Wilko Wallpaper Text Vinyl 16267","Wilko","10m x 0.52m","White",NA,NA,NA,NA,NA,"5.2m²",NA,NA,0.9
"DEC","WAL","246878","Wilko Decorative Effects Lining Paper WallcoveringWhite","Wilko","10.05mx0.53m","White","1",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","WAL","263632","Wilko Wallpaper Textured White 13164","Wilko","10m x 0.52m","White",NA,NA,NA,NA,NA,"5.2m²",NA,NA,0.9
"DEC","WAL","289998","Wilko Wallpaper Textured Floating Squares 10-056","Wilko","10m x 0.52m","White","1",NA,NA,NA,NA,"5.2m²",NA,NA,0.95
"DEC","WAL","300544","Wilko Lining Paper Wallcovering","Wilko","10m x 0.52m","White","1",NA,NA,NA,NA,"5.2m²",NA,NA,0.95
"DEC","WAL","307289","Wilko Wallpaper Manton Signature Stripe Neutral 50-235","Wilko","10m x 0.52m","Cream","1",NA,"No",NA,NA,"5.2m²",NA,NA,0.65
"DEC","WAL","321116","Wilko Wallpaper Bellini Textured Paintable White 10-119","Wilko","10m x 0.52m","White",NA,NA,NA,NA,NA,"5.2m²",NA,NA,0.9
"DEC","WAL","332113","Wilko Wallpaper Stripe Black/White 50-576","Wilko","10m x 0.52m","Black","1",NA,"No",NA,NA,"5.2m²",NA,NA,0.65
"DEC","WAL","342935","Wilko Carnaby Floral Black Wallpaper","Wilko","10.05mx0.53m","Black","1",NA,"No",NA,NA,NA,NA,NA,0.65
"DEC","WAL","343944","Wilko Wallpaper Star Flower Grey","Wilko","10m x 0.52m","Grey","1",NA,"No",NA,NA,"5.2m²",NA,NA,0.65
"DEC","WAL","343986","Wilko Wallpaper Butterfly Pink","Wilko","10m x 0.52m","Pink","1",NA,"No",NA,NA,"5.2m²",NA,NA,0.65
"DEC","WAL","344130","Wilko Wallpaper Manton Stripe Plum/Teal","Wilko","10.05mx0.53m","Purple","1",NA,"No",NA,NA,NA,NA,NA,0.65
"DEC","WAL","436337","Wilko Wallpaper Apollo Teal","Wilko","10m x 0.53m","Green","1",NA,NA,NA,NA,"5.33m²",NA,NA,0.95
"DEC","WAL","436338","Wilko Wallpaper Apollo Purple","Wilko","10m x 0.53m","Purple","1",NA,NA,NA,NA,"5.33m²",NA,NA,0.95
"DEC","WAL","436339","Wilko Wallpaper Apollo Red/Grey","Wilko","10m x 0.53m","Multi","1",NA,NA,NA,NA,"5.33m²",NA,NA,0.95
"DEC","WAL","436345","Wilko Wallpaper Bewitched Silver","Wilko","10m x 0.53m","Silver","1",NA,"No",NA,NA,"5.33m²",NA,NA,0.65
"DEC","WAL","436920","Wilko Wallpaper Branches Neutral","Wilko","10m x 0.52m","Cream","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436922","Wilko Wallpaper Rosanna Floral Black/White","Wilko","10m x 0.52m","Multi","1","Paper","No",NA,NA,"5.2m²",NA,"101702",0.65
"DEC","WAL","436925","Wilko Wallpaper Rosanna Floral Red","Wilko","10m x 0.52m","Red","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","436926","Wilko Wallpaper Butterfly Grey","Wilko","10m x 0.52m","Grey","1","Paper","No",NA,NA,"5.2m²",NA,"101697",0.65
"DEC","WAL","449726","Wilko Wallpaper Sanctuary Green","Wilko","10.05m x 0.53m","Green","1","Paper",NA,NA,NA,"5.33m²",NA,NA,1
"DEC","WAL","449742","Wilko Wallpaper Cheese Plant Charcoal and Gold","Wilko","10m x 0.52m","Black","1","Paper","No","N/A","N/A","5.2m²",NA,"102791",0.65
"DEC","WAL","449743","Wilko Wallpaper Cheese Plant White and Silver","Wilko","10m x 0.52m","Silver","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","449744","Wilko Wallpaper Cherry Blossom Neutral","Wilko","10m x 0.52m","Cream","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","449745","Wilko Wallpaper Cherry Blossom Red","Wilko","10m x 0.52m","Red","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","449748","Wilko Wallpaper Jackson Stripe Black","Wilko","10m x 0.52m","Black","1","Paper","No","N/A","N/A","5.2m²",NA,"102780",0.65
"DEC","WAL","449749","Wilko Wallpaper Jackson Stripe Neutral","Wilko","10m x 0.52m","Brown","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","449750","Wilko Wallpaper Jackson Stripe Green","Wilko","10m x 0.52m","Green","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","449751","Wilko Wallpaper Jackson Stripe Duck Egg","Wilko","10m x 0.52m","Blue","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","449752","Wilko Wallpaper Jackson Stripe Plum","Wilko","10m x 0.52m","Purple","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","449753","Wilko Wallpaper Damask Silver","Wilko","10m x 0.52m","Silver","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","449754","Wilko Wallpaper Damask Gold","Wilko","10m x 0.52m","Gold","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","449755","Wilko Wallpaper Damask White","Wilko","10m x 0.52m","White","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","450112","Wilko Wallpaper Cherry Blossom Duck Egg","Wilko","10m x 0.52m","Blue","1","Paper",NA,NA,NA,"5.2m²",NA,NA,1
"DEC","WAL","452285","Wilko Wall Stickers Home Is Where The Heart Is","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","WAL","452287","Wilko Wall Stickers All Good Things In Life","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","WAL","452288","Wilko Wall Stickers Cities 28 Piece","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","WAL","452289","Wilko Wall Stickers Starburst 70 Piece","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","WAL","344144","Wilko Wallpaper Best Damask Silver","Wilko Best","10m x 0.52m","Silver","1",NA,"No",NA,NA,"5.2m²",NA,NA,0.6
"DEC","WAL","344145","Wilko Wallpaper Best Floral Black","Wilko Best","10.05mx0.53m","Black","1",NA,"No",NA,NA,NA,NA,NA,0.6
"DEC","WAL","344880","Wilko Wallpaper Best Plain Gold","Wilko Best","10m x 0.52m","Gold","1",NA,"No",NA,NA,"5.2m²",NA,NA,0.6
"DEC","WAL","344881","Wilko Wallpaper Best Plain Silver","Wilko Best","10m x 0.52m","Silver","1",NA,"No",NA,NA,"5.2m²",NA,NA,0.6
"DEC","WAL","413889","Wilko Best Wallpaper Damask Silver and White","Wilko Best","10m x 0.52m","Silver","1","Paper","No",NA,NA,"5.2m²",NA,"33-025",0.65
"DEC","WAL","413891","Wilko Best Wallpaper Stripe Silver And White","Wilko Best","10m x 0.52m","Silver","1","Paper","No",NA,NA,"5.2m²",NA,"33-026",0.65
"DEC","WAL","138819","Wilko Functional Lining Paper Wallcovering","Wilko Functional","10m x 0.52m","White","1",NA,NA,NA,NA,"5.2m²",NA,NA,0.95
"DEC","WAL","246876","Wilko Wallpaper Embossed White 16276","Wilko Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"DEC","WAL","246877","Wilko Wallpaper Embossed White 16277","Wilko Functional","10m x 0.52m","White",NA,NA,NA,NA,NA,"5.2m²",NA,NA,0.85
"DEC","WAL","344140","Wilko Best Lining Paper","Wilko Functional","10m x 0.52m","White",NA,NA,NA,NA,NA,"5.2m²",NA,NA,0.85
"DEC","WAL","345481","Wilko Functional Wallpaper Erin Black","Wilko Functional","10m x 0.53m","Black","1pk",NA,"No",NA,NA,"5.33m²",NA,NA,0.65
"DEC","WAL","345482","Wilko Functional Wallpaper Erin Neutral","Wilko Functional","10m x 0.53m","Cream","1",NA,"No",NA,NA,"5.33m²",NA,NA,0.65
"DEC","WAL","345483","Wilko Functional Wallpaper Erin Red","Wilko Functional","10m x 0.53m","Red","1",NA,"No",NA,NA,"5.33m²",NA,NA,0.65
"DEC","WAL","345484","Wilko Functional Wallpaper Erin Plum","Wilko Functional","10m x 0.53m","Purple","1",NA,"No",NA,NA,"5.33m²",NA,NA,0.65
"DEC","WAL","345485","Wilko Functional Wallpaper Erin Teal","Wilko Functional","10m x 0.53m","Green","1",NA,"No",NA,NA,"5.33m²",NA,NA,0.65
"DEC","WOO","171235","Colron Preparation Furniture Stripper 500ml","Colron","500ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","WOO","171277","Colron Preparation Knotting Solution 125ml","Colron","125ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","WOO","212917","Colron Finishes French Polish 250ml","Colron","250ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","WOO","289138","Colron Refined Beeswax Antique Pine 400g","Colron","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","WOO","289139","Colron Refined Beeswax Medium Oak 400g","Colron","400g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","WOO","289140","Colron Refined Beeswax Dark Oak 400g","Colron","400g","Brown","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"DEC","WOO","289141","Colron Refined Beeswax Natural 400g","Colron","400g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","WOO","289158","Colron Repair Wax Repair Sticks 24g","Colron","24g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","WOO","408556","Cuprinol Woodworm Killer 1L","Cuprinol","1L",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","WOO","171431","Ronseal Quick Drying Woodstain Gloss Deep Mahogany750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","WOO","171432","Ronseal Quick Drying Woodstain Satin Deep Mahogany750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","WOO","212922","Ronseal Quick Drying Woodstain Satin Teak 750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","WOO","212923","Ronseal Quick Drying Woodstain Teak Gloss 750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","WOO","228226","Ronseal Hardglaze Interior Ultra Tough Gloss Clear750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,"10m²",NA,NA,0.883333333333333
"DEC","WOO","228227","Ronseal Satincoat Ultra Tough Varnish Clear 750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,"7.5m²",NA,NA,0.883333333333333
"DEC","WOO","345327","Ronseal Quick Drying Satin Woodstain Ebony 750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","WOO","345328","Ronseal Quick Drying Satin Woodstain Natural Oak 750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,"15sq m",NA,NA,0.883333333333333
"DEC","WOO","345329","Ronseal Quick Drying Gloss Woodstain Antique Pine750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","WOO","345330","Ronseal Quick Drying Satin Woodstain Antique Pine750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","WOO","49838","Ronseal Quick Drying Woodstain Satin Dark Oak 750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,"12-15m²",NA,NA,0.883333333333333
"DEC","WOO","49840","Ronseal Quick Drying Woodstain Satin Walnut 750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,"12-15m²",NA,NA,0.883333333333333
"DEC","WOO","73737","Ronseal Quick Drying Woodstain Gloss Walnut 750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,"12-15m²",NA,NA,0.883333333333333
"DEC","WOO","73739","Ronseal Quick Drying Woodstain Gloss Mahogany 750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,"12-15m²",NA,NA,0.883333333333333
"DEC","WOO","73742","Ronseal Quick Drying Woodstain Gloss Dark Oak 750ml","Ronseal","750ml",NA,NA,NA,NA,NA,NA,"12-15m²",NA,NA,0.883333333333333
"DEC","WOO","141519","Wilko Gloss Yacht Varnish Exterior Clear 750ml","Wilko","750ml",NA,NA,NA,NA,NA,NA,"12m²",NA,NA,0.883333333333333
"DEC","WOO","141543","Wilko Gloss Yacht Varnish Exterior Clear 250ml","Wilko","250ml",NA,NA,NA,NA,NA,NA,"4m²",NA,NA,0.883333333333333
"DEC","WOO","210414","Wilko Satin Outdoor Varnish Clear 250ml","Wilko","250ml",NA,NA,NA,NA,NA,NA,"4m²",NA,NA,0.883333333333333
"DEC","WOO","210415","Wilko Satin Outdoor Varnish Clear 750ml","Wilko","750ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","WOO","210416","Wilko Gloss Outdoor Varnish Clear 250ml","Wilko","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","WOO","210417","Wilko Gloss Outdoor Varnish Clear 750ml","Wilko","750ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","WOO","210485","Wilko Satin 5 Year Woodstain Mahogany 750ml","Wilko","750ml",NA,"1",NA,NA,NA,NA,"9m²",NA,NA,0.941666666666667
"DEC","WOO","210487","Wilko Satin 5 Year Woodstain Rustic Oak 750ml","Wilko","750ml",NA,NA,NA,NA,NA,NA,"9m²",NA,NA,0.883333333333333
"DEC","WOO","210488","Wilko Satin 5 Year Woodstain Antique Pine 750ml","Wilko","750ml",NA,NA,NA,NA,NA,NA,"9m²",NA,NA,0.883333333333333
