"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Model Number","DQ Score"
"HOM","COO","417728","Wilko Ultra Soft Throw Red 120 x 150cm","Wilko","120 x 150cm",NA,"1","100% Polyester","No","Hand Wash Only",NA,NA,NA,NA,0.65
"HOM","COO","417729","Wilko Ultra Soft Throw Cream 120 x 150cm","Wilko","120 x 150cm","Cream",NA,"100% Polyester","No",NA,NA,NA,NA,NA,1
"HOM","COO","417730","Wilko Ultra Soft Throw Silver 120 x 150cm","Wilko","120 x 150cm",NA,"1","100% Polyester","No","Hand Wash Only",NA,NA,NA,NA,0.65
"HOM","COO","418029","Wilko Lace Effect Glass Bowl Silver ReminisceRange","Wilko","Bowl 27cm",NA,NA,"Glass","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","418030","Wilko Lace Effect Glass Bowl Lilac Reminisce Range","Wilko","Bowl 27cm",NA,NA,"Glass","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","418080","Wilko Standing Stag GoldSanctuary Range","Wilko",NA,NA,NA,"Resin","No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","418590","Wilko Small Waisted Vase","Wilko","25cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","418592","Wilko Clear Bullet Vase","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","418593","Wilko Waisted Vase Medium","Wilko","30cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","418594","Wilko Large Posy Vase","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","418610","Wilko Leaf Etched Votive Holder","Wilko",NA,NA,NA,"100% Glass","No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","427041","Wilko Decorative Tealight Holder Red  SaharaCollection","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427042","Wilko Soft Decorative Sand White","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOM","COO","427046","Wilko Tealight Holders Clear Glass 3pk","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOM","COO","427047","Wilko Tealight Holder Block Clear Glass 3pk","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOM","COO","427048","Wilko Tapered Tealight Holder Clear Glass","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOM","COO","427049","Wilko Heart Shaped Tealight Holder Clear Glass","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427056","Wilko Tealight Holder Purple","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427057","Wilko Tealight Holder Green","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427058","Wilko Glass Vase Square Clear","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","427101","Wilko Candle Jar White Linen and Lily55 Hours Burn Time","Wilko","9.7 x 9.7 x 11.5cm",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","427102","Wilko Candle Jar Cream Vanilla Pod55 Hours Burn Time","Wilko","9.7 x 9.7 x 11.5cm",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","427103","Wilko Candle Jar Wild Lavender and Rose55 Hours Burn Time","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427104","Wilko Candle Jar Green Melon and Rhubarb55 Hours Burn Time","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOM","COO","427105","Wilko Candle Jar Passion Fruit and Blueberry55 Hours Burn Time","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427106","Wilko Candle Jar Sweet Strawberry and Red Fruit55 Hours Burn Time","Wilko","9.7 x 9.7 x 11.5cm",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","427107","Wilko Candle Square Glass Jar White Linen and Lily30 Hours Burn Time","Wilko","8 x 8 x 8cm",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","427108","Wilko Candle Square Glass Jar Cream Vanilla Pod30 Hours Burn Time","Wilko","8 x 8 x 8cm",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","427109","Wilko Candle Square Glass Jar Pink Lavender & Rose30 Hours Burn Time","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427110","Wilko Candle Square Glass Jar Green Melon andRhubarb 30 Hours Burn Time","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427111","Wilko Candle Square Glass Jar Blue Passionfruit30 Hours Burn Time","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427112","Wilko Candle Square Glass Jar Red Fruit30 Hours Burn Time","Wilko","8 x 8 x 8cm",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","427116","Wilko Wooden Rose Heart Plum","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427130","Wilko Oasis Metal Cage Bird Pot Pourri","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427131","Wilko Pot Pourri Melon and Rhubarb Small","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427132","Wilko Oasis Decorative Balls","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427133","Wilko Neutral Decorative Balls","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427134","Wilko Pot Pourri Wild Lavender and Rose","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427135","Wilko Pot Pourri Sweet Strawberry and Red FruitsSmall","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427136","Wilko Red Decorative Balls","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427137","Wilko Incense Burner Ceramic Owl White","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427152","Wilko Love Multi Picture Frame","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427155","Wilko Decorative Chalkboard","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427157","Wilko Heart Clock","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427160","Wilko Key Shaped Clock and Calendar","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427162","Wilko Slate Heart Candle Plate","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427164","Wilko Amazing Things Heart Plaque","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427166","Wilko Love You to The Moon Plaque","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427167","Wilko Insense Oil Fragrance Sweet Strawberry andRed Fruits","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","427181","Wilko Pot Pourri Bowl White","Wilko","27.5 x 12.5 x 7.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","427182","Wilko Single Stem Vase Clear","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOM","COO","427183","Wilko Single Stem Vase Red","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOM","COO","427184","Wilko Single Stem Vase Green","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOM","COO","427187","Wilko Concrete Effect Heart Shaped Candle","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","427192","Wilko Live Laugh Love Multi Frame","Wilko","4.5 x 22.1 x 22.8cm","Cream",NA,"Wood","No",NA,NA,NA,NA,NA,1
"HOM","COO","427195","Wilko Wood Multi Picture Frame Wall Art","Wilko","1.6 x 49 x 49cm","Cream","1","Wood","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","427201","Wilko Wooden Hanging Plaque Set of 3","Wilko","2 x 18 x 30cm",NA,NA,"Wood","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","427202","Wilko Swirl Glass Bowl Green Oasis Range","Wilko","27.5 x 27.5 x 6cm","Green",NA,"Glass","No",NA,NA,NA,NA,NA,1
"HOM","COO","427206","Wilko Glass Tealights Set of 2","Wilko","8.2 x 17 x 9.5cm",NA,NA,"Glass","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","427861","Wilko Room Spray Warm Vanilla Pod","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","427863","Wilko Insense Oil Fragrance Warm Vanilla Pod","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","437744","Wilko LED Tealights 6pk","Wilko",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","437745","Wilko LED Pillar Candle with Bells","Wilko",NA,NA,"1","Plastic","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","437746","Wilko LED Pillar Candle with Pine Cones","Wilko",NA,NA,"1","Plastic","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","437747","Wilko Filled Glass Candle Sparkling Winter","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","437890","Wilko Cream Lit Twigs","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","437892","Wilko Twigs Red Glitter","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOM","COO","437894","Wilko Pussy Willow Twigs","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,0.65
"HOM","COO","437917","Wilko Artificial Succulent in Fabric Pot","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","437927","Wilko Christmas Ornament Sparkly StagWhite Reflections","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","438254","Wilko Green Forest 60 x 90cm","Wilko","60cm x 90cm",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","438275","Wilko LED Metal Star Red","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","438278","Wilko Copper Effect Lantern Medium","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","438281","Wilko Stag Head","Wilko","W: 27cm x D: 18cm x H: 40cm",NA,NA,"Polyresin","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","438283","Wilko Wooden Light Up Star","Wilko","W: 36cm x D: 5cm x H: 36cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","438290","Wilko Love Tealight Holders 4pk","Wilko","Each tealight holder size: Dia 5.5 x H 7.0cm",NA,NA,"Stoneware","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","438500","Wilko Poinsettia Cream","Wilko","22 X 22 X 66CM",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","439365","Wilko Pot Pourri Cinnamon Spice","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","439366","Wilko Pot Pourri Silver Sparkling Winter","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","440617","Wilko Metallic Taper Candle Red 6pk","Wilko",NA,NA,"6",NA,"No",NA,NA,NA,NA,NA,0.65
"HOM","COO","446487","Wilko Jug Plum","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","446494","Wilko Riviera Floral Bunting","Wilko","300 x 15 x 8cm",NA,NA,"Polyester","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","446495","Wilko Geo Photo Frame","Wilko","22 x 16.9 x 1.5cm","Metal","1","Aluminium","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","446499","Wilko Fabric Hanging Plaque","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","446501","Wilko Tin Jug Green","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","446502","Wilko Jug Duck Egg","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","446518","Wilko Fish Bowl Glass Vase","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","446525","Wilko Love Word Block","Wilko",NA,"White","1",NA,"No","Wipe Clean Only",NA,NA,NA,NA,0.65
"HOM","COO","446845","Wilko Candle Tin","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,0.65
"HOM","COO","446848","Wilko Glass Candle Jar With Lid","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","446850","Wilko Ceramic Diffuser 100ml","Wilko","100ml",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","446912","Wilko Ceramic Blossom Vase","Wilko","22.5 x 9 x 9cm","White",NA,"Dolomite","No",NA,NA,NA,NA,NA,1
"HOM","COO","446917","Wilko Ceramic Cylinder Vase Cream","Wilko","25 x 10 x 10cm","Cream",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","446918","Wilko Ceramic Cylinder Vase White","Wilko","25 x 10 x 10cm","White","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","446924","Wilko Ceramic Posy Vase White","Wilko","26 x 12.5 x 12.5cm","White","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","446925","Wilko Ceramic Posy Vase Cream","Wilko","26 x 12.5 x 12.5cm","Cream","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","446952","Wilko Square Mirrored Tealight Holder","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","446962","Wilko Ceramic Candle","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","446971","Wilko Glass Candle With Metal Lid Pearlescent","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","446976","Wilko Candle and Diffuser Set","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","447081","Wilko Cork Board","Wilko","42 x 30 x 2cm","Cream",NA,"MDF/Cork","No",NA,NA,NA,NA,NA,1
"HOM","COO","447145","Wilko Rattan Drawers","Wilko","12 x 32 x 12cm","Cream",NA,"Paper/Wire","No",NA,NA,NA,NA,NA,1
"HOM","COO","447148","Wilko Rattan Letter Holder","Wilko","20 x 25 x 8cm","Cream",NA,"Paper/Wire","No",NA,NA,NA,NA,NA,1
"HOM","COO","447151","Wilko Ceramic 3D Flower Vase","Wilko","20 x 11.4 x 11.4cm","Green",NA,"Stoneware","No",NA,NA,NA,NA,NA,1
"HOM","COO","447154","Wilko Set of 3 3D Flower Bud Vase","Wilko","9 x 8 x 8cm","Multi",NA,"Stoneware","No",NA,NA,NA,NA,NA,1
"HOM","COO","447164","Wilko Light Up Word Block","Wilko",NA,NA,"1","MDF","No",NA,NA,NA,NA,"WLK0465-1",0.65
"HOM","COO","447167","Wilko Wooden Memory Box","Wilko",NA,NA,"1","MDF, glass","No",NA,NA,NA,NA,"WLK0456",0.65
"HOM","COO","447175","Wilko Words Ceramic Jug","Wilko","19.5 x 17 x 12cm","Green",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","447176","Wilko Etched Blossom Glass Vase","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","447178","Wilko Hessian Love Bunting","Wilko",NA,NA,NA,"Fabric","No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","447190","Wilko Hexagonal Storage Box Set of 3","Wilko","12 x 24 x 24cm","Red","1",NA,"No","Wipe Clean Only",NA,NA,NA,NA,0.65
"HOM","COO","447210","Wilko Succulent in Ceramic Pot","Wilko","12cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","447211","Wilko Faux Grass In Pot","Wilko","22 x 22 x 27cm","Green",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","447215","Wilko Mini Orchid in Cement Pot","Wilko","26cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","447220","Wilko Pink Rose String Lights","Wilko","4 x 5 x 230cm","Pink",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","447228","Wilko Red Floral Canvas 48 x 48cm","Wilko","48 x 48 x 1.8cm","Multi",NA,"Canvas","No",NA,NA,NA,NA,NA,1
"HOM","COO","447254","Wilko Peonies Canvas 60 x 90cm","Wilko","60 x 90 x 2.5cm","Multi",NA,"Canvas","No",NA,NA,NA,NA,NA,1
"HOM","COO","447262","Wilko Blossom Canvas 60 x 90cm","Wilko","60 x 90 x 2.5cm","Multi",NA,"Canvas","No",NA,NA,NA,NA,NA,1
"HOM","COO","447337","Wilko Gold Mosaic Tealight Holder","Wilko","10 x 10 x 7cm","Gold","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","447338","Wilko Silver Mosaic Tealight Holder","Wilko","10 x 10 x 7cm","Silver","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","447345","Wilko Gold Mosaic Photo Frame6 x 4in","Wilko","9 x 23 x 18cm","Gold","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","447346","Wilko Silver Mosaic Photo Frame6 x 4in","Wilko","9 x 23 x 18cm","Silver","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","447349","Wilko Gold Mosaic Vase","Wilko","12 x 12 x 23cm","Gold","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","447350","Wilko Silver Mosaic Vase","Wilko","12 x 12 x 23cm","Silver","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455336","Wilko Family Framed Picture 30x30cm","Wilko","30x30x2.5cm",NA,"1","MDF, Paper, Perspex, Plastic, metal hanger","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","455342","Wilko Home Key Hook Plaque 25x25cm","Wilko","25x25x0.9cm",NA,NA,"MDF, Paper, metal key hooks, metal hanger","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","455347","Wilko Canvas Golden Trees 90x60cm","Wilko","90x60x2.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","455350","Wilko Grey Dahlia Canvas 48x48cm","Wilko","48x48x1.8cm",NA,NA,"Polyester Canvas, MDF frame, metal hanger","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","455356","Wilko Floral Canvasses Grey 20 x 20cm 3pk","Wilko","20x20x1.8cm each",NA,NA,"Polyester Canvas, MDF frame, metal hanger","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","455377","Wilko Canvas Words 48x48cm","Wilko","48x48x1.8cm",NA,"1","Polyester Canvas, MDF frame, metal hanger","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","455383","Wilko Lake Canvas 48x48cm","Wilko","48x48x1.8cm",NA,NA,"Polyester Canvas, MDF frame, metal hanger","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","455394","Wilko Home Canvas 48x48cm","Wilko","48x48x1.8cm",NA,NA,"Polyester Canvas, MDF frame, metal hanger","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","455404","Wilko Canvas Stag 48x48cm","Wilko","48x48x1.8cm",NA,"1","Polyester Canvas, MDF frame, metal hanger","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","455421","Wilko Glitter Hellebore in Vase Silver","Wilko","16 x 22cm","Silver","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455422","Wilko Glitter Hellebore in Vase Red","Wilko","16 x 22cm","Red","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455444","Wilko Orchid in Two Tone Vase","Wilko","20 x 9 x 18 cms",NA,NA,"POLYESTER WIRE GLASS","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","455447","Wilko Dhalia in Glass Bottle","Wilko","15 x 10 x 38 cms","Red",NA,"POLYESTER WIRE GLASS","No",NA,NA,NA,NA,NA,1
"HOM","COO","455452","Wilko Pink Peonies in Glass Jar","Wilko",NA,NA,NA,"glass / plastic / synthetic textile","No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","455461","Wilko Green Floral in Cream Bottle Vase","Wilko","26 x 16 x 40 cms","Green",NA,"POLYESTER WIRE GLASS","No",NA,NA,NA,NA,NA,1
"HOM","COO","455468","Wilko Peony Mix Bush","Wilko","24 x 24 x 29cm","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455469","Wilko Pom Pom Single Stem Grey","Wilko","15 x 68 x 15.3cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455470","Wilko Gypsophila Bush Dark Pink","Wilko","11 x 11 x 38cm","Pink","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455471","Wilko Japonica Flower Bunch Red","Wilko","20 x 20 x 40cm","Red","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455472","Wilko Gerbera Mix Cream","Wilko","19 x 19 x 25cm","Cream","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455473","Wilko White Rose Bush","Wilko","14 x 14 x 42cm","White","1","Wire, Plastic, Pongee Fabric","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","455474","Wilko Orchid and Lily Bright Mix","Wilko","22 x 22 x 45cm","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455475","Wilko Carnation and Freesia Bright Mix","Wilko","20 x 20 x 47cm","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455476","Wilko Carnation and Rose Mix Light Pink","Wilko","15 x 15 x 38cm","Pink","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455477","Wilko Red Gerbera Bunch","Wilko","19 x 19 x 25cm","Red","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455478","Wilko Dahlia Bush Red","Wilko","20 x 20 x 40cm","Red","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455479","Wilko Rose Single Stem Cream","Wilko","12 x 12 x 59cm","Cream","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455480","Wilko Dahlia Bush Cream","Wilko","20 x 20 x 40cm","Cream","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455481","Wilko Gerbera Single Stem Grey","Wilko","18 x 18 x 64cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455482","Wilko Sunflower Mix Bush","Wilko","23 x 23 x 35cm","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455483","Wilko Gerbera Single Stem Taupe","Wilko","18 x 18 x 64cm","Brown","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455484","Wilko Hydrangea Single Stem Cream","Wilko","15 x 15 x 70cm","Cream","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455485","Wilko Gerbera Single Stem Magenta","Wilko","18 x 18 x 64cm","Pink","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455486","Wilko Blossom Single Stem Cream","Wilko","18 x 18 x 86cm","Cream","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455487","Wilko Blossom Single Stem Red","Wilko","18 x 18 x 86cm","Red","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455488","Wilko Pom Pom Single Stem Taupe","Wilko","15 x 15 x 68cm","Brown","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455489","Wilko Orchid Single Stem Dusky Pink","Wilko","15 x 15 x 67cm","Pink","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455490","Wilko Gerbera Single Stem Dusky Pink","Wilko","18 x 18 x 64cm","Pink","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455491","Wilko Pom Pom Single Stem Dusky Pink","Wilko","15 x 15 x 68cm","Pink","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455492","Wilko Peony Bunch Cream","Wilko","24 x 24 x 29cm","Cream","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455493","Wilko Rose Bunch Cream and Pink","Wilko","20 x 20 x 28cm","Pink","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455494","Wilko Single Stem Poppy Red","Wilko","18 x 13 x 70cm","Red","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455495","Wilko Rose Single Stem Red","Wilko","12 x 12 x 59cm","Red","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455500","Wilko Glass Two Tone Vase Red","Wilko",NA,NA,NA,"100% Glass","No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","455549","Wilko Geo Wooden Frame 19 x 23cm","Wilko","W: 19cm x D: 1.5cm x H: 23cm",NA,"1","MDF wih Paulownia Veneer","No","Wipe Clean Only",NA,NA,NA,NA,0.65
"HOM","COO","455572","Wilko Stag Doorstop","Wilko","14 x 10 x 37cm",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.65
"HOM","COO","455574","Wilko Let It Snow Plaque","Wilko","W: 30cm x D: 1.2cm x H: 44cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","455607","Wilko Mason Jar Candle Cinnamon Spice","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","455608","Wilko Mason Jar Candle Sparkling Winter","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","455609","Wilko LED Glitter Tealights Silver 6pk","Wilko","10.4 x 15 x 5cm","Silver","6",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455613","Wilko Marble Effect Candle","Wilko","8 x 8 x 9cm","Grey","1","Porcelain","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","455614","Wilko LED Glitter Tealights Red 6pk","Wilko","10.4 x 15 x 5cm","Red","6",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455620","Wilko Red Glitter Star Candle","Wilko","10 x 10 x 5.5cm","Red","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455621","Wilko Candle and Diffuser Gift Set Red CinnamonSpice","Wilko","11.5 x 22.5 x 6cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455622","Wilko Candle and Diffuser Gift Set SilverSparkling Winter","Wilko","11.5 x 22.5 x 6cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455628","Wilko Scented Candle Tin Silver Sparkling Winter","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
