"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","Model Number","DQ Score"
"KIT","CHA","449263","Wilko Overdoor Rack Wire","Wilko","32cm x 38cm x 10cm",NA,"1","Steel","No",NA,NA,NA,NA,NA,NA,0.65
"KIT","CUT","427957","Cole and Mason Style Salt and Pepper Set","Cole & Mason",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.81
"KIT","CUT","427958","Cole and Mason Beehive Shaker Set","Cole & Mason",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.81
"KIT","CUT","427959","Cole and Mason Capstan Salt and Pepper Set","Cole & Mason",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.81
"KIT","CUT","447439","Viners Cutlery Set 16pcs and 2 Serving Spoons","Viners","18 piece","Silver","18 piece",NA,NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","CUT","178551","Wilko Salt and Pepper Set","Wilko","Set","Clear","2",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","CUT","227128","Wilko Utensil Caddy Chrome Plated","Wilko",NA,"Silver","1","Chrome Plated",NA,NA,NA,NA,NA,NA,NA,0.9
"KIT","CUT","242492","Wilko Cutlery Tray Chrome Plated","Wilko",NA,"Silver","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","CUT","262784","Wilko Pestle and Mortar Natural Granite","Wilko",NA,"Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","CUT","262787","Wilko Salt and Pepper Mill Acrylic and Stainless Steel","Wilko",NA,"Silver","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","CUT","262788","Wilko Salt and Pepper Mill Acrylic","Wilko",NA,"Clear","1 Pair",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","CUT","328805","Wilko Madison Cutlery Set 16 Piece","Wilko","16 Piece Set","Silver","16pcs",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","CUT","328829","Wilko Lexington Cutlery Set 16 Piece","Wilko","16 Piece Set","Silver","16pcs",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","CUT","328884","Wilko Como Cutlery Set 24 Piece","Wilko","24 Piece Set","Silver","24pcs",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","CUT","427870","Wilko Spice Jar","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"KIT","CUT","427906","Wilko Forged Cutlery Set 16pcs","Wilko","16 piece",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","CUT","427907","Wilko Hammered Cutlery Set 24 Piece","Wilko","24 piece",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","CUT","427908","Wilko Latte Spoon 4pk","Wilko","4 pk",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","CUT","427945","Wilko Spice Rack Set 6 Piece","Wilko",NA,NA,"6 pce",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","CUT","427980","Wilko Square Cutlery Caddy","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","CUT","447291","Wilko Serving Spoons 2 Piece","Wilko","2 piece","Silver","2",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","CUT","447295","Wilko Steak Knives 6 Pack","Wilko","Handle W - 1.5cm, Blade W - 1.8cm, H - 22cm, 70gm","Silver","6",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","CUT","447297","Wilko Hanging Cutlery 32 Piece","Wilko","teaspoon 13.7cm, spoon 19.4cm, fork 19.4cm, knife","Silver","32",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","CUT","302949","Wilko Functional Knives Stainless Steel 6pk","Wilko Functional","6 Piece Set","Silver","6pcs",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","CUT","625640","Wilko Functional Vinegar Shaker","Wilko Functional",NA,"Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","CUT","627740","Wilko Functional Glass Salt Pot","Wilko Functional",NA,"Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","CUT","629840","Wilko Functional Pepper Shaker","Wilko Functional",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","427948","Indulje Knife Block Set Heart Shaped 5 Piece","Indulje",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","DIN","447385","Kitchen Craft Slate and Wood Serving Stand 2 Tier","Kitchen Kraft","Size of platters: 36cm x 14cm 36cm x 24cm","Multi","1",NA,NA,NA,"N/A",NA,NA,NA,NA,0.9
"KIT","DIN","317902","Wilko Wooden Chopping Board Heart Shaped","Wilko","Single","Wood","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","318837","Wilko Mug Ceramic White","Wilko","12oz","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","318838","Wilko Salad Bowl Ceramic White 23cm","Wilko","23cm","White",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","318839","Wilko Dinner Plate Ceramic Square White 260mm","Wilko","26cm","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","318840","Wilko Side Plate Ceramic Square White 180mm","Wilko","180mm","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","318841","Wilko Bowl Square White 5.5in","Wilko","140mm","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","318848","Wilko Capuccino Cup and Saucer Ceramic White","Wilko","Set","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","318850","Wilko Bowl Ceramic White","Wilko","15cm","White",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","318851","Wilko Coupe Dinner Plate White 27cm","Wilko","Large","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","318852","Wilko Creamer Jug Ceramic White","Wilko",NA,"White","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","318853","Wilko Coupe Side Plate White 19cm","Wilko","Small","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","318855","Wilko Sugar Bowl Ceramic White Small","Wilko","Small","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","318856","Wilko Teapot Ceramic White","Wilko",NA,"White","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","318866","Wilko Serving Plate Rectangle Large","Wilko","Large","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","318867","Wilko Serving Plate Ceramic Rectangle Medium","Wilko","Medium","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","318868","Wilko Serving Plate Ceramic Rectangle Small","Wilko","Small","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","318877","Wilko Milk Jug Ceramic White Small","Wilko","Small","White",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","318878","Wilko Teabag Tidy Dish Ceramic White","Wilko",NA,"White","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","319332","Wilko Cake Stand 2 Tier Porcelain White","Wilko","2 Tier","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","319341","Wilko Gravy Boat and Stand White","Wilko","Set","White",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","319342","Wilko Butter Dish White","Wilko",NA,"White","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","319344","Wilko Bowl Ceramic Square White 10cm","Wilko","10cm","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","319346","Wilko Serving Bowl Ceramic White 23cm","Wilko","23cm","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","319374","Wilko Dip Dish Round Ceramic 3 Section White","Wilko",NA,"White","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","319375","Wilko Bowl Heart Shaped Ceramic White Small","Wilko","Small","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","319376","Wilko Bowl Ceramic Heart Shaped Ceramic WhiteMedium","Wilko","Medium","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","319378","Wilko Salt and Pepper Set Ceramic White","Wilko","Set","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","319384","Wilko Pasta Bowl Ceramic White 29cm","Wilko",NA,"White","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","319546","Wilko Dinner Set Porcelain Super White 12 pcs","Wilko","12 Piece","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","319547","Wilko Dinner Set Porcelain Square Super White 12 Piece","Wilko","12 Piece","White","1",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","DIN","319631","Wilko Seat Pad Black","Wilko","L43CM W43CM H5CM","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","319632","Wilko Seat Pad Red","Wilko","L43CM W43CM H5CM","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","319633","Wilko Seat Pad Cream","Wilko","L43CM W43CM H5CM","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","319636","Wilko Seat Pad Purple","Wilko","L43CM W43CM H5CM","Purple","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","328526","Wilko Placemat Rectangular Slate 2pk","Wilko","2 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","328527","Wilko Coaster Slate 4pk","Wilko","4 Pack","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","328597","Wilko Side Plate Colourplay Range Red and White","Wilko","22cm","Red","1",NA,NA,"Dishwasher proof",NA,NA,NA,NA,NA,1
"KIT","DIN","328598","Wilko Bowl Colourplay Range Red and White","Wilko","14cm","Red","1",NA,NA,"Dishwasher proof",NA,NA,NA,NA,NA,1
"KIT","DIN","328599","Wilko Mug Colourplay Range Red and White","Wilko","10.2cm x 8.7cm","Red","1",NA,NA,"Dishwasher proof",NA,NA,NA,NA,NA,1
"KIT","DIN","328600","Wilko Colourplay Cutlery Set Red 16 Piece","Wilko","16 Piece Set","Red","16pcs",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","328606","Wilko Side Plate Colourplay Range Purple and White22cm","Wilko","22cm","Purple","1",NA,NA,"Dishwasher proof",NA,NA,NA,NA,NA,1
"KIT","DIN","328607","Wilko Colourplay Cutlery Set Black 16 pcs","Wilko","16 Piece Set","Black","16pcs",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","328609","Wilko Bowl Colourplay Range Purple and White","Wilko","14cm","Purple","1",NA,NA,"Washable",NA,NA,NA,NA,NA,1
"KIT","DIN","328610","Wilko Mug Colourplay Range Purple and White","Wilko","10.2cm x 8.7cm","Purple","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","328611","Wilko Colourplay Cutlery Set Purple 16 Piece","Wilko","16 Piece Set","Purple","16pcs",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","328619","Wilko Dinner Set Colourplay Range Red 12 pcs","Wilko","12 Piece","Red","1",NA,NA,"Dishwasher proof",NA,NA,NA,NA,NA,1
"KIT","DIN","328620","Wilko Dinner Set Purple Colourplay Range 12 Piece","Wilko","12 Piece","Purple","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","328662","Wilko Dinner Plate Colourplay Range Red and White","Wilko","27cm","Red","1",NA,NA,"Dishwasher proof",NA,NA,NA,NA,NA,1
"KIT","DIN","328663","Wilko Dinner Plate Colourplay Range Purple andWhite","Wilko","27cm","Purple","1",NA,NA,"Dishwasher proof",NA,NA,NA,NA,NA,1
"KIT","DIN","329009","Wilko Heart Dip Bowls and Tray Set","Wilko","Set","White","1",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","DIN","329011","Wilko Placemats Heart Shaped Slate 2 Pack","Wilko","2 Pack","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","329014","Wilko Slate Heart Coasters 4 pack","Wilko","4 Pack","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","329022","Wilko Cake Stand Glass 32cm","Wilko","32cm","Clear","1","Glass",NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","DIN","345692","Wilko Dinner Plate Heart Shaped White","Wilko","27cm","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","346118","Wilko Side Plate Heart Saped White","Wilko","18cm","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","407929","Wilko Utility Dinner Plate Grey 28.2cm","Wilko","3cm x28.2cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","407930","Wilko Utility Grey Side Plate 19cm","Wilko","2.7cm x 19cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","407931","Wilko Utility Bowl Grey 16cm","Wilko","7.5cm x16cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","407932","Wilko Utility Mug Grey","Wilko","11cm x 9cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","407934","Wilko Utility Tea Cup Large Grey","Wilko","7.5cm x 16.5cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","407949","Wilko Utility Dinner Set Grey 12 Piece","Wilko","12 piece","Grey","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","407968","Wilko Dinner Plate With Love Kitchen Range","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","407969","Wilko Side Plate With Love Kitchen Range","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","407970","Wilko Bowl With Love Kitchen Range","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","407971","Wilko Cup and Saucer With Love Kitchen Range","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","407972","Wilko Mug With Love Kitchen Range","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","407973","Wilko Tray With Love Kitchen Range Large","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","407974","Wilko Glass Worktop Saver With Love Kitchen Range","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","408216","Wilko Utility Seat Pad Grey","Wilko","43cm x 43cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","408250","Wilko Dinner Set With Love Kitchen Range 12 Piece","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","408311","Wilko Chip Basket Server","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","408315","Wilko Slate Heart Shaped Sign","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","414241","Wilko Dish Drainer Love Heart Design","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","427251","Wilko Dinner Plate Ceramic Oval Cream","Wilko","2.6cm x 27cm","Cream","1",NA,NA,"Dishwasher proof",NA,NA,NA,NA,NA,1
"KIT","DIN","427252","Wilko Side Plate Ceramic Oval Cream","Wilko","2.6cm x 20.5cm","Cream","1",NA,NA,"Dishwasher proof",NA,NA,NA,NA,NA,1
"KIT","DIN","427253","Wilko Bowl Ceramic Oval Cream","Wilko","9.7cm x 11cm","Cream","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","427254","Wilko Mug Ceramic Oval Cream","Wilko","10cm x 9.5cm","Cream","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","427266","Wilko Dinner Plate Ceramic Square Taupe","Wilko","2.5cm x 26cm","Brown","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","427267","Wilko Side Plate Ceramic Square Taupe","Wilko","2.2cm x 21cm","Brown","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","427268","Wilko Bowl Ceramic Square Taupe","Wilko","6.7cm x 15cm","Brown","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","427269","Wilko Mug Ceramic Square Taupe","Wilko","9.9cm x 9cm","Brown","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","427720","Wilko Dinner Plate Colourplay Range Black 27cm","Wilko","4cm x 27cm","Black","1",NA,NA,"Dishwasher proof",NA,NA,NA,NA,NA,1
"KIT","DIN","427721","Wilko Side Plate Colourplay Range Black 22cm","Wilko","3cm x 22cm","Black","1",NA,NA,"Dishwasher proof",NA,NA,NA,NA,NA,1
"KIT","DIN","427722","Wilko Bowl Colourplay Range Black 13.5cm","Wilko","7.5cm x 13.7cm","Black","1",NA,NA,"Dishwasher proof",NA,NA,NA,NA,NA,1
"KIT","DIN","427723","Wilko Colourplay Mug Black","Wilko","10.2cm x 8.7cm","Black","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","427724","Wilko Dinner Set Colourplay Range Black","Wilko",NA,"Black","1",NA,NA,"Dishwasher proof",NA,NA,NA,NA,NA,0.941666666666667
"KIT","DIN","427755","Wilko Padded Seat Pad Hearts Design","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","DIN","427872","Wilko Kettle Dome Type Open Handled Black","Wilko","25cm x 21cm x 20cm","Black",NA,NA,NA,NA,"220-240V 50Hz 3000W",NA,NA,NA,"KE01402 - Black",1
"KIT","DIN","427925","Wilko Cannister Steel Small","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"KIT","DIN","427928","Wilko Cannister Red Small","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","427934","Wilko Cannister Purple Small","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"KIT","DIN","427979","Wilko Serving Basket Rectangular Large","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","427981","Wilko Long Handled Bamboo Serving Board","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","427982","Wilko Serving Board Rectangular Bamboo","Wilko","38x26cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","427984","Wilko Wicker Storage Basket with Wooden Heart Detail","Wilko","H 12.5 x W 25.5 x D 20.5",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","435819","Wilko Tablemats and Coasters Sanctuary RangeSet of 8","Wilko",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","435820","Wilko Charger Copper Effect","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","DIN","435821","Wilko Cafetiere Copper Effect 800ml","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","435822","Wilko Fruit Bowl Copper Effect","Wilko","22 x 22 x 7cm","Metal","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","435823","Wilko Coasters and Placemats Copper Colouredand Black Set of 8","Wilko",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","435824","Wilko Salt and Pepper Mill Set Copper Effect","Wilko","12.5cm x 6cm x 16.5cm",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","440138","Wilko Table Cloth White 180x130cm","Wilko","180x130cm","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","440303","Wilko Chinese Dinner Party Set 21pcs","Wilko","21 piece","White","21",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","440623","Wilko Cutlery Set Copper Effect 16pcs","Wilko","16 piece","Metal","16",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","441911","Serving Set Black Script 5 Piece","Wilko",NA,"Black","5",NA,NA,NA,NA,NA,NA,NA,NA,0.8
"KIT","DIN","441918","Dip Bowls Square on Wooden Tray 4pcs","Wilko",NA,"White","4",NA,NA,NA,NA,NA,NA,NA,NA,0.8
"KIT","DIN","445499","Wilko Coasters Flutter Design 4pk","Wilko","10x10cm",NA,"4 Pack","Cork Backed","No",NA,NA,NA,NA,NA,NA,0.65
"KIT","DIN","445500","Wilko Tray Flutter Design Large","Wilko","48x31cm",NA,"1","Melamine","No",NA,NA,NA,NA,NA,"TTF1856-WIL",0.65
"KIT","DIN","445501","Wilko Worktop Saver Flutter Design","Wilko","30x40cm",NA,"1","Glass","No",NA,NA,NA,NA,NA,"GWS1856-WIL",0.65
"KIT","DIN","445513","Wilko Large Tray Oriental Blossom","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","445514","Wilko Worktop Saver Oriental Blossom","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","445517","Wilko Large Tray Mediterranean Style","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","445518","Wilko Worktop Saver Mediterranean Style","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447294","Wilko Bowl Black with Copper Effect Lining25cm Diameter","Wilko","25cm","Multi","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","447363","Wilko Clip Top Water Bottle With Chalk Heart","Wilko","10cm x 10cm x 27.2cm","Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","DIN","447364","Wilko Clip Top Jar with Chalk Heart","Wilko","13cm x 10cm x 21.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","447366","Wilko Dinner Set Flutter 12pcs","Wilko",NA,NA,"12 Piece",NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","DIN","447372","Wilko Flutter Dinner Plate","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","DIN","447373","Wilko Flutter Side Plate","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","DIN","447374","Wilko Flutter Bowl","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","DIN","447375","Wilko Flutter Mug","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","DIN","447376","Wilko Flutter Cup and Saucer","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","DIN","447403","Wilko Dinner Set Mediterranean Style 12 Piece","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447404","Wilko Dinner Plate Large Mediterranean Style 27cm","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447405","Wilko Side Plate Mediterranean Style 19cm","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447406","Wilko Bowl Mediterranean Style 22cm","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447407","Wilko Mug Mediterranean Style 11oz","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447409","Wilko Stemmed Wine Glass Blue","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447410","Wilko Dinner Set Oriental Blossom 12 Piece","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447411","Wilko Dinner Plate Oriental Blossom 27cm","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447412","Wilko Side Plate Oriental Blossom 19cm","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447413","Wilko Bowl Oriental Blossom 14cm","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447414","Wilko Mug Oriental Blossom 14oz","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447415","Wilko Cup and Saucer Oriental Blossom","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447416","Red Stemmed Wine Glass","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","DIN","447417","Wilko Placemat Grey Fabric 2pk","Wilko","30 x 40cm","Grey","2",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447418","Wilko Stemmed Wine Glass Purple","Wilko","8.5cm x 8.5cm x 22.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","447457","Wilko Copper Effect Teapot with Infuser","Wilko","Thickness 1.6mm, L - 24cm, H - 3.2cm, CUP W - 5cm,","Metal","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","447462","Wilko Table Runner Neutral 30cm x 200cm","Wilko","300cm x 30cm","Cream","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","451706","Wilko Small Cream Cannister","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.8
"KIT","DIN","452448","Wilko Colour Play Dinner Plate Cream","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","452449","Wilko Colour Play Side Plate Cream","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","452450","Wilko Colour Play Bowl Cream","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","452451","Wilko Colour Play Mug Cream","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","452452","Wilko Colour Play Dinner Set Cream 12pce","Wilko",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","DIN","453009","Wilko Mini Fry Pan Copper Effect","Wilko",NA,"Metal","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","453010","Wilko Mini Sauce Pan Copper Effect 9cm","Wilko","9cm","Metal","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","453011","Wilko Balti Dish Copper Effect 15cm","Wilko","15cm","Metal","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","453012","Wilko Balti Dish Copper Effect 19cm","Wilko","19cm","Metal","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","DIN","453013","Wilko Cutlery Set Cream 16pcs","Wilko",NA,"Brown","16",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","453050","Wilko Red Bread Bin","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
