"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","Power","Capacity","DQ Score"
"CLE","LAU","454168","Persil Non Bio Capsules 38 Washes","Persil",NA,NA,"38 Caps",NA,NA,NA,0.8625
"CLE","LAU","152911","Shout Stain Remover Spray 500ml","Shout","500ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","286484","Surf Liquid Detergent Tropical Lily and YlangYlang 23 Washes","Surf","805ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","321025","Surf Liquid Detergent Herbal Extracts 805ml","Surf","805ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","351762","Surf Tropical Lily Washing Powder 23 Washes","Surf",NA,NA,"23s",NA,NA,NA,0.9125
"CLE","LAU","351769","Surf Lavender & Jasmine Washing Powder23 Washes","Surf",NA,NA,"23s",NA,NA,NA,0.9125
"CLE","LAU","414171","Surf Bio Capsules Herbal Extract 18 Washes","Surf",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","414173","Surf Bio Tropical Lilly 18 Washes","Surf",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","434071","Surf Bio Capsules Tropical Lily and Ylang Ylang33 Washes","Surf","33 tabs",NA,"1",NA,NA,NA,1
"CLE","LAU","434096","Surf Bio Herbal Extract 33 Washes","Surf","33 tabs",NA,"1",NA,NA,NA,1
"CLE","LAU","453718","Surf Liquid Tropical Oasis 37 Washes","Surf",NA,NA,"37",NA,NA,NA,0.9125
"CLE","LAU","206458","Vanish Oxi Action Stain Remover 500g","Vanish","500g",NA,"1",NA,NA,NA,1
"CLE","LAU","243084","Vanish Oxi Action Crystal White Fabric StainRemover 500g","Vanish","500g",NA,"1",NA,NA,NA,1
"CLE","LAU","347226","Vanish Pre Treat Stain Remover Gel 200ml","Vanish","200ml",NA,"1",NA,NA,NA,1
"CLE","LAU","347228","Vanish Gold Oxi Stain Remover 940g","Vanish","940g",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","347229","Vanish Gold Oxi Stain Remover  470g","Vanish","470g",NA,"1",NA,NA,NA,1
"CLE","LAU","411870","Vanish White Gold Stain Remover 470g","Vanish","470g",NA,"1",NA,NA,NA,1
"CLE","LAU","411871","Vanish White Gold Stain Remover 940g","Vanish","940g",NA,"1",NA,NA,NA,1
"CLE","LAU","412313","Vanish Oxi Action Spray 500ml","Vanish",NA,NA,NA,NA,NA,NA,0.825
"CLE","LAU","454173","Vanish White Platinum Powder 470g","Vanish","470g",NA,"1",NA,NA,NA,1
"CLE","LAU","454174","Vanish Pink Platinum Powder 470g","Vanish","470g",NA,"1",NA,NA,NA,1
"CLE","LAU","454176","Vanish Pink Platinum Gel 940ml","Vanish","940ml",NA,"1",NA,NA,NA,1
"CLE","LAU","454177","Vanish White Platinum Gel 940ml","Vanish","940ml",NA,"1",NA,NA,NA,1
"CLE","LAU","454178","Vanish Gold Oxi Action Stain Remover Gel 940ml","Vanish","940ml",NA,"1",NA,NA,NA,1
"CLE","LAU","454179","Vanish White Gold Gel 940ml","Vanish","940ml",NA,"1",NA,NA,NA,0.9125
"CLE","LAU","168723","Wilko Laundry Water Softening Powder40 Washes","Wilko","1kg",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","203195","Wilko Laundry Water Softening 15pk","Wilko","225g",NA,"15",NA,NA,NA,1
"CLE","LAU","332009","Wilko Original Citric Acid 250g","Wilko",NA,NA,NA,NA,NA,NA,1
"CLE","LAU","333369","Wilko Oxi Plus Stain Remover 1kg","Wilko","1kg",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","349695","Wilko Fabric Conditioner Thai Orchid and SpicedJasmine 750ml","Wilko","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","412410","Wilko Original Liquid Soapflakes 750ml","Wilko",NA,NA,NA,NA,NA,NA,1
"CLE","LAU","432770","Wilko Bio Liquid Tabs 18 Washes","Wilko","18 tabs",NA,"18",NA,NA,NA,1
"CLE","LAU","432771","Wilko Non Bio Liquid Tabs 18 Washes","Wilko","18 tabs",NA,"18",NA,NA,NA,1
"CLE","LAU","432773","Wilko Bio Liquid Detergent Eucalyptus Leaf andWhite Rose 1L","Wilko","1L",NA,"1",NA,NA,NA,1
"CLE","LAU","432774","Wilko Non Bio Liquid Detergent White Lily andFresh Apple 1L","Wilko","1L",NA,"1",NA,NA,NA,1
"CLE","LAU","432775","Wilko Fragrance Boost Exotic Ylang andFressia 480g","Wilko","400g",NA,"1",NA,NA,NA,1
"CLE","LAU","433035","Wilko Colour Collector 10pk","Wilko","Colour Collectors, 3.5(l)x12(w)x16(h)",NA,"10",NA,NA,NA,1
"CLE","LAU","433454","Wilko Fabric Conditioner Exotic Ylang andFressia 22 Washes 750ml","Wilko","750ml",NA,"1",NA,NA,NA,1
"CLE","LAU","433455","Wilko Fabric Conditioner Blue Fressia andMagnolia Champaca 750ml","Wilko","750ml",NA,"1",NA,NA,NA,1
"CLE","LAU","433563","Wilko Ironing Water Exotic Ylang andFressia 1L","Wilko","1L",NA,"1",NA,NA,NA,1
"CLE","LAU","433665","Wilko Tumble Dryer Sheets Vanilla andLavender 50pk","Wilko",NA,NA,"50",NA,NA,NA,0.9125
"CLE","LAU","438813","Wilko Fabric Freshener Exotic Ylang andFreesia 750ml","Wilko","750ml",NA,"1",NA,NA,NA,1
"CLE","LAU","454106","Wilko Fragrance Boost Rose & Cherry 480g","Wilko","480g",NA,"1",NA,NA,NA,1
"CLE","LAU","454107","Wilko Ironing Water Rose & Cherry 1L","Wilko","1L",NA,"1",NA,NA,NA,1
"CLE","LAU","454108","Wilko Antibacterial Laundry Cleanser White CottonFleur 1L","Wilko","1L",NA,"1",NA,NA,NA,1
"CLE","LAU","454109","Wilko Bio Gel Detergent Eucalyptus Leaf and WhiteRose 770ml","Wilko","770ml",NA,"1",NA,NA,NA,1
"CLE","LAU","454110","Wilko Non Bio Gel Detergent White Lily and FreshApple 770ml","Wilko","770ml",NA,"1",NA,NA,NA,1
"CLE","LAU","454144","Wilko Concentrated Fabric Conditioner MidnightIris and Amethyst 945ml","Wilko","954ml",NA,"1",NA,NA,NA,1
"CLE","LAU","454145","Wilko Premium Fabric Conditioner Rose & Cherry954ml","Wilko","954ml",NA,"1",NA,NA,NA,1
"CLE","LAU","454146","Wilko Skin Kind Fabric Conditioner Silk Pashmina750ml","Wilko","750ml",NA,"1",NA,NA,NA,1
"CLE","LAU","454271","Wilko Fabric Conditioner Blue Skies 1.5L","Wilko","1.5L",NA,"1",NA,NA,NA,1
"CLE","LAU","454272","Wilko Fabric Conditioner Sunny Day 1.5L","Wilko","1.5L",NA,"1",NA,NA,NA,1
"CLE","LAU","275080","Woolite Detergent Hand and Machine Wash 750ml","Woolite","750ml",NA,"1",NA,NA,NA,1
"CLE","LAU","275324","Woolite Detergent Extra Dark Protection12 Washes 750ml","Woolite","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","340934","Astonish Pro Cleaning Paste 500g","Astonish","500g",NA,"1",NA,NA,NA,1
"CLE","SUR","333179","Cherry Blossom Odour Control Insole Pair One Size","Cherry Blossom","One Size",NA,"1",NA,NA,NA,0.93
"CLE","SUR","333180","Cherry Blossom Comfort Insole Pair One Size","Cherry Blossom","One Size","White","1",NA,NA,NA,1
"CLE","SUR","333181","Cherry Blossom Heel Grips Pair","Cherry Blossom",NA,"Green","1",NA,NA,NA,0.93
"CLE","SUR","200236","Cif Citrus Burst Bathroom Mousse 500ml","Cif","500ml",NA,"1",NA,NA,NA,1
"CLE","SUR","246134","Cif Oven Cleaner 500ml","Cif","500ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","251953","Cif Floor Cleaner Orchid 1L","Cif","1L",NA,"1",NA,NA,NA,1
"CLE","SUR","251954","Cif Floor Cleaner Ocean 1L","Cif","1L",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","406546","CIF Power and Shine Kitchen 700ml","Cif",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","406553","CIF Power and Shine Bathroom 700ml","Cif",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","453870","Cif Actifizz Spray Ocean 450ml","Cif","450ml",NA,"1",NA,NA,NA,1
"CLE","SUR","59553","Cif Cream Cleaner White 500ml","Cif","500ml",NA,"1",NA,NA,NA,1
"CLE","SUR","59554","Cif Cream Lemon with Micro-Particles 500ml","Cif","500ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","321019","Cillit Bang Active Bathroom Foam 600ml","Cillit Bang","600ml",NA,"1",NA,NA,NA,1
"CLE","SUR","412311","Cillit Bang Power Cleaner Degreaser 750ml","Cillit Bang","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","412312","Cillit Bang Black Mould Remover 750ml","Cillit Bang","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","275293","Croc Odor Fridge Diffuser Fragrance Free XL 140g","Croc Odor","140g",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","275243","Dettol Floor Cleaning Wipes Green AppleExtra Large 15pk","Dettol","Extra Large",NA,"15pk",NA,NA,NA,1
"CLE","SUR","281585","Dettol Antibacterial Cleansing Surface WipesLarge 36pk","Dettol","Large",NA,"36pk",NA,NA,NA,1
"CLE","SUR","339710","Dettol Laundry Cleanser Fresh Cotton 1.5L","Dettol","1.5L",NA,"1",NA,NA,NA,1
"CLE","SUR","412316","Dettol Surface Cleanser 750ml","Dettol","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","412319","Dettol Power and Fresh Cleaner Apple 500ml","Dettol","500ml",NA,"1",NA,NA,NA,1
"CLE","SUR","412325","Dettol Power and Fresh Wipes Citrus 80pk","Dettol","80 wipes",NA,"1",NA,NA,NA,1
"CLE","SUR","412743","Dettol Antibacterial Cleansing Surface Wipes Limeand Mint 84pk","Dettol","84",NA,"84",NA,NA,NA,1
"CLE","SUR","429804","Dettol Power and Fresh Sparkling Lemon and LimeBurst 1L","Dettol","1L",NA,"1",NA,NA,NA,1
"CLE","SUR","429805","Dettol Power and Fresh Pomegranate and LimeSplash 1L","Dettol","1L",NA,"1",NA,NA,NA,1
"CLE","SUR","429807","Dettol Disinfectant Crisp Linen 400ml","Dettol","400ml",NA,"1",NA,NA,NA,1
"CLE","SUR","429808","Dettol Disinfectant Spray Orchard Blossom400ml","Dettol","400ml",NA,"1",NA,NA,NA,1
"CLE","SUR","429814","Dettol Power and Fresh Pomegrante andLime Splash Wipes 80pk","Dettol","80 wipes",NA,"80",NA,NA,NA,1
"CLE","SUR","451243","Dettol Power and Pure Bathroom TriggerSpray 1L","Dettol","13.1 X 7.6 X 28.5",NA,"1",NA,NA,NA,0.95
"CLE","SUR","451244","Dettol Power And Pure Kitchen 1L","Dettol","13.1 X 7.6 X 28.5",NA,"1",NA,NA,NA,0.95
"CLE","SUR","451247","Dettol Disinfectant Spray Jasmine 400ml","Dettol","400ml",NA,"1",NA,NA,NA,0.95
"CLE","SUR","49990","Dettol Liquid Antiseptic Disinfectant 500ml","Dettol","500ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","233269","Domestos Sink and Pipe Unblocker 500ml","Domestos","500ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","441979","Dr Beckmann Carpet Cleaner And Brush 650ml","Dr Beckmann",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","213848","Flash Power Mop Cleaning Kit","Flash",NA,NA,"1",NA,NA,NA,0.825
"CLE","SUR","271961","Flash Wooden Floors Mandarin and Cedar Wood Liquid1L","Flash","1L",NA,"1",NA,NA,NA,1
"CLE","SUR","278058","Flash Power Mop Multipurpose Cleaning Solution Refill Sea Minerals 1.25L","Flash","1.25L",NA,"1",NA,NA,NA,1
"CLE","SUR","278059","Flash Power Mop Multi-Layered Cleaning PadRefills 12pk","Flash","2 Pack",NA,"1",NA,NA,NA,0.883333333333333
"CLE","SUR","282140","Flash Antibacterial Cleaning Wipes 60pk","Flash","60 wipes",NA,"60pk",NA,NA,NA,1
"CLE","SUR","298343","Flash All Purpose Cleaner Liquid Blossom AndBreeze 1.3L","Flash","1.3L",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","306365","Flash Cleaner All Purpose with Febreze Cotton Fresh 1.3L","Flash","1.3L",NA,"1",NA,NA,NA,1
"CLE","SUR","316381","Flash Bathroom All Purpose Cleaner 1L","Flash","1L",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","334359","Flash Gel All Purpose Cleaner Crisp Lemon 400ml","Flash","400ml",NA,"1",NA,NA,NA,1
"CLE","SUR","334360","Flash Gel All Purpose Cleaner Blossom 400ml","Flash","400ml",NA,"1",NA,NA,NA,1
"CLE","SUR","346495","Flash Extra Power Magic Eraser 2pk","Flash",NA,NA,"2pk",NA,NA,NA,0.86
"CLE","SUR","346497","Flash Magic Eraser Original 1pk","Flash",NA,NA,"1",NA,NA,NA,0.86
"CLE","SUR","347529","Flash Wipes Antibacterial 10pk","Flash","10 wipes",NA,"10",NA,NA,NA,1
"CLE","SUR","414749","Flash with Fabreze Bathroom Spray 450ml","Flash","450ml",NA,"1",NA,NA,NA,1
"CLE","SUR","414751","Flash With Bleach 3in1 Spray 450ml","Flash","450ml",NA,"1",NA,NA,NA,1
"CLE","SUR","414752","Flash with Fairy Kitchen Spray 450ml","Flash",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","414859","Flash All Purpose Cleaner Lemon Spray 469ml","Flash","469ml",NA,"1",NA,NA,NA,1
"CLE","SUR","438078","Flash Gel Crisp Lemon Multi Surface Cleaner 885ml","Flash","885ml",NA,"1",NA,NA,NA,1
"CLE","SUR","450116","Flash Gel Blossom And Breeze 885ml","Flash",NA,NA,NA,NA,NA,NA,0.825
"CLE","SUR","450117","Flash Liquid With Bleach 1L","Flash",NA,NA,NA,NA,NA,NA,0.825
"CLE","SUR","450118","Flash Liquid Lavender 2.05L","Flash",NA,NA,NA,NA,NA,NA,0.825
"CLE","SUR","450120","Flash All Purpose Cleaner Spray Lemon 2.05L","Flash",NA,NA,NA,NA,NA,NA,0.825
"CLE","SUR","450121","Flash Antibacterial Spray 469ml","Flash",NA,NA,NA,NA,NA,NA,0.825
"CLE","SUR","450122","Flash All Purpose Cleaner Spray Cotton Fresh469ml","Flash",NA,NA,NA,NA,NA,NA,0.825
"CLE","SUR","451206","Flash Wipes Antibacterial 120pk","Flash",NA,NA,NA,NA,NA,NA,0.825
"CLE","SUR","278425","Glade Shake n Vac Fresh Lemon 500g","Glade","500g",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","278442","Glade Shake n Vac Lily 500g","Glade","500g",NA,"1",NA,NA,NA,1
"CLE","SUR","418129","Hob Brite Cream 250ml","Hob Brite","250ml",NA,"1",NA,NA,NA,1
"CLE","SUR","7368040","Jeyes Fluid Muti Purpose Disinfectantfor Outdoor Cleaning 300ml","Jeyes","300ml",NA,"1",NA,NA,NA,1
"CLE","SUR","136418","Mr Muscle Sink and Plug 500ml","Mr Muscle","500ml",NA,"1",NA,NA,NA,1
"CLE","SUR","208073","Mr Muscle Kitchen and Bathroom Drain Foamer 500ml","Mr Muscle","500ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","343","Mr Muscle Oven Cleaner 300ml","Mr Muscle","300ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","411816","Mr Muscle Power Discs Citrus Bleach 6pk","Mr Muscle",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","411817","Mr Muscle Power Discs Herbal Bleach 6pk","Mr Muscle",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","418013","Mr Muscle Bathroom Care Spray 500ml","Mr Muscle","500ml",NA,"1",NA,NA,NA,1
"CLE","SUR","418014","Mr Muscle Kitchen Care Spray 500ml","Mr Muscle","500ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","418016","Mr Muscle Power Bathroom Cleaner 750ml","Mr Muscle","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","418018","Mr Muscle Power Glass Cleaner 750ml","Mr Muscle","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","418019","Mr Muscle Power Shower Shine 750ml","Mr Muscle","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","418020","Mr Muscle Advanced Power Antibacterial Spray 750ml","Mr Muscle","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","453211","Mr Muscle Drain Granules 250g","Mr Muscle",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","453212","Mr Muscle Care Window Trigger 500ml","Mr Muscle",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","453213","Mr Muscle Shower Shine Trigger 500ml","Mr Muscle",NA,NA,NA,NA,NA,NA,0.825
"CLE","SUR","213687","Mr Sheen Spray and Mop Floor Cleaner Orange andLemon Blossom 500ml","Mr Sheen","500ml",NA,"1",NA,NA,NA,1
"CLE","SUR","84054","Neutradol Carpet Deodorizer Vac N Clean Super Fresh 350g","Neutradol","350g",NA,"1",NA,NA,NA,1
"CLE","SUR","218572","Oven Pride Complete Oven Cleaner 500ml","Oven Pride","500ml",NA,"1",NA,NA,NA,1
"CLE","SUR","173301","OzKleen Bath Power Bathroom Cleaner 500ml","Oz Kleen","500ml",NA,NA,NA,NA,NA,0.8625
"CLE","SUR","215640","OzKleen Carpet Power Stain Remover 500ml","Oz Kleen","500ml",NA,NA,NA,NA,NA,0.8625
"CLE","SUR","193670","Pledge Wood Floors and Furniture Wipes 12pk","Pledge","Extra Large",NA,"12pk",NA,NA,NA,1
"CLE","SUR","224088","Homecare Shiny Sinks 290ml","Shiny Sinks","290ml",NA,"1",NA,NA,NA,1
"CLE","SUR","428731","Stardrops Pine Scented Disinfectant 750ml","Stardrops","750ml",NA,NA,NA,NA,NA,0.825
"CLE","SUR","80402","Stardrops All Purpose Cleaner 750ml","Stardrops","600ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","429815","Vanish Gold Carpet Care Foam 600ml","Vanish","600ml",NA,"1","No",NA,"600ml",0.65
"CLE","SUR","429816","Vanish Powder Carpet Cleaner 650g","Vanish","650g",NA,"1",NA,NA,NA,1
"CLE","SUR","152499","Vax AAA Carpet Care Cleaner Floral Infusion 750ml","Vax","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","275074","Viakal Spray Original 500ml","Viakal","500ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","403557","Viakal With Febreze Spray 500ml","Viakal",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","1159440","Caustic Soda 500g","Wilko","500g",NA,"1",NA,NA,NA,0.9
"CLE","SUR","124284","Wilko Vacuum Freshener Discs Summer 6pk","Wilko","6 pack",NA,"6",NA,NA,NA,1
"CLE","SUR","185333","Wilko Glass Wipes Smear Free  20pk","Wilko","20 wipes",NA,"20",NA,NA,NA,1
"CLE","SUR","213684","Wilko Original Liquid Soda Crystals Spray500ml","Wilko",NA,NA,NA,NA,NA,NA,1
"CLE","SUR","264235","Wilko Original Bicarbonate  of Soda 500g","Wilko",NA,NA,NA,NA,NA,NA,1
"CLE","SUR","333216","Wilko Shower Cleaner Sea Minerals and Water Lilly750ml","Wilko","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","333217","Wilko Mould and Mildew Remover 750ml","Wilko","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","333219","Wilko Bathroom Cleaner Sea Minerals & Water Lily750ml","Wilko","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","333344","Wilko Cleaner Stainless Steel Clear 750ml","Wilko","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","SUR","334402","Wilko Window Cleaner 750ml","Wilko","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","335206","Wilko Original White Vinegar Spray 750ml","Wilko",NA,NA,NA,NA,NA,NA,1
"CLE","SUR","430138","Wilko 2 in 1 Sink and Drain Unblocker Kit","Wilko","500ml",NA,"1",NA,NA,NA,1
"CLE","SUR","430139","Wilko Oven and BBQ Cleaner 500ml","Wilko","500ml",NA,"1","No",NA,"500ml",0.65
"CLE","SUR","431335","Wilko Optical Wipes 52pk","Wilko","52 Wipes",NA,"1",NA,NA,NA,1
"CLE","SUR","437734","Wilko Antibacterial Lemon Wipes 6 x 40pk","Wilko","foil 5.4 g, case 290 g",NA,"40",NA,NA,NA,1
"CLE","SUR","437761","Wilko Original Soda Crystals 1.5kg","Wilko",NA,NA,NA,NA,NA,NA,1
"CLE","SUR","437980","Wilko Disinfectant Sea Minerals and Water Lily 1L","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","437981","Wilko Fuji Apple and Apricot Multi SurfaceSpray 750ml","Wilko","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","438089","Wilko Carpet Stain Remover Spray 750ml","Wilko","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","438758","Wilko Scrubbing Wipes 35pk","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","438759","Wilko Antibacterial Wipes Fuji Apple and Apricot40pk","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","439011","Wilko Antibacterial Cleaner Spray 750ml","Wilko","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","439012","Wilko Muti Purpose Lemon and MandarinKitchen Cleaner 750ml","Wilko","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","439369","Wilko Antibacterial Lemon and Mandarin Wipes 40pk","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","439370","Wilko Cleanse And Shine Floor Wipes 15pk","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"CLE","SUR","252172","Windolene Wipes 30pk","Windolene","30 wipes",NA,"30",NA,NA,NA,1
"CLE","SUR","429813","Windolene 750ml","Windolene","750ml",NA,"1",NA,NA,NA,1
"CLE","SUR","403692","Zoflora Concentrated Disinfectant 500ml","Zoflora","500ml",NA,"1",NA,NA,NA,1
"CLE","SUR","417772","Zoflora Non-Odour Neutraliser 120ml","Zoflora","120ml",NA,"1",NA,NA,NA,1
"CLE","TOI","453366","Air Wick VIPoo Lemon Idol Spray 55ml","Air Wick","3.25 x 3.25 x 13.2",NA,"6",NA,NA,NA,1
"CLE","TOI","453367","Air Wick VIPoo Fruity Pin Up Spray 55ml","Air Wick","3.25 x 3.25 x 13.2",NA,"6",NA,NA,NA,1
"CLE","TOI","453368","Air Wick VIPoo Rosy Starlet Spray 55ml","Air Wick","3.25 x 3.25 x 13.2",NA,"6",NA,NA,NA,1
"CLE","TOI","453369","Air Wick VIPoo Lavender Superstar Spray 55ml","Air Wick","3.25 x 3.25 x 13.2",NA,"6",NA,NA,NA,1
"CLE","TOI","168745","Jeyes Bloo Max Cistern Block 70g","Bloo","70g",NA,"1",NA,NA,NA,1
"CLE","TOI","403677","Bloo Pink In Cistern One Block Free","Bloo",NA,NA,"1",NA,NA,NA,0.9125
"CLE","TOI","418124","Bloo Blue In Cistern Bogof Pack","Bloo",NA,NA,NA,NA,NA,NA,0.825
"CLE","TOI","418125","Bloo Citrus In Cistern Bogof Pack","Bloo",NA,NA,NA,NA,NA,NA,0.825
"CLE","TOI","425931","Bloo Toliet Gel Micro Sparkle 750ml","Bloo","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","TOI","435345","Bloo Foam Aroma Ocean Mist FragancedPowder 500g","Bloo","500g",NA,"1",NA,NA,NA,1
"CLE","TOI","435346","Bloo Foam Aroma Rose and Apple Blossom FragancedPowder 500g","Bloo","500g",NA,"1",NA,NA,NA,1
"CLE","TOI","1156840","Domestos Original Bleach 750ml","Domestos","750ml",NA,"1",NA,NA,NA,1
"CLE","TOI","135697","Domestos Pink Power Bleach 750ml","Domestos","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","TOI","186746","Domestos Bleach Aqua Blast 750ml","Domestos","750ml",NA,"1",NA,NA,NA,1
"CLE","TOI","264216","Domestos Zero Limescale Toilet Limescale Remover750ml","Domestos","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","TOI","277123","Domestos Bleach   Original Blue 2L","Domestos","2L",NA,"1",NA,NA,NA,1
"CLE","TOI","293164","Domestos Bleach Citrus 750ml","Domestos","750ml",NA,"1",NA,NA,NA,1
"CLE","TOI","333337","Domestos Toilet Wipes Fresh Fragrance 40pk","Domestos","40 Pack",NA,"40s",NA,NA,NA,1
"CLE","TOI","339548","Domestos Ultra White N Shine 750ml","Domestos","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","TOI","400123","Domestos Power Fresh Lime Toilet Gel 700ml","Domestos","700ml",NA,NA,NA,NA,NA,0.9125
"CLE","TOI","400124","Domestos Power Fresh Ocean Toilet Gel 700ml","Domestos","700ml",NA,NA,NA,NA,NA,0.9125
"CLE","TOI","400125","Domestos Power Fresh Citrus Toilet Gel 700ml","Domestos","700ml",NA,NA,NA,NA,NA,0.9125
"CLE","TOI","417765","Domestos 3in1 Rim Block Ocean","Domestos",NA,NA,"1",NA,NA,NA,0.9125
"CLE","TOI","421554","Domestos Rimblock Power 5 Lime 55g","Domestos","55g",NA,NA,NA,NA,NA,0.9125
"CLE","TOI","437751","Domestos Rimblock Power 5 Ocean","Domestos","55g",NA,"1",NA,NA,NA,1
"CLE","TOI","225107","Harpic Original Limescale Remover 750ml","Harpic","750ml",NA,"1",NA,NA,NA,1
"CLE","TOI","252160","Harpic Power Plus Toilet Cleaner, Original 750ml","Harpic","750ml",NA,"1",NA,NA,NA,1
"CLE","TOI","271964","Harpic Power Plus Toilet Cleaner Citrus 750ml","Harpic","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","TOI","334465","Harpic White and Shine Bleach with BakingSoda 750ml","Harpic","750ml",NA,"1",NA,NA,NA,1
"CLE","TOI","403686","Harpic White and Shine Bleach with BakingSoda 750ml","Harpic",NA,NA,"1",NA,NA,NA,0.9125
"CLE","TOI","431958","Harpic Fresh Power Summer Breeze 39g","Harpic","39g",NA,"1",NA,NA,NA,1
"CLE","TOI","332012","Mr Muscle Toilet Power Lavender 750ml","Mr Muscle","750ml",NA,"1",NA,NA,NA,1
"CLE","TOI","332013","Mr Muscle Toilet Power Original 750ml","Mr Muscle","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","TOI","403681","Parozone Bleach Pink 1L","Parozone",NA,NA,"1",NA,NA,NA,0.9125
"CLE","TOI","403682","Parozone Bleach Original 1L","Parozone","1L",NA,"1",NA,NA,NA,1
"CLE","TOI","403683","Parozone Bleach Citrus 1L","Parozone",NA,NA,"1",NA,NA,NA,0.9125
"CLE","TOI","182764","Toilet Duck Rim Block Refill Wave","Toilet Duck","55g",NA,"1",NA,NA,NA,1
"CLE","TOI","221895","Toilet Duck Fresh Brush Refill 12pk","Toilet Duck","12 pk",NA,"12",NA,NA,NA,1
"CLE","TOI","293101","Duck Fresh Disc 5in1 Marine 36ml","Toilet Duck","36ml",NA,NA,NA,NA,NA,0.8625
"CLE","TOI","293102","Toilet Duck Fresh Disc 5in1 Lime 36ml","Toilet Duck","35ml",NA,NA,NA,NA,NA,0.9125
"CLE","TOI","293105","Toilet Duck Fresh Gel Discs 4in1 Lavender 36ml","Toilet Duck","36ml",NA,NA,NA,NA,NA,0.9125
"CLE","TOI","294462","Toilet Duck 4in1 Liquid Cleaner Fresh Pine 750ml","Toilet Duck","750ml",NA,"1",NA,NA,NA,1
"CLE","TOI","294464","Toilet Duck Liquid Marine 750ml","Toilet Duck","750ml",NA,"1",NA,NA,NA,1
"CLE","TOI","319780","Toilet Duck Liquid Citrus 750ml","Toilet Duck","750ml",NA,"1",NA,NA,NA,1
"CLE","TOI","346486","|Toilet Duck 5 In 1 Rim Marine Black 41g","Toilet Duck","41g",NA,NA,NA,NA,NA,0.9125
