"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","DQ Score"
"GAR","SUN","437727","Rowlinson Greenvale Metal Pent Garden Shed 8 x 4","Rowlinson","8 x 4",NA,NA,"Metal","Yes",NA,NA,NA,NA,NA,0.941666666666667
"GAR","SUN","160446","Wilko Get Gardening Multi Purpose Poly Sheet Clear6mx2m","Wilko","2x6m",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","299033","Wilko Get Gardening Protection Fleece 1.5mx8m","Wilko","1.5x8m",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","310811","Wilko Garden Kneeler Pad Green","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,0.65
"GAR","SUN","337291","Wilko Get Gardening Leaf Grabber Green","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"GAR","SUN","340471","Wilko Get Gardening Tape All Weather Clear 5cmx15m","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.86
"GAR","SUN","346574","Wilko Tie Top Garden Sacks 8pk","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"GAR","SUN","346577","Wilko Get Gardening Garden Sacks Tie Top Black x 6","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"GAR","SUN","406176","Wilko Composter 220L","Wilko","220L",NA,NA,NA,"No",NA,NA,"220ltr",NA,NA,0.941666666666667
"GAR","SUN","424898","Wilko Standard Rigger Glove","Wilko",NA,NA,"1 Pair",NA,NA,NA,NA,NA,NA,NA,0.86
"GAR","SUN","445708","Wilko Plant Pot Mover","Wilko","W 8 x L 126cm",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.93
"GAR","SUN","457134","Wilko Garden Boot Pull","Wilko","Boot Pull 26x12x7.5cm","Silver","1","Cast iron","No",NA,NA,NA,NA,NA,0.65
"GAR","SUN","457135","Wilko Garden Boot Brush","Wilko","Boot Brush 26x12x19cm","Silver","1","Cast iron","No",NA,NA,NA,NA,NA,0.65
"GAR","SUN","457136","Wilko Garden Weather Vane","Wilko","Weather vane 43x33x170cm","Silver","1",NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","457147","Wilko Garden Clock Wood Effect","Wilko","Length 4cm, Width 25cm, Height 25cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","SUN","457148","Wilko Garden Station Clock","Wilko","Length 4cm, Width 20cm, Height 25cm","Gold","1",NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","457149","Wilko Garden Thermometer","Wilko","Length 10cm, Width 5cm, Height 25cm","Gold","1",NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","457150","Wilko Garden Twine in a Tin","Wilko","Length 13cm, width 8cm, Height 8cm","Green","1","Galvanized Metal",NA,NA,NA,NA,NA,NA,1
"GAR","SUN","457152","Wilko Garden Kneeler","Wilko","Depth 4cm, Height 33.5cm, Width 24cm","Multi","1","Polyester and polyurethane","No","Wipe Clean Only",NA,NA,NA,NA,0.65
"GAR","SUN","99363","Wilko Garden Nuts and Bolts","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.86
"GAR","SUN","99364","Wilko Garden W Glazing Clips","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.86
"GAR","SUN","99365","Wilko Garden Z Glazing Clips","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.86
"GAR","SUN","137399","Wilko Get Gardening Plant Labels 12cm x 50","Wilko Functional","12x1.5cm",NA,"50pk",NA,NA,NA,NA,NA,NA,NA,0.833333333333333
"GAR","SUN","339846","Wilko Garden Rigger Gloves Mens Size 10","Wilko Functional",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.81
"GAR","SUN","339849","Wilko Garden Gloves Jersey Size 8 x 3 Pairs","Wilko Functional",NA,NA,"3pk",NA,NA,NA,NA,NA,NA,NA,0.81
"GAR","TUB","338656","Wilko Planter Round Milano Black 50cm","Wilko","50cm","Black",NA,NA,"No",NA,NA,NA,NA,NA,1
"GAR","TUB","445493","Wilko Pipe Pot Holder Aubergine","Wilko","30.5 x 19 x 10.3cm","Purple",NA,NA,"No",NA,NA,NA,NA,NA,1
"GAR","TUB","445498","Wilko Reservior Balls 16 Balls","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.86
"GAR","WAT","199744","Kingfisher Gardening Micro Irrigation Kit","Kingfisher","20m",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","WAT","304228","Wilko Garden Hose Heavy Duty 15m","Wilko","15m",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","WAT","310567","Wilko Sprayer Trigger Teal/Green 550ml","Wilko","550ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","WAT","313385","Water Butt Slim Injection 100L","Wilko","100L",NA,NA,NA,NA,NA,NA,"100L",NA,NA,0.88
"GAR","WAT","313387","Water Butt Green 230L","Wilko","230L",NA,NA,NA,NA,NA,NA,"230L",NA,NA,0.88
"GAR","WAT","313392","Water Butt Stand Slim Black","Wilko","Slimline",NA,NA,NA,NA,NA,NA,"100L",NA,NA,0.88
"GAR","WAT","313393","Water Butt Stand Black","Wilko","Standard",NA,NA,NA,NA,NA,NA,"230L",NA,NA,0.88
"GAR","WAT","447642","Wilko Hose Carrier","Wilko","40.5 x 20 x 2.5cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","WAT","7193240","Wilko Functional Trigger Sprayer 960ml","Wilko","960ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","WAT","313396","Wilko Functional Garden Watering Can Green 6L","Wilko Functional","6L","Green",NA,NA,NA,NA,NA,"6L",NA,NA,1
"GAR","WEE","428733","Defenders Mega Sonic Cat Repellent","Defenders",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"GAR","WEE","343625","Hero Paving  Decking Power Cleaner 2.5L","Hero","2.5L",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"GAR","WEE","274009","Westland Resolva Weedkiller Ready to Use 1L","Resolva","1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","WEE","346073","Resolva 24H Ready To Use 3L","Resolva","3L",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"GAR","WEE","428876","Resolva Moss Killer 1L","Resolve",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.8625
"GAR","WEE","448616","Rootblast Weedkiller 1L","Rootblast","1L",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"GAR","WEE","100877","Roundup Fast Action Weedkiller 1L","Round Up","1L",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"GAR","WEE","313328","Roundup Weedkiller Gel 150ml","Round Up","150ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"GAR","WEE","263130","Patio Magic 2.5L","Scotts","2.5L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"GAR","WEE","260563","The Big Cheese Mouse and Rat Repeller 3pk","The Big Cheese","One Size",NA,"3pk",NA,NA,NA,NA,NA,NA,NA,1
"GAR","WEE","260566","Big Cheese Multi Catch Mouse Trap","The Big Cheese","One Size",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"GAR","WEE","283371","Big Cheese Block Bait 15g","The Big Cheese","15g",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.88
"GAR","WEE","313556","The Big Cheese Ultra Power Mouse Trap 2pk","The Big Cheese",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","WEE","330958","The Big Cheese Rat and Mouse Killer Bait Packs 5pk","The Big Cheese","200g",NA,"5",NA,NA,NA,NA,NA,NA,NA,1
"GAR","WEE","342236","Big Cheese All Weather Bait 50 Blocks","The Big Cheese",NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,0.81
"GAR","WEE","409378","Big Cheese Ultra Power Rat Trap Twinpack","The Big Cheese",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,0.8625
"GAR","WEE","428735","Big Cheese Rat Trap Baited Ready To Use","The Big Cheese","17.6cm x 8.3cm x 2.3cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"GAR","WEE","441548","Big Cheese Ultra Power Bait Mouse Killer","The Big Cheese","6.5cm x 12.5cm x 22.5cm",NA,"2pk",NA,NA,NA,NA,NA,NA,NA,0.88
"GAR","WEE","448694","Big Cheese Fresh Baited Mouse Trap RTU","The Big Cheese","10cm x 4.5cm x 2.0cm",NA,"2pk",NA,NA,NA,NA,NA,NA,NA,0.88
"GAR","WEE","285419","Weedol Gun Rootkiller Plus 1L","Weedol","1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","WEE","330962","Weedol Rootkill Plus Weedkiller 8 Tubes","Weedol",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","WEE","448642","Weedol Ultra Tough 6 Tubes","Weedol",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,0.86
"GAR","WEE","330943","Westland Resolva Path and Patio WeedkillerReady to Use 1L","Westland","1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","WEE","448677","Growing Success Slug Killer 575g","Westland","575g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"GAR","WEE","194355","Wilko Path-Patio Cleaner 5L","Wilko","5L",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"GAR","WEE","300410","Wilko Slug Killer 840g","Wilko","840g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","WEE","330910","Wilko Cat Repeller Granules 500g","Wilko","500g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"GAR","WEE","330913","Wilko Mouse and Rat Killer 15sachet","Wilko","225g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"GAR","WEE","330914","Wilko Mouse and Rat Killer Sachets 25 x 15g","Wilko","375g",NA,"25",NA,NA,NA,NA,NA,NA,NA,1
"GAR","WEE","416334","Doff Cat & Dog Repellent Spray 1L","Wilko","1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"GAR","WEE","416336","Doff Cat & Dog  Repellent Spikes 4pk","Wilko",NA,NA,"4PK",NA,NA,NA,NA,NA,NA,NA,0.81
"GAR","WEE","428448","Wilko Green Gone Super Concentrate 3L","Wilko","3L",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"GAR","WEE","457198","Wilko Lawn Feed, Weed & Mosskiller","Wilko","7.5cm x 20cm x 31.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
