"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","DQ Score"
"PET","BED","420142","Rosewood Dog Bed Cord Plush Pet Bed 25in","Rosewood","25 x 72 x 36cm","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","BED","420143","Rosewood Dog Bed Cord Plush Pet Bed 32in","Rosewood","28 x 84 x cm","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","BED","434473","Rosewood Dog Bed Quilted Mattress Assorted Colours","Rosewood",NA,"Multi","1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","BED","439456","Rosewood Dog Bed Reversible  Cushion Extra Large58 x 86cm","Rosewood","16 x 58 x 45cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","BED","439460","Rosewood Dog Bed Paw Print Design Small 23 x 48cm","Rosewood","12 x 48 x 23cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","BED","439461","Rosewood Dog Bed Paw Print Design Medium 27 x 58cm","Rosewood","15 x 58 x 27cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","BED","439462","Rosewood Dog Bed Paw Print Design Large 53 x 68cm","Rosewood","18 x 70 x 38cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","BED","439463","Rosewood Dog Bed Plush Deep Round 38cm","Rosewood","23 x 58 x 35cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","BED","439464","Rosewood Dog Bed Plush Oval 63.5cm","Rosewood","25 x 72 x 36cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","BED","190153","Wilko Dog Blanket  Fleece Assorted Colours 120 x120cm","Wilko","120x120cm","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","BED","66225","Wilko Pet Carrier Assorted Colours Small","Wilko","Small","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","BED","80183","Wilko Pet Carrier Assorted Colours Medium","Wilko","Medium","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","416645","Beaphar Cat Flea Care Collar Assorted SparkleDesigns","Beaphar","From 12 weeks","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","56233","Beaphar Cat Worming Tablets Dual Pack","Beaphar","5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","CAT","248796","Bob Martin Spot On Dewormer 2 x 20mg","Bob Martin","20mg",NA,"2",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","295055","Bob Martin Spot On Flea Clear Treatment 2pk","Bob Martin","50mg",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","411310","Bob Martin Cat Flea Care Tablets","Bob Martin","3x 11.4mg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","428891","Bob Martin Clear Home Flea and Tick Spray 300ml","Bob Martin","300ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","243635","Butchers Classic Tinned Cat Food Chicken BeefGame in Jelly 6 x 400g","Butchers","6x400g",NA,"6pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","252472","Butchers Classic Tinned Cat Food Haddock TroutOcean Fish in Jelly 6 x 400g","Butchers","6x400g",NA,"6pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","278722","Dreamies Cat Treats Salmon 60g","Dreamies","60g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","278723","Dreamies Cat Treats Chicken 60g","Dreamies","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","286523","Dreamies Cat Treats Beef 60g","Dreamies","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","286524","Dreamies Cat Treats Cheese 60g","Dreamies","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","303789","Dreamies Cat Treats Duck 60g","Dreamies","60g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","315451","Dreamies Cat Treats Chicken and Duck 60g","Dreamies","60g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","315452","Dreamies Cat Treats Turkey 60g","Dreamies","60g",NA,"1",NA,"No",NA,"N/A","N/A","N/A","N/A",0.65
"PET","CAT","412797","Dreamies Cat Treats Beef and Cheese Mix 60g","Dreamies","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","431585","Dreamies Cat Treats Tuna 60g","Dreamies","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","437718","Dreamies Cat Treats Cheese Mega Pack 180g","Dreamies","180g",NA,"180g",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","437719","Dreamies Cat Treats Chicken Mega Pack 180g","Dreamies",NA,NA,"180g",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","440893","Dreamies Cat Treats Snacky Mouse 60g","Dreamies","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","449951","Dreamies Cat Treats Extra Crunch with Chicken 60g","Dreamies","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","449952","Dreamies Cat Treats Extra Crunch with Salmon 60g","Dreamies","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","449953","Dreamies Cat Treats Extra Crunch with Cheese 60g","Dreamies","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","456430","Dreamies Cat Treats Salmon Mega Pack 180g","Dreamies",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","456431","Dreamies Cat Treats Tuna Mega Pack 180g","Dreamies",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","456432","Dreamies Cat Treats Turkey Mega Pack 180g","Dreamies",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","457336","Dreamies Deli-Catz Treats With Turkey 5x5g","Dreamies","5x5g",NA,"5",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","457337","Dreamies Deli-Catz Treats With Chicken 5x5g","Dreamies","5x5g",NA,"5",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","457338","Dreamies Deli-Catz Treats With Beef 5x5g","Dreamies","5x5g",NA,"5",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","192898","Felix Pouch Cat Food Mixed Selection in Jelly12 x 100g","Felix","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","223035","Felix Pouch Cat Food Succulent Steaks in Jelly 12x 100g","Felix","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","243545","Felix Pouch Cat Food Fish Selection in Jelly 12 x100g","Felix","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","243546","Felix Pouch Cat Food Gravy Selection in Gravy12 x 100g","Felix","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","243693","Felix As Good As It Looks Pouch Cat Food OceanFeast in Jelly 12 x 100g","Felix","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","248322","Felix Pouch Cat Food Assorted Meat Selection 12 x100g","Felix","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","252490","Felix Kitten Food Plaice Lamb Cod and Chicken12 x 100g","Felix","100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","252527","Felix Pouch Cat Food Chicken Turkey Poultry andDuck in Jelly 12 x 100g","Felix","12x100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","260556","Felix As Good As It Looks Pouch Cat FoodFavourites in Jelly 12 x 100g","Felix","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","278055","Felix Pouch Cat Food Tuna in Jelly 100g","Felix","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","286519","Felix Pouch Cat Food Fish and Meat 12 x 100g","Felix","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","292507","Felix As Good As It Looks Senior Cat Food Pouchesin Jelly 12 x 100g","Felix","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","292512","Felix Pouch Senior Cat Food Mixed Selection 12 x100g","Felix","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","314550","Felix As Good As It Looks Pouch Cat Food FishSelection in Jelly Senior for Adult Cats 12 x 100g","Felix","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","315455","Felix Cat Treats Goody Bag Original Mix 60g","Felix","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","315456","Felix Cat Treats Goody Bag Mixed Grill 60g","Felix","60g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","315457","Felix Cat Treats Goody Bag Seaside Mix 60g","Felix","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","316264","Felix As Good As It Looks Pouch Cat Food Meat inJelly 12 x 100g","Felix","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","316265","Felix As Good As It Looks Pouch Cat Food Fish inJelly  12 x 100g","Felix","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","336102","Felix Cat Treats Crispies Salmon and Trout 45g","Felix","45g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","401014","FELIX Mixed Selection in Jelly 40x100g","Felix","40x100g",NA,"40",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","412187","Felix As Good As It Looks Pouch Cat Food ChickenDuck Pork in Jelly 12 x 100g","Felix","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","412931","Felix As Good As It Looks Pouch Cat Food OceanChunks in Jelly 12 x 100g","Felix","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","431383","FELIX AGAIL Mixed Selection in Jelly 40x100g","Felix","40x100g",NA,"40",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","436235","Felix As Good As It Looks Kitten Food MixedSelection in Jelly 12 x 100g","Felix","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","453847","Felix Pouch Cat Food Fish 40x100g","Felix","40x100g",NA,"40",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","453848","Felix As Good As It Looks Doubly Delicious MeatySelection in Jelly 40 x 100g","Felix","40x100g",NA,"40",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","453852","Felix As Good As It Looks Pouch Cat Food MultiVariety Collection 80 x 100g","Felix","80 x 100g",NA,"80",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","453853","Felix Pouch Cat Food Multi VarietyCollection 80 x 100g","Felix","80 x 100g",NA,"80",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","243694","Go-Cat Adult Dry Cat Food Tuna Herring andVegetables 825g","Go Cat","825g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","243695","Go-Cat Adult Dry Cat Food Chicken and Duck 825g","Go Cat","825g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9
"PET","CAT","284809","Go-Cat Dry Cat Food Turkey and Vegetables 825g","Go Cat","825g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","314536","Go-Cat Dry Cat Food Chicken and Garden Greens forIndoor Cats 950g","Go Cat","825g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","336109","Go-Cat Dry Cat Food Crunchy and Tender Tuna 375g","Go Cat","375g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"PET","CAT","336110","Go-Cat Dry Cat Food Crunchy and Tender Beef andChicken 375g","Go Cat","375g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","401013","Go-Cat Dry Cat Food Crunchy and Tender Chickenand Turkey 375g","Go Cat","375g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"PET","CAT","411019","Go-Cat Dry Cat Food Crunchy and Tender Beef andChicken 800g","Go Cat","800g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","412186","Go-Cat Dry Kitten Food Crunchy and Tender 800g","Go Cat","800g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","412942","Go-Cat Dry Cat Food Duck and Chicken 2kg","Go Cat","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","412943","Go-Cat Dry Cat Food Crunchy and Tender SalmonTuna and Vegetables 800g","Go Cat","800g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","255906","Gourmet Gold Tinned Cat Food Pate with Ocean Fish85g","Gourmet","85g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","267168","Gourmet Gold Tinned Cat Food Chicken Liver 85g","Gourmet","85g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","278024","Gourmet Gold Tinned Cat Food Salmon and Chickenin Gravy 85g","Gourmet","85g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","278056","Gourmet Gold Tinned Cat Food Duck and Turkey 85g","Gourmet","85g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","314569","Gourmet Perle Pouch Cat Food Chefs CollectionMini Fillets in Gravy 12 x 85g","Gourmet","85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","314570","Gourmet Perle Ocean Delicacies Mini Fillets inGravy 12 x 85g","Gourmet","85g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","314571","Gourmet Perle Pouch Cat Food Chefs CollectionMini Fillets in Gravy 12 x 85g","Gourmet","85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","336165","Gourmet Gold Adult Tinned Cat FoodDouble Delicacies 12 x 85g","Gourmet","12x85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","336166","Gourmet Gold Adult Tinned Cat Food Pate RecipesFish Liver Turkey and Beef 12 x 85g","Gourmet","12x85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","405692","Gourmet Mon Petit Pouch Cat Food Poultry Mix 6 x50g","Gourmet","6x50g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","405693","Gourmet Mon Petit Pouch Cat Food Salmon in Gravy 6x 50g","Gourmet","6 x 50g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","405694","Gourmet Mon Petit Pouch Cat Food Lamb in Gravy6 x 50g","Gourmet","6 x 50g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","411013","Gourmet Perle Pouch Cat Food Meats Duo 12 x 85g","Gourmet","12x85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","413530","Gourmet Gold Cat Food Gravy Collection Multipack12 x 85g","Gourmet","12x85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","431385","Gourmet Perle  Pouch Cat Food Country 12 x 85g","Gourmet","85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","436236","Gourmet Mon Petit Pouch Cat Food Beef and Chicken6 x 50g","Gourmet","6x50g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","436237","Gourmet Mon Petit Pouch Cat FoodFish Menu  6 x 50g","Gourmet","6x50g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","453838","Gourmet Soup Cat Food Multi Variety Chicken 4x40g","Gourmet","4 x 40g",NA,"4",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","453839","Gourmet Soup Cat Food Multi Variety Salmon 4x40g","Gourmet","4 x 40g",NA,"4",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","453854","Gourmet Perle Pouch Cat Food Multi Variety ChefsCollection 60 x 85g","Gourmet","60 x 85g",NA,"60",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","302164","Iams Dry Adult Cat Food Fish and Chicken 800g","Iams","800g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","336112","Iams Cat Adult Salmon and Chicken 800g","Iams","800g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","428286","Iams Delights Pouch Cat Food Land and Sea inJelly 12 x 85g","Iams","85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","428288","Iams Delights Pouch Cat Food Land and Sea in Gravy12 x 85g","Iams","85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","428289","Iams Delights Wet Cat Food in Gravy Kitten 12x85g","Iams","12x85kg",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","CAT","428290","Iams Delights Wet Cat Food in Gravy Senior 12x85g","Iams","12x85kg",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","430346","Iams Pouch Cat Food Chicken for Senior Cats 700g","Iams","700g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","454759","Perfect Fit Comp Dry Adult Chicken 750g","Perfect Fit","750g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","454760","Perfect Fit Comp Dry Adult Salmon 750g","Perfect Fit","750g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","454764","Perfect Fit Comp Dry Junior Chicken 750g","Perfect Fit","750g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","454765","Perfect Fit Complete Dry Cat Food Senior 7+Chicken 750g","Perfect Fit","750g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","454766","Perfect Fit Complete Dry Cat Food Sensitive 1+Turkey 750g","Perfect Fit","750g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","314381","Pet Qwerks Cat Toy Kitty Incredibubbles","Pet Qwerks","141g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","284784","Purina One Adult Dry Cat Food Chicken and WholeGrains 800g","Purina One","800g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","284792","Purina One Adult Dry Cat Food Salmon and WholeGrains 800g","Purina One","800g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","330121","Purina One Dry Cat Food Turkey and Rice forSensitive Digestion 800g","Purina One","800g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","431387","Purina One Dry Senior Cat Food Chicken andWholegrain 800g","Purina One","800g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","454187","Grumpy Cat Toys Assorted","Rosewood","7cmx10cmx4cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","CAT","252564","Sheba Alutray Cat Food Salmon Chunks in Jelly 85g","Sheba","85g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","252565","Sheba Alutray Cat Food Chicken Slices in Gravy 85g","Sheba","85g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","252566","Sheba Pouch Cat Food Turkey and Chicken inTerrine 100g","Sheba","85g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","314520","Sheba Fine Flakes Pouch Cat Food Sea Food inJelly 12 x 85g","Sheba","85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","314521","Sheba Fine Flakes Pouch Cat Food PoultrySelection in Jelly 12 x 85g","Sheba","12x85g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","333169","Sheba Fresh Pouch Cat Food Poultry Selection inGravy 6 x 50g","Sheba","6x50g",NA,"6pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","333170","Sheba Fresh Pouch Cat Food Fish Selection inGravy 6 x 50g","Sheba","6x50g",NA,"6pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","333953","Sheba Alutray Cat Food Turkey in White Sauce 85g","Sheba","85g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","405680","Sheba Fresh Pouch Cat Food Fish Selection inJelly 6 x 50g","Sheba","6x50g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","430182","Sheba Pouch Cat Food Poultry Selection in Gravy12 x 50g","Sheba","12x150g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","431034","Sheba Fresh Pouch Cat Food Poultry Selection inGravy 12 x 50g","Sheba","12x50g",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","438767","Sheba Fresh Pouch Cat Food Succulent Selectionin Gravy 6 x 50g","Sheba","6x50g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","438768","Sheba Soup Pouch Cat Food Tuna Fillets 4 x 40g","Sheba","4x40g",NA,"4",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","438769","Sheba Classics Soup with Chicken Fillets 4 x 40g","Sheba","4x40g",NA,"4",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","449954","Sheba Cat Food Fine Flakes Succulent Collection inJelly 12 x 85g","Sheba","85g x 12",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","454775","Sheba Select Slices Tray Cat Food Poultry inGravy 12x85g","Sheba","12x85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","454776","Sheba Sauce Lover Tray Cat Food Mixed Collection12x85g","Sheba","12x85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","454777","Sheba Select Slices Pouch Cat Food Poultry inGravy 12x85g","Sheba","12x85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","CAT","454778","Sheba Select Slices Pouch Cat Food Fish in Gravy12x85g","Sheba","12x85g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"PET","CAT","259866","Webbox Cats Delight Cat Treats Tasty Stickssalmon and Trout 6pk","Webbox","30g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","259869","Webbox Cats Delight Cat Treats Tasty SticksChicken and Liver 6pk","Webbox","30g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","303791","Webbox Cats Delight Cat Treats Tasty SticksTurkey and Lamb 6pk","Webbox","30g",NA,"6pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","315453","Webbox Cats Delight Cat Treats Lick-e-Lix Chicken5 x 15g","Webbox","15g",NA,"5",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","411303","Webbox Cats Delight Cat Treat Lick-e-LixSalmon 5 x 15g","Webbox","5x15g",NA,"5",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","189431","Whiskas Pouch Cat Food Fish and Meat Selection inJelly 12 x 100g","Whiskas","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","218152","Whiskas Pouch Cat Food Fish Selection in Jelly 12x 100g","Whiskas","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","218391","Whiskas Pouch Cat Food Poultry Selection in Gravy12 x 100g","Whiskas","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","221221","Whiskas 1+ Cat Food Pouch Poultry Selectionin Jelly 12 x 100g","Whiskas","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","232302","Whiskas Cat Treats Crunch 100g","Whiskas","100g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","232303","Whiskas Cat Treats Temptations Chicken and Cheese60g","Whiskas","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","264971","Whiskas Complete Dry Cat Food Chicken andVegetables 825g","Whiskas","825g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","264974","Whiskas Complete Dry Cat Food Tuna and Vegetables825g","Whiskas","825g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","264975","Whiskas Complete Dry Cat Food Chicken 340g","Whiskas","340g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","267131","Whiskas 7+ Cat Pouches Poultry Selection in Gravy12x100g","Whiskas","12x100g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","292455","Whiskas Cat Treats Temptations Salmon 60g","Whiskas","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","292462","Whiskas Complete Dry Kitten Food Chicken 340g","Whiskas","340g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","292465","Whiskas Complete Dry Adult Cat Food DentalProtection Plus with Tuna 340g","Whiskas","340g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","405672","Whiskas 1+ Cat Food Pouch Poultry in Jelly40 x 100g","Whiskas","40x100g",NA,"40pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","405673","Whiskas Cat Treat Dentabites Chicken 50g","Whiskas","50g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","405674","Whiskas Cat Treat Dentabites Salmon 50g","Whiskas","50g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","405679","Whiskas 1+  Cat Food Pouch Fish Selection inJelly 40 X 100g","Whiskas","40x100g",NA,"40",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","412796","Whiskas Dry Senior With Chicken 825g","Whiskas","825g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","431033","Whiskas Complete Dry Cat Food Chicken 2kg","Whiskas","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","431584","Whiskas Cat Milk  3 x 200ml","Whiskas","3x200ml",NA,"3",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","434383","Whiskas Cat Treats Anti-Hairball 55g","Whiskas","55g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","437597","Whiskas Pouch Cat Food Meat Selection in Jelly 12x 100g","Whiskas","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","437598","Whiskas Kitten Food Pouch Poultry Selectionin Jelly 12 x 100g","Whiskas","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","437599","Whiskas Senior Food Pouch Fish Selection in Jelly12 x 100g","Whiskas","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","449955","Whiskas 1+ Cat Food Casserole Poultry Selection12 x 85g","Whiskas","85g x 12",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","449956","Whiskas 1+ Cat Food Casserole Fish Selection 85g 12 Pack","Whiskas","85g x 12",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","449957","Whiskas 1+ Cat Food Casserole Meaty Selection12 x 85g","Whiskas","85g x 12",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","450775","Whiskas 1+ Cat Food Casserole Fishy/MeatySelection 12 x 85g","Whiskas","12x85g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
