"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","DQ Score"
"TOI","CRE","445084","Sally Hansen Complete Salon Manicure Pink Slip","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445085","Sally Hansen Complete Salon Manicure Arm Candy","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445086","Sally Hansen Complete Salon Manicure Luna Pearl","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445087","Sally Hansen Complete Salon Manicure Shell WeDance","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445088","Sally Hansen Complete Salon Manicure Aflorable","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445089","Sally Hansen Complete Salon Manicure Back To TheFuschia","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445090","Sally Hansen Complete Salon Manicure Cherry Up","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445092","Sally Hansen Complete Salon Manicure I Pink I Can","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445093","Sally Hansen Complete Salon Manicure Get Juiced","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445095","Sally Hansen Complete Salon Manicure Peach Of Cake","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445097","Sally Hansen Complete Salon Manicure New Flame","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445098","Sally Hansen Complete Salon Manicure All Fired Up","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445099","Sally Hansen Complete Salon Manicure Kook A Mango","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445100","Sally Hansen Complete Salon Manicure FruttiPetutie","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445101","Sally Hansen Complete Salon Manicure Aria Red-y?","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445102","Sally Hansen Complete Salon Manicure BerryImportant","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445103","Sally Hansen Complete Salon Manicure So Much Fawn","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445105","Sally Hansen Complete Salon Manicure Raisin TheBar","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445106","Sally Hansen Complete Salon Manicure Plums TheWord","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445107","Sally Hansen Complete Salon Manicure Mauve Along","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445108","Sally Hansen Complete Salon Manicure Mudslide","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445109","Sally Hansen Complete Salon Manicure Nude Now","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445110","Sally Hansen Complete Salon Manicure Café Au Lait","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445111","Sally Hansen Complete Salon Manicure NakedAmbition","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445112","Sally Hansen Complete Salon Manicure Au Nature-Al","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445113","Sally Hansen Complete Salon Manicure Yo Glow. Girl","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445114","Sally Hansen Complete Salon Manicure Wine Not","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445115","Sally Hansen Complete Salon Manicure Right SaidFred","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445116","Sally Hansen Complete Salon Manicure Red Handed","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445117","Sally Hansen Complete Salon Manicure Red Zin","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445118","Sally Hansen Complete Salon Manicure Scarlet Fever","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445119","Sally Hansen Complete Salon Manicure Belle Of TheBall","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445120","Sally Hansen Complete Salon Manicure Pat On TheBlack","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445121","Sally Hansen Complete Salon Manicure Commander InChic","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445122","Sally Hansen Complete Salon Manicure Sgt Preppy","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445123","Sally Hansen Complete Salon Manicure Cherry CherryBang Bang","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445124","Sally Hansen Complete Salon Manicure Purple Heart","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445125","Sally Hansen Complete Salon Manicure Hat's Off ToHue","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445126","Sally Hansen Complete Salon Manicure Nightwatch","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445128","Sally Hansen Complete Salon Manicure Jaded","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445131","Sally Hansen Miracle Gel Birthday Suit","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445132","Sally Hansen Miracle Gel Pinky Promise","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445133","Sally Hansen Miracle Gel Pretty Piggy","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445134","Sally Hansen Miracle Gel Pink Tank","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445135","Sally Hansen Miracle Gel Dig Fig","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445136","Sally Hansen Miracle Gel Red Eye","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445137","Sally Hansen Miracle Gel Wine Stock","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445138","Sally Hansen Miracle Gel Mad Women","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445139","Sally Hansen Miracle Gel Regal Rose","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445140","Sally Hansen Miracle Gel Can't Beet Royalty","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445141","Sally Hansen Miracle Gel Off With Her Head","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445142","Sally Hansen Miracle Gel Bare Dare","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445143","Sally Hansen Miracle Gel Game Of Chromes","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445144","Sally Hansen Miracle Gel Spice Age","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445145","Sally Hansen Miracle Gel Totem-ly Yours","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445146","Miracle Gel Nail Polish Crème De La Crème","Sally Hansen","14.7ml",NA,"1",NA,0.88
"TOI","CRE","445147","Sally Hansen Miracle Gel Smartease","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445148","Sally Hansen Miracle Gel Pink Cadillaquer","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445149","Sally Hansen Miracle Gel Shock Wave","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445151","Sally Hansen Miracle Gel Tipsy Gyspy","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445152","Sally Hansen Miracle Gel Malibu Peach","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445154","Sally Hansen Miracle Gel Top Coat","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445155","Sally Hansen Miracle Gel Redgy","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445156","Sally Hansen Miracle Gel Rhapsody Red","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445157","Sally Hansen Miracle Gel Bordeaux Glow","Sally Hansen",NA,NA,"1",NA,0.86
"TOI","CRE","445158","Sally Hansen Miracle Gel Hunger Flames","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445159","Sally Hansen Miracle Gel Boho A-Go-Go","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445160","Sally Hansen Miracle Gel Street Flair","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445162","Sally Hansen Miracle Gel Purplexed","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445163","Sally Hansen Miracle Gel Tidal Wave","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","445165","Sally Hansen Miracle Gel B Girl","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","446940","Sally Hansen Miracle Gel Blacky-O","Sally Hansen",NA,NA,"1",NA,0.86
"TOI","CRE","451856","Sally Hansen Complete Salon Manicure214 Freedom of Peach","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","451857","Sally Hansen Complete Salon Manicure218 Devil Wears Nada","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","451858","Sally Hansen Complete Salon Manicure237 World is My Oyster","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","451859","Sally Hansen Complete Salon Manicure242 Mauvin On Up","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","451860","Sally Hansen Complete Salon Manicure632 Society Ruler","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","451861","Sally Hansen Complete Salon Manicure700 Hooked On Onyx","Sally Hansen","14.7ml",NA,"1",NA,0.93
"TOI","CRE","451862","Sally Hansen Moisture Rehab 13.3ml","Sally Hansen","13.3ml",NA,"1",NA,0.93
"TOI","CRE","451863","Sally Hansen Miracle Gel Duo Pack170 Pink Cadillaquer","Sally Hansen","29.4ml",NA,"1",NA,0.93
"TOI","CRE","451864","Sally Hansen  Miracle Gel Duo Pack110 Birthday Suit","Sally Hansen","29.4ml",NA,"1",NA,0.93
"TOI","CRE","451865","Sally Hansen Miracle gel Duo Pack470 Red Eye","Sally Hansen","29.4ml",NA,"1",NA,0.93
"TOI","EYE","322425","Wilko Twin Value Pack Reading Glasses 3.0","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","322426","Wilko Twin Value Pack Reading Glasses 3.5","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","347851","Wilko Metal Semi Rimless Reading Glasses 2.5","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","347852","Wilko Metal Semi Rimless Reading Glasses 3.5","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","347866","Wilko Metal Plastic Reading Glasses 1.5","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","347867","Wilko Metal Plastic Reading Glasses 1.25","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","347868","Wilko Metal Plastic Reading Glasses 2.0","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","347886","Wilko Reading Glasses Case Classic","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","347890","Wilko Reading Glasses Case Trendy","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","347891","Wilko Led Light Up Reading Glasses 1.5","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","347892","Wilko Led Light Up Reading Glasses 2","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","347893","Wilko Led Light Up Reading Glasses 2.5","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","347894","Wilko Fold Metal Reading Glass Case 1.5","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","347895","Wilko Folding Metal Reading Glasses withCase +2","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","421506","Wilko Sun Reading Glasses 1.5","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","421507","Wilko Sun Reading Glasses 2.5","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","421508","Wilko Sun Reading Glasses 3.5","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","431676","Wilko Square Plastic Reading Glasses 1.5","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","431677","Wilko Square Plastic Reading Glasses 2.0","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","431679","Wilko Metal Full Rim Reading Glasses 1.5","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","431680","Wilko Metal Full Rim Reading Glasses 2.0","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","431681","Wilko Metal Full Rim Reading Glasses 3.0","Wilko",NA,NA,"1",NA,0.9125
"TOI","EYE","431682","Wilko Metal Full Rim Reading Glasses 3.5","Wilko",NA,NA,"1",NA,0.9125
"TOI","MAX","303998","Max Factor 2000 Calorie Mascara Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312300","Max Factor Mini Nail Polish Ivory 001","Maxfactor","4.5ml","Cream",NA,NA,0.88
"TOI","MAX","312301","Max Factor Mini Nail Polish Mauve 004","Maxfactor","4.5ml","Purple",NA,NA,0.88
"TOI","MAX","312302","Max Factor Mini Nail Polish Sun Pink 005","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312303","Max Factor Mini Nail Polish Diva Violet 008","Maxfactor","4.5ml","Purple",NA,NA,0.88
"TOI","MAX","312304","Max Factor Mini Nail Polish Diva Coral 009","Maxfactor","4.5ml","Green",NA,NA,0.88
"TOI","MAX","312305","Max Factor Mini Nail Polish Red Carpet 011","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312307","Max Factor Mini Nail Polish Deep Mauve 013","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312308","Max Factor Mini Nail Polish Dazz Blue 014","Maxfactor","4.5ml","Blue",NA,NA,0.88
"TOI","MAX","312309","Max Factor Mini Nail Polish Cloudy Blue 018","Maxfactor","4.5ml","Blue",NA,NA,0.88
"TOI","MAX","312310","Max Factor Mini Nail Polish Silver 020","Maxfactor","4.5ml","Silver",NA,NA,0.88
"TOI","MAX","312311","Max Factor Cremepuff Pressed Powder Transparent 5","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312312","Max Factor Cremepuff Pressed Powder Beige 13","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312313","Max Factor Cremepuff Pressed Powder Tempting Touch53","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312314","Max Factor Cremepuff Pressed Powder Candle Glow 55","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312317","Max Factor Mastertouch Concealer Ivory 303","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312318","Max Factor Mastertouch Concealer Fair 306","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312319","Max Factor Mastertouch Concealer Beige 309","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312324","Max Factor Finity Compact Foundation Porcelain 1","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312325","Max Factor Finity Compact Foundation Ivory 2","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312326","Max Factor Finity Compact Foundation Natural 3","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312327","Max Factor Finity Compact Foundation Sand 5","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312330","Max Factor Pan Stick Fair 25","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312345","Max Factor Colour Adapt Foundation Creamy Ivory 40","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312347","Max Factor Colour Adapt Foundation Natural 70","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312348","Max Factor Colour Adapt Foundation Golden 75","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312349","Max Factor Miracle Touch Liquid IllusionFoundation Creamy Ivory 40","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312366","Max Factor Kohl Eyeliner Pencil Black 20","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312367","Max Factor Kohl Eyeliner Pencil Charcoal 50","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312368","Max Factor Kohl Eyeliner Pencil Brown 30","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312372","Max Factor 2000 Calorie Dramatic VolumeMascara Brown Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312373","Max Factor False Lash Effect Fusion Mascara Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312374","Max Factor False Lash Effect Mascara WaterproofBlack","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312377","Max Factor Masterpiece Mascara Brown/Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312378","Max Factor Masterpiece Mascara Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312379","Max Factor Masterpiece Mascara Waterproof Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312385","Max Factor Masterpiece Max Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312386","Max Factor False Lash Effect Mascara Brown Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312387","Max Factor False Lash Effect Mascara Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312399","Max Factor Elixir Lipstick English Rose 510","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312411","Max Factor Colour Elixir Lipstick 610 Angel Pink","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312413","Max Factor Elixir Lipstick Ruby 715","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312415","Max Factor Elixir Lipstick Pink Brandy 825","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312416","Max Factor Elixir Lipstick Coral 827","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312417","Max Factor Elixir Lipstick Rose 830","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312420","Max Factor Elixir Lipstick Raisin 894","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312423","Max Factor Lasting Performance Foundation Fair 100","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312424","Max Factor Lasting Performance FoundationPastelle 102","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312425","Max Factor Lasting Performance FoundationSoft Beige 105","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312426","Max Factor Lasting Performance Foundation NaturalBeige 106","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312428","Max Factor Lasting Performance Foundation NaturalBronze 109","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312438","Max Factor Lipfinity Moisturising Top Coat","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312439","Max Factor Lipfinity Lip Colour Angelic 20","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312440","Max Factor Lipfinity Lip Colour Vivacious 40","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312441","Max Factor Lipfinity Lip Colour Spicy 70","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312442","Max Factor Lipfinity Lip Colour Passionate 110","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312443","Max Factor Lipfinity Lip Colour Hot 120","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312445","Max Factor Lipfinity Lip Colour Cool 30","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","312446","Max Factor Lipfinity Lip Colour Glowing 16","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","318942","Max Factor 2000 Calorie Mascara Waterproof Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","324785","Max Factor Face Finity All Day FlawlessFoundation 3in1 Golden 75","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","324786","Max Factor Face Finity All Day FlawlessFoundation 3in1 Natural 50","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","324787","Max Factor Face Finity All Day FlawlessFoundation 3in1 Almond 45","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","324788","Max Factor Face Finity All Day FlawlessFoundation 3in1 Beige 55","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","336321","Max Factor Glossfinity Nail Polish Rose Petal 45","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","336322","Max Factor Glossfinity Nail Polish Angel Nails 55","Maxfactor","11ml","Pink",NA,NA,0.88
"TOI","MAX","336323","Max Factor Glossfinity Nail PolishMidnight Bronze","Maxfactor","11ml","Brown",NA,NA,0.88
"TOI","MAX","336324","Max Factor Glossfinity Nail Polish Dusky Rose 105","Maxfactor","11ml","Pink",NA,NA,0.88
"TOI","MAX","336325","Max Factor Glossfinity Nail PolishRed Passion 110","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","336326","Max Factor Glossfinity Nail Polish Ruby Fruit 185","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","336327","Max Factor False Lash Effect Clump DefyMascara Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","400906","Max Factor False Lash Effect Fusion Mascara Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","400948","Max Factor Creme Puff Compact Natural","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","400949","Max Factor Creme Puff Compact Golden","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","400956","Max Factor Lipfinity Lip Colour Just In Love 335","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","400958","Max Factor Glossfinity Nail Polish Top Coat 05","Maxfactor",NA,NA,"1",NA,0.81
"TOI","MAX","400959","Max Factor Glossfinity Nail Polish Desert Sand 25","Maxfactor",NA,"Brown","1",NA,0.88
"TOI","MAX","400964","Max Factor Glossfinity Nail Polish FlushedRose 75","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","400967","Max Factor Glossfinity Nail Polish Disco Pink 120","Maxfactor",NA,NA,"1",NA,0.81
"TOI","MAX","400968","Max Factor Glossfinity Nail Polish Marshmallow 125","Maxfactor",NA,NA,"1",NA,0.81
"TOI","MAX","400981","Max Factor Max Effect Mini Nail Polish Plum 24","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","400982","Max Factor Max Effect Mini Nail Polish Orange 25","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","400983","Max Factor Max Effect Mini Nail Polish Cappucino 2","Maxfactor",NA,NA,"1",NA,0.81
"TOI","MAX","400984","Max Factor Max Effect Mini Nail Polish Jade 27","Maxfactor",NA,NA,"1",NA,0.81
"TOI","MAX","400987","Max Factor Max Effect Mini Nail Polish Lilac 30","Maxfactor",NA,NA,"1",NA,0.81
"TOI","MAX","400989","Max Factor Max Effect Mini Nail Polish Lollipop 33","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","400991","Max Factor Max Effect Mini Nail Polish CandyBlue 35","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","400992","Max Factor Max Effect Mini Nail Polish Noir 36","Maxfactor",NA,"Black","1",NA,0.88
"TOI","MAX","400994","Max Factor Max Effect Mini Nail Polish PurpleHaze 38","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","400996","Max Factor Max Effect Mini Nail PolishMoon Dust 42","Maxfactor",NA,NA,"1",NA,0.81
"TOI","MAX","401000","Max Factor Glossfinity Nail Polish Candy Rose 50","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","401001","Max Factor Glossfinity Nail Polish Cute Coral 70","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","401004","Max Factor Glossfinity Nail PolishBurgundy Crush 155","Maxfactor",NA,NA,"1",NA,0.81
"TOI","MAX","408582","Max Factor Glossfinity Gel Shine Nail PolishVivid Vermillion 20","Maxfactor",NA,"Red","1",NA,0.88
"TOI","MAX","408584","Max Factor Glossfinity Gel Shine Patent Poppy 25","Maxfactor",NA,"Red","1",NA,0.88
"TOI","MAX","408854","Max Factor Glossfinity Gel Shine Nail PolishTwink Pink 30","Maxfactor",NA,"Pink","1",NA,0.88
"TOI","MAX","408855","Max Factor Glossfinity Gel Shine Nail PolishLacquer Violet 35","Maxfactor",NA,"Pink","1",NA,0.88
"TOI","MAX","408856","Max Factor Glossfinity Gel Shine Nail PolishGlazed Colbalt 40","Maxfactor",NA,"Blue","1",NA,0.88
"TOI","MAX","408857","Max Factor Glossfinity Gel Shine Nail PolishGleaming Teal 45","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","408858","Max Factor Glossfinity Gel Shine Nail PolishRadiant Ruby 50","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","408859","Max Factor Glossfinity Gel Shine Nail PolishSparkberry 55","Maxfactor",NA,"Red","1",NA,0.88
"TOI","MAX","408860","Max Factor Glossfinity Gel Shine Nail PolishSheen Merlot 60","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","408863","Max Factor Clump Defy Extensions Mascara Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","414734","Max Factor Creme Puff Blush Lovely Pink 5","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","414735","Max Factor Creme Puff Blush Nude Mauve 10","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","414736","Max Factor Creme Puff Blush Seductive Pink 15","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","425950","Max Factor Lipfinity Longlasting LipstickEvermore Sublime 20","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","425951","Max Factor Lipfinity Longlasting LipstickEver Sumptuous 25","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","425952","Max Factor Lipfinity Longlasting LipstickAlways Chic 40","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","425953","Max Factor Lipfinity Longlasting LipstickEver So Vivid 45","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","444131","Max Factor False Lash Epic Mascara Black","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","444132","Max Factor Smooth Miracle Primer","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","450853","Max Factor Matte Bullet Lipstick Nude 05","Maxfactor","7g",NA,"1",NA,0.88
"TOI","MAX","450854","Max Factor Matte Bullet Sunkiss 10","Maxfactor","7g",NA,"1",NA,0.88
"TOI","MAX","450855","Max Factor Matte Bullet Rose 20","Maxfactor","7g",NA,"1",NA,0.88
"TOI","MAX","450857","Max Factor Natural Brow Styler 01 Clear","Maxfactor",NA,NA,NA,NA,0.95
"TOI","MAX","450858","Max Factor Effect Mini Nail 23 Hot Pink","Maxfactor","7g",NA,"1",NA,0.88
"TOI","MAX","451470","Max Factor Matte Bullet Love 35","Maxfactor","7g",NA,"1",NA,0.88
"TOI","MAX","451471","Max Factor 2000 Cal Curl Addict Mascara Black","Maxfactor","7g",NA,"1",NA,0.88
"TOI","MAY","425972","Maybelline Dr Rescue Nail Care Quick Dry DropsTop Coat","Garnier",NA,NA,"1",NA,0.81
"TOI","MAY","286418","Maybelline Color Sensational Lipstick 842Rosewood Pearl","Maybelline","4.2g","Red","1",NA,1
"TOI","MAY","295913","Maybelline Dream Satin Liquid Foundation 60Caramel 30ml","Maybelline","30ml","Brown","1",NA,1
"TOI","MAY","295932","Maybelline Dream Matte Mousse Foundation SPF 1560 Caramel","Maybelline","18g","Brown",NA,NA,0.93
"TOI","MAY","296759","Maybelline Color Sensational Lipstick 150 StellarPink","Maybelline","4.2g","Pink","1",NA,1
