"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Washable","Capacity","Power","Model Number","Material","Assembly","DQ Score"
"KIT","DIN","308487","Wilko Best Bone China Cup and Saucer White","Wilko Best","Cup and Saucer","White",NA,"C 6.5x11.5x8.5cm, S 2x16x16cm","Washable",NA,NA,NA,NA,NA,0.941666666666667
"KIT","DIN","236178","Wilko Functional Side Plate White","Wilko Functional","Side Plate","White",NA,"19cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","DIN","236180","Wilko Functional Mug White","Wilko Functional","Mugs","White","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","ELE","cr00027","Hostess Trolley Drop Door HL6200DB","Crosslee","Heated Trolley","Brown","1",NA,NA,NA,"410W","HL6200DB",NA,"No",0.90625
"KIT","ELE","cr00032","Hostess Trolley Full Door HL6232BS","Crosslee","Heated Trolley","Silver","1",NA,NA,NA,"410W","HL6232BS",NA,"No",0.90625
"KIT","ELE","433371","Daewoo Aqua Glass Kettle 1.8L","Daewoo","Glass Kettles",NA,NA,"1.8L",NA,NA,"2520-3000W","SDA1207",NA,NA,0.891666666666667
"KIT","ELE","433372","Daewoo 2 Slice Glass Toaster","Daewoo","Toasters",NA,NA,"4 slice",NA,NA,NA,NA,NA,NA,0.825
"KIT","ELE","435726","Daewoo Air Fryer","Daewoo","Fryers",NA,NA,NA,NA,NA,"1300W","SDA1032",NA,NA,0.93
"KIT","ELE","448353","Elgento Hot Air Popcorn Maker Red E26006","Elegento","Popcorn Maker","Red","1",NA,NA,NA,"1200W","E26006",NA,NA,0.9
"KIT","ELE","448354","Elgento Cocktail Fountain Red E26008","Elegento","Cocktail Fountain","Red","1",NA,NA,NA,"600W","E26008",NA,NA,0.9
"KIT","ELE","448356","Elgento Chocolate Fountain White E26012","Elegento","Chocolate Fountain",NA,"1",NA,NA,NA,"2200kW","E26012",NA,NA,0.85
"KIT","ELE","448357","Elgento Carnival Candy Catcher Money Box RedE26013","Elegento","Candy Catcher","Red","1",NA,NA,NA,"3x1.5v Battery (not included)","E26013",NA,NA,0.9
"KIT","ELE","451280","Kenwood Hand Mixer White HM220","Kenwood","Mixers","White",NA,NA,NA,NA,"150w","HM220",NA,NA,0.85
"KIT","ELE","451281","Kenwood Compact Mini Chopper White CH180A","Kenwood","Choppers","White",NA,NA,NA,NA,"300w","CH180",NA,NA,0.85
"KIT","ELE","451283","Kenwood Triblade Hand Blender 450W With Plus Turboand 0.5 Litre Bowl","Kenwood","Blenders","White",NA,NA,NA,NA,"450w","HB680P",NA,NA,0.85
"KIT","ELE","451284","Kenwood Blender 350w 1 Litre With Mill AttachmentWhite","Kenwood","Blenders",NA,NA,NA,NA,"1 Litre","350w","BL335",NA,NA,0.85
"KIT","ELE","404248","Morphy Richards 6 piece co-ordinated storage set Red 974100","Morphy Richards","Storage Set","Red",NA,NA,NA,NA,NA,"974100",NA,NA,0.85
"KIT","ELE","404249","Morphy Richards 6 piece co-ordinated storage set Black 974101","Morphy Richards","Storage Set","Black",NA,NA,NA,NA,NA,"974101",NA,NA,0.85
"KIT","ELE","404263","Morphy Richards Accents Saute Pan with Glass LidCream 28cm","Morphy Richards","Saute Pans","Cream",NA,NA,NA,NA,NA,"46352",NA,NA,0.85
"KIT","ELE","404264","Morphy Richards 24cm Stainless Steel Casserole Pan970007","Morphy Richards","Casserole","Metal",NA,NA,NA,NA,NA,"970007",NA,NA,0.85
"KIT","ELE","404265","Morphy Richards Casserole Pan Red 24cm","Morphy Richards","Casserole","Red",NA,NA,NA,NA,NA,"46371",NA,NA,0.85
"KIT","ELE","404266","Morphy Richards Casserole Pan Black 24cm","Morphy Richards","Casserole","Black",NA,NA,NA,NA,NA,"46370",NA,NA,0.85
"KIT","ELE","404269","Morphy Richards 24cm White Casserole Pan 46374","Morphy Richards","Casserole","White",NA,NA,NA,NA,NA,"79007",NA,NA,0.85
"KIT","ELE","404270","Morphy Richards Casserole Pan Cream 24cm","Morphy Richards","Casserole","Cream",NA,NA,NA,NA,NA,"46372",NA,NA,0.85
"KIT","ELE","404279","Morphy Richards Accents Whistling Kettle Plum2.5L","Morphy Richards","Stove Top Kettle","Purple",NA,NA,NA,"2.5 Litres",NA,"46503",NA,NA,0.9
"KIT","ELE","404287","Morphy Richards Professional Tri-Ply CasserolePot 24cm","Morphy Richards","Casserole","Metal",NA,NA,NA,NA,NA,"79806",NA,NA,0.85
"KIT","ELE","404288","Morphy Richards Professional Tri-Ply Saute PanStainless Steel 28cm","Morphy Richards","Saute Pans","Metal",NA,NA,NA,NA,NA,"79807",NA,NA,0.85
"KIT","ELE","444736","Morphy Richards Accents Round Sensor Bin Red 50L974140","Morphy Richards","Sensor Bins","Red",NA,"50L",NA,NA,NA,"974140",NA,NA,0.9
"KIT","ELE","444737","Morphy Richards Accents Round Sensor Bin Black50L 974141","Morphy Richards","Sensor Bins","Black",NA,"50L",NA,NA,NA,"974141",NA,NA,0.9
"KIT","ELE","444739","Morphy Richards Accents Round Sensor Bin Cream50L 974143","Morphy Richards","Sensor Bins","Cream",NA,"50L",NA,NA,NA,"974143",NA,NA,0.9
"KIT","ELE","444740","Morphy Richards Accents Round Sensor Bin White50L 974144","Morphy Richards","Sensor Bins","White",NA,"50L",NA,NA,NA,"974144",NA,NA,0.9
"KIT","ELE","444744","Morphy Richards Accents Round Sensor BinStainless Steel 50L 974148","Morphy Richards","Sensor Bins","Silver",NA,"50L",NA,NA,NA,"974148",NA,NA,0.9
"KIT","ELE","444753","Morphy Richards Chroma Square Sensor Bin Red 42L971501MO","Morphy Richards","Sensor Bins","Red",NA,"42L",NA,NA,NA,"971501MO",NA,NA,0.9
"KIT","ELE","444758","Morphy Richards Chroma Round Sensor Bin Red 42L971511MO","Morphy Richards","Sensor Bins","Red",NA,"42L",NA,NA,NA,"971511MO",NA,NA,0.9
"KIT","ELE","444760","Morphy Richards Chroma Round Sensor Bin Cream 42L971513MO","Morphy Richards","Sensor Bins","Cream",NA,"42L",NA,NA,NA,"971513MO",NA,NA,0.9
"KIT","ELE","444763","Morphy Richards Chroma Square Sensor Bin Black50L 971517MO","Morphy Richards","Sensor Bins","Black",NA,"50L",NA,NA,NA,"971517MO",NA,NA,0.9
"KIT","ELE","444765","Morphy Richards Chroma Square Sensor BinStainless Steel 50L 971519MO","Morphy Richards","Sensor Bins","Silver",NA,"50L",NA,NA,NA,"971519MO",NA,NA,0.9
"KIT","ELE","444766","Morphy Richards Chroma Round Sensor Bin Red 50L","Morphy Richards","Sensor Bins","Red",NA,"50L",NA,NA,NA,NA,NA,NA,0.85
"KIT","ELE","444767","Morphy Richards Chroma Round Sensor Bin Black 50L","Morphy Richards","Sensor Bins","Black",NA,"50L",NA,NA,NA,"971522/MO",NA,NA,0.9
"KIT","ELE","444768","Morphy Richards Chroma Round Sensor Bin Cream 50L","Morphy Richards","Sensor Bins","Cream",NA,"50L",NA,NA,NA,"971523/MO",NA,NA,0.9
"KIT","ELE","444769","Morphy Richards Chroma Round Sensor Bin StainlessSteel 50L","Morphy Richards","Sensor Bins","Silver","1","50L",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","ELE","444781","Morphy Richards Equip Jug Scale Black 46610","Morphy Richards","Kitchen Scales","Black",NA,"5Kg",NA,NA,NA,"46610",NA,NA,0.9
"KIT","ELE","444784","Morphy Richards Equip Jug Scale Graphite 970523","Morphy Richards","Digital Jug Scales","Multi",NA,"5Kg",NA,NA,NA,"970523",NA,NA,0.9
"KIT","ELE","443598","Quest Multi Function Electric Cooker With Lid 1500W Non Stick 30cm","Quest",NA,NA,NA,"30cm",NA,NA,"1500W","35411",NA,NA,0.883333333333333
"KIT","ELE","443820","Quest Electric Teppanyaki Grill 2000W","Quest","Grills",NA,NA,NA,NA,NA,"2000w","35491",NA,NA,0.883333333333333
"KIT","ELE","457099","Quest LED Illuminated Kettle White","Quest","Kettles","White",NA,NA,NA,NA,"2200w","35930",NA,NA,0.941666666666667
"KIT","ELE","457102","Quest Deep Fill Sandwich Maker","Quest","Sandwich Maker",NA,NA,NA,NA,NA,"900w","35630",NA,NA,0.883333333333333
"KIT","ELE","457103","Quest Digital Inducion Hob Single","Quest","Electric Hobs",NA,NA,NA,NA,NA,"2000w","35830",NA,NA,0.883333333333333
"KIT","ELE","457105","Quest Multifunction Cooker 40cm","Quest","Multi Cooker",NA,NA,"40cm",NA,NA,"1500w","35500",NA,NA,0.941666666666667
"KIT","ELE","457175","Quest 2-in-1 Steam Brush 650w","Quest","Steam Brush",NA,NA,NA,NA,NA,"650-750w","42180",NA,NA,0.883333333333333
"KIT","ELE","457176","Quest Portable Garment Steamer 800w","Quest","Steamer",NA,NA,NA,NA,NA,"800w","42140",NA,NA,0.883333333333333
"KIT","ELE","457177","Quest Upright Garment Steamer 1800w","Quest","Steamer",NA,NA,NA,NA,NA,"1800w","42320",NA,NA,0.883333333333333
"KIT","ELE","457178","Quest Clothes Airer Electric Heated 6 Bars","Quest","Electric Airer",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","ELE","457179","Quest Clothes Airer Electric Heated 18 Bars","Quest","Electric Airer",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","ELE","457181","Quest Steam Cleaner Hand Held 250ml","Quest","Steam Cleaning",NA,"1",NA,NA,NA,NA,NA,"Plastic",NA,0.883333333333333
"KIT","ELE","457182","Quest 12 in 1 Steam Cleaner Mop 1300w","Quest","Steam Cleaning",NA,"1",NA,NA,NA,NA,NA,"Plastic",NA,0.883333333333333
"KIT","ELE","292725","Russell Hobbs Sandwich Toaster","Russell Hobbs","Sandwich Maker","Black",NA,NA,NA,NA,"Mains","17936",NA,NA,0.941666666666667
"KIT","ELE","414587","Russell Hobbs Toaster Cream","Russell Hobbs","Toasters",NA,NA,NA,NA,NA,"850W","22392",NA,NA,0.883333333333333
"KIT","ELE","406244","1.5 Litre S/S Slow Cooker SF17010N","Swan","Slow Cookers","Metal",NA,NA,NA,NA,NA,"SF17010N",NA,NA,0.833333333333333
"KIT","ELE","448371","Swan Microwave 20L Cream SM22030CN","Swan","Microwaves","Cream",NA,NA,NA,NA,"800W","SM22030CN",NA,NA,0.941666666666667
"KIT","ELE","448373","Swan Microwave 20L Red SM22030RN","Swan","Microwaves","Red",NA,NA,NA,NA,"800W","SM22030RN",NA,NA,0.941666666666667
"KIT","ELE","448378","Swan Vintage Stand Mixer Green","Swan","Mixers","Green",NA,NA,NA,"4.5L","1000W","SP21010GN",NA,NA,0.9
"KIT","ELE","448390","Swan Retro 4 Slice Toaster Red ST17010RN","Swan","Toasters","Red",NA,NA,NA,NA,"800W","ST17010RN",NA,NA,0.891666666666667
"KIT","ELE","rx00021","Swan Compact Food Slicer SP10060N 150W White","Swan","Food Processors","White",NA,NA,NA,NA,"150W","SP10060N",NA,NA,0.85
"KIT","ELE","439558","Tower Gluten Free Digital Bread Maker T11002","Tower","Bread Makers","Black",NA,NA,NA,NA,NA,"T11002",NA,NA,0.883333333333333
"KIT","ELE","439562","Tower Stainless Steel Glass Blender 500W T12008","Tower","Blenders","Metal",NA,NA,NA,NA,"500w","T12008",NA,NA,0.9
"KIT","ELE","439563","Tower Spice Grinder Chopper T12009","Tower","Choppers","Black",NA,"550ml",NA,"550ml",NA,"T12009",NA,NA,0.95
"KIT","ELE","439564","Tower 2in1 Masher and Blender T12015","Tower","Blenders","Black",NA,NA,NA,NA,"400w","T12015",NA,NA,0.9
"KIT","ELE","439565","Tower Stainless Steel Hand Mixer 300W T12016","Tower","Mixers","Metal",NA,NA,NA,NA,"300W","T12016",NA,NA,0.9
"KIT","ELE","439567","Tower Vitablend Pro Red T12020R","Tower","Blenders","Red",NA,NA,NA,NA,"1200w","T12020R",NA,NA,0.9
"KIT","ELE","439569","Tower 8in1 Multi Cooker T14003","Tower","Multi Cooker","Black",NA,NA,NA,NA,"1300w","T14003",NA,NA,0.941666666666667
"KIT","ELE","439574","Tower Cerastone Ceramic Raclette T14016","Tower","Grills","Grey",NA,NA,NA,NA,NA,"T14016",NA,NA,0.883333333333333
"KIT","ELE","439581","Tower Easy Clean Deep Fryer 3L T17002","Tower","Fryers",NA,NA,"3L",NA,NA,NA,"T17002",NA,NA,0.93
"KIT","ELE","439584","Tower 2in1 Food Processor T18002","Tower","Food Processors","Grey",NA,NA,NA,NA,"500w","T18002",NA,NA,0.9
"KIT","ELE","439587","Tower 2 Slice Toaster T20004","Tower","Toasters","Metal",NA,"2 Slice",NA,NA,NA,"T20004",NA,NA,0.941666666666667
"KIT","ELE","439588","Manual Microwave 800W T24001","Tower","Microwaves","Silver",NA,NA,NA,NA,"800W","T24001",NA,NA,0.891666666666667
"KIT","ELE","439589","Tower 3in1 Sandwich Toaster T27008","Tower","Grills","Grey",NA,NA,NA,NA,"750w","T27008",NA,NA,0.941666666666667
"KIT","ELE","439590","Ceramic Health Grill & Griddle T27009","Tower","Grills","White",NA,NA,NA,NA,"1000w","T27009",NA,NA,0.891666666666667
"KIT","ELE","439591","Tower 4 Slice Stainless Steel Sandwich MakerT27010","Tower","Sandwich Maker","Metal",NA,"4 Slice",NA,NA,NA,"T27010",NA,NA,0.941666666666667
"KIT","ELE","448397","Tower 3 Tier Electric Steamer 5L T21001","Tower","Steamer","Black",NA,"3 Tier",NA,NA,NA,"T21001",NA,NA,0.941666666666667
"KIT","ELE","448412","Tower Stick Blender 300W","Tower","Blenders","Black",NA,NA,NA,NA,"300w","T12014",NA,NA,0.9
"KIT","ELE","448414","Tower Xtreme Pro T12020C","Tower","Blenders","Cream",NA,"1000W",NA,NA,"1200W","T12020C",NA,NA,0.95
"KIT","ELE","448415","Tower Xtreme Pro T12020GM","Tower","Blenders","Grey",NA,"1200W",NA,NA,"1200W","T12020GM",NA,NA,0.9
"KIT","ELE","448425","Tower Cerastone Reversible Grill T14019","Tower","Grills","Black",NA,NA,NA,NA,"1600W","T14019",NA,NA,0.891666666666667
"KIT","ELE","448433","Tower Air Fryer 3.2L T17005","Tower","Fryers",NA,NA,NA,NA,NA,"1350W","T17005",NA,NA,0.93
"KIT","ELE","448438","Tower Stainless Steel Meat Grinder T19005","Tower","Meat Grinder","Black",NA,NA,NA,NA,"500W","T19005",NA,NA,0.9
"KIT","ELE","448440","Tower Electric Knife Sharpener T19008","Tower","Knife Sharpener","Black","1",NA,NA,NA,"60W",NA,NA,NA,0.941666666666667
"KIT","ELE","448441","Tower Egg Cooker and Poacher T19010","Tower","Egg Cooker","Black",NA,NA,NA,NA,"360W","T19010",NA,NA,0.941666666666667
"KIT","ELE","448443","Tower Hand Mixer 200W T19012","Tower","Mixers","Black",NA,"200W",NA,NA,"200W","T19012",NA,NA,0.95
"KIT","ELE","448444","Tower Electric Spiralizer T19014","Tower","Spiralizer","Green",NA,NA,NA,NA,"100W","T19014",NA,NA,0.9
"KIT","ELE","448445","Tower 2 Slice Linear Toaster T20007","Tower","Toasters","Black",NA,NA,NA,NA,NA,"T20007",NA,NA,0.883333333333333
"KIT","ELE","448446","Tower 4 Slice Linear Toaster T20008","Tower","Toasters","Black",NA,NA,NA,NA,"1600W","T20008",NA,NA,0.941666666666667
"KIT","ELE","448452","Tower Digital Microwave 800W T24007","Tower","Microwaves","Black",NA,NA,NA,NA,"800W","T24007",NA,NA,0.941666666666667
"KIT","ELE","448453","Tower Digital Microwave Black 800W T24008","Tower","Microwaves","Black",NA,NA,NA,NA,"800W","T24008",NA,NA,0.941666666666667
"KIT","ELE","448457","Tower 23L 900W Microwave T24011","Tower","Microwaves","Black",NA,NA,NA,NA,"900W","T24011",NA,NA,0.941666666666667
"KIT","ELE","448458","Tower Digital Panini Grill T27007","Tower","Grills","Silver",NA,NA,NA,NA,"1800W","T27007",NA,NA,0.941666666666667
"KIT","ELE","448459","Tower Health Grill T27011","Tower","Grills","Silver",NA,NA,NA,NA,"2000W","T27011",NA,NA,0.941666666666667
"KIT","ELE","316166","Wilko Stainless Steel Oval Slow Cooker 6L","Wilko","Slow Cookers","Multi",NA,"6L",NA,NA,"Mains",NA,NA,NA,0.941666666666667
"KIT","ELE","316219","Wilko Toaster 2 Slice Black","Wilko","Toasters","Black",NA,"2 Slice",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","ELE","316220","Wilko Toaster 2 Slice Red","Wilko","Toasters","Red",NA,"2 Slice",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","ELE","316227","Wilko Hand Blender Set","Wilko","Blenders","Black",NA,"500ml  Bowl, 700ml Cup",NA,NA,"300W",NA,NA,NA,0.9
"KIT","ELE","318682","Wilko Deep Fat Fryer Robust Stainless Steel 0.9L","Wilko","Fryers",NA,NA,"900ml",NA,NA,NA,NA,NA,NA,0.86
"KIT","ELE","318683","Wilko Deep Fat Fryer Robust Stainless Steel 3L","Wilko","Fryers",NA,NA,"3l",NA,NA,NA,NA,NA,NA,0.86
"KIT","ELE","328519","Wilko Toaster 4 Slice","Wilko","Toasters","Metal",NA,"4 Slice",NA,NA,"Mains",NA,NA,NA,0.941666666666667
"KIT","ELE","406641","Wilko Rice Cooker 1.8L","Wilko","Rice Cooker",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","ELE","414221","Wilko Health Grill","Wilko","Grills",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","ELE","414227","Wilko Blend and Go Blender","Wilko","Blenders",NA,NA,NA,NA,"600ml","220-240V 50Hz 300W","BL9316A-GS",NA,NA,0.9
"KIT","ELE","414305","Wilko Colourplay Microwave Cream 20L","Wilko","Microwaves",NA,NA,"20L",NA,NA,"800W","20UX79LC",NA,NA,0.941666666666667
"KIT","ELE","418911","Wilko Colourplay Kettle Black","Wilko","Jug Kettles",NA,NA,NA,NA,NA,"3KW",NA,NA,NA,0.825
"KIT","ELE","418912","Wilko Colourplay Kettle Red","Wilko","Jug Kettles",NA,NA,NA,NA,NA,"3KW",NA,NA,NA,0.825
"KIT","ELE","418913","Wilko Colourplay Kettle Purple","Wilko","Jug Kettles",NA,NA,NA,NA,NA,"3KW",NA,NA,NA,0.825
"KIT","ELE","434822","Wilko Power Blender Plus 1000W","Wilko","Blenders",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"KIT","ELE","434826","Wilko Panini Maker","Wilko","Grills",NA,NA,NA,NA,NA,"900, 1080W","S-6155",NA,NA,0.883333333333333
"KIT","ELE","435727","Wilko Multicooker","Wilko","Multi Cooker",NA,NA,NA,NA,NA,"900w","MPR50108A",NA,NA,0.883333333333333
"KIT","ELE","435827","Wilko Double Electric Hob","Wilko","Electric Hobs",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","ELE","452991","Wilko Hand Blender Set Stainless SteelRibbed Design","Wilko","Blenders","Silver",NA,"600W",NA,NA,"600W","HB952SSH-RIBBED",NA,NA,0.95
"KIT","ELE","452992","Wilko Hand Mixer Set Ribbed Silver Design","Wilko","Mixers","Silver",NA,"350W",NA,NA,"350W","HM733S-1-ribbed",NA,NA,0.95
"KIT","ELE","452993","Wilko Table Blender Set Stainless Steel RibbedDesign","Wilko","Blenders",NA,NA,"500W",NA,"1.5L","500W","UM1036S-RIBBED",NA,NA,0.95
"KIT","ELE","228906","Wilko Functional Hand Blender 2 Speed","Wilko Functional","Blenders","White",NA,"175w-200w",NA,NA,"Mains",NA,NA,NA,0.9
"KIT","ELE","228910","Everday Value Hand Mixer White","Wilko Functional","Mixers","White",NA,NA,NA,NA,"Mains",NA,NA,NA,0.8
"KIT","ELE","316165","Wilko Functional Slow Cooker 1.5L","Wilko Functional","Slow Cookers","White",NA,"1.5L",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","ELE","316169","Wilko Functional Cordless Kettle White 1.7L","Wilko Functional","Jug Kettles","White",NA,"1.7L",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","ELE","316232","Wilko Functional 2 Slice Toaster White","Wilko Functional","Toasters","White",NA,"2 Slice",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","FAB","439759","D-C-Fix Original Deco Self-Adhesive Film Static Cling Candice 67.5cm x 1.5m 338-8037","D-C-Fix","Sticky Back Window Film",NA,"1","67.5cm x 1.5m",NA,NA,NA,NA,NA,NA,0.93
"KIT","FAB","439760","D-C-Fix Original Deco Self-Adhesive Film Slate Grey 67.5cm x 2m 346-8092","D-C-Fix","Sticky Back Plastic",NA,"1","67.5cm x 2.0m",NA,NA,NA,NA,NA,NA,0.93
"KIT","FAB","439766","D-C-Fix Application Kit 399-6016","D-C-Fix","Application Kit",NA,"1","1",NA,NA,NA,NA,NA,NA,0.93
"KIT","FIL","284142","Aqua Optima Cartridges 3pk","Aqua Optima","Water Filter Cartridge","White","1","3 Pack",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","FIL","196657","Wilko Universal Water Filter Cartridges 3pk","Wilko","Water Filter Cartridge","White","1","3 Pack",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","FIL","301907","Wilko Aqua Advanced Water Filter Cartridge 30 Days","Wilko","Water Filter Cartridge","Clear","1","1 Pack",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","FIL","302071","Wilko Aqua Advanced Water Filter Cartridges 30Days 3 Pack","Wilko","Water Filter Cartridge","White","1","3 Pack",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","FIL","3176840","Wilko Universal Water Filter Cartridge","Wilko","Water Filter Cartridge","White","1","1 Pack",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","FIL","318397","Wilko AquaAdvanced Water Filter Cartridges 30 Days6pk","Wilko","Water Filter Cartridge",NA,"1","6 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","FIL","318398","Wilko AquaAdvanced Water Filter Cartridges 60 Days4pk","Wilko","Water Filter Cartridge","White","4pk","4 Pack",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","FOO","435839","Polar Gear Lunch Bag Heart Design","Polar Gear","Lunch Bag",NA,"1","22cm x 10cm x 24cm",NA,NA,NA,NA,"600D Polyester with Peva lining",NA,0.9
"KIT","FOO","435840","Polar Gear Flask Hearts 400ml","Polar Gear","Drinks Bottle",NA,"1","7.3cm x 7.3cm x 23cm",NA,"400ml",NA,NA,"AS Plastic",NA,0.95
"KIT","FOO","435841","Polar Gear Lunch Pink Bag","Polar Gear","Lunch Bag",NA,"1","21cm x 15cm x16cm",NA,"5L",NA,NA,"600D Polyester with Peva lining",NA,0.95
"KIT","FOO","435843","Polar Great Travel Flask Pink","Polar Gear","Flasks",NA,"1","8cm x 8cm x 21cm",NA,NA,NA,NA,NA,NA,0.88
"KIT","FOO","435844","Polar Gear Sip and Snack Bottle Pink","Polar Gear","Drinks Bottle",NA,"1","7cm x 7cm x 19cm",NA,"590ml",NA,NA,"Tritan Plastic",NA,0.95
"KIT","FOO","435845","Polar Gear Lunch Bag Blue/Black","Polar Gear","Lunch Bag",NA,"1","21cm x 15cm x16cm",NA,"5L",NA,NA,"600D Polyester with Peva lining",NA,0.95
"KIT","FOO","435847","Polar Gear Travel Mug Black","Polar Gear","Travel Mug",NA,"1","8cm x 8cm x 21cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","FOO","435848","Polar Gear Sip and Snack Bottle Black","Polar Gear","Drinks Bottle",NA,"1","7cm x 7cm x 19cm",NA,"590ml",NA,NA,"Tritan Plastic",NA,0.95
"KIT","FOO","435849","Polar Gear Drinks Bottle Black","Polar Gear","Drinks Bottle",NA,"1","7cm x 9cm x 23.5cm",NA,"650ml",NA,NA,"Tritan Plastic",NA,0.95
"KIT","FOO","450060","Polar Gear Owl Lunch Bag","Polar Gear","Lunch Bag","Pink","1","24.5cm x 10cm x 21.5cm",NA,NA,NA,NA,"EVA",NA,0.9
"KIT","FOO","450061","Cars 3 Lunch Bag","Polar Gear","Lunch Bag","Black","1","19.5cm x 8cm x 23cm",NA,NA,NA,NA,"PVC",NA,0.85
"KIT","FOO","285244","Sistema Slimline Quadale Assorted Colours","Sistema","Lunch Box","Multi","1",NA,NA,NA,NA,NA,NA,NA,0.85
"KIT","FOO","285248","Sistema Davina Sports Bottle 700ml","Sistema","Drinks Bottle","Multi",NA,"700ml",NA,NA,NA,NA,NA,NA,0.85
"KIT","FOO","285250","Sistema Container 400ml","Sistema","Food Boxes","Multi","1","400ml",NA,NA,NA,NA,NA,NA,0.9
"KIT","FOO","285251","Sistema Container 1L","Sistema","Food Boxes","Multi","1","1L",NA,NA,NA,NA,NA,NA,0.9
"KIT","FOO","285252","Sistema Container 2L","Sistema","Food Boxes","Multi",NA,"2L",NA,NA,NA,NA,NA,NA,0.85
"KIT","FOO","298844","Sistema Food Box Assorted Colours","Sistema","Food Boxes","Multi","1","450ml",NA,NA,NA,NA,NA,NA,0.9
"KIT","FOO","332162","Sistema Soup To Go Mug 656ml","Sistema","Food Boxes",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"KIT","FOO","332163","Sistema Klip It Container 200ml","Sistema","Food Boxes","Clear","1","200ml",NA,NA,NA,NA,NA,NA,0.9
"KIT","FOO","332166","Sistema Klip It Container Square 1.2L","Sistema","Food Boxes","Clear","1","1.2L",NA,"1.2L",NA,NA,NA,NA,0.95
"KIT","FOO","400454","Sistema Noodle Bowl","Sistema","Food Boxes","Multi","1","Single",NA,NA,NA,NA,NA,NA,0.9
"KIT","FOO","433370","Sistema Easy Eggs To Go","Sistema","Egg Poacher",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"KIT","FOO","433376","Sistema Klip It Container 3L","Sistema","Food Boxes",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"KIT","FOO","435828","Sistema Lunch Cube","Sistema","Lunch Box",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"KIT","FOO","148340","Thermos Originals Flask Black 1L","Thermos","Flasks","Black",NA,"1L",NA,NA,NA,NA,NA,NA,0.93
"KIT","FOO","434591","Thermos Stainless King Food Flask 470ml","Thermos","Flasks",NA,"1","470ml",NA,NA,NA,NA,NA,NA,0.93
"KIT","FOO","434592","Thermos Stainless King Travel Flask 470ml","Thermos","Flasks",NA,"1","470ml",NA,NA,NA,NA,NA,NA,0.93
"KIT","FOO","434593","Thermos Hercules Flask 1L","Thermos","Flasks",NA,"1","1L",NA,NA,NA,NA,NA,NA,0.93
"KIT","FOO","178375","Wilko Stainless Steel Travel Mug","Wilko","Travel Mug","Silver","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","FOO","180304","Wilko Rectangular Food Storage Box Clear 4L","Wilko","Food Boxes","Clear","1","4L",NA,NA,NA,NA,NA,NA,0.9
"KIT","FOO","180314","Whitefurze Food Storers Dry Food Container 3L","Wilko","Food Boxes","Clear","1","3L",NA,NA,NA,NA,NA,NA,0.85
"KIT","FOO","180316","Wilko Cereal Storer 5L","Wilko","Food Boxes","Clear","1","5L",NA,NA,NA,NA,NA,NA,0.9
"KIT","FOO","180319","Wilko Fridge Jug 1.5L","Wilko","Jugs","Clear","1","1.5L",NA,"1.5L",NA,NA,NA,NA,0.95
"KIT","FOO","180320","Wilko Beaker 400ml","Wilko","Bottles","Clear","1","400ml",NA,"400",NA,NA,NA,NA,0.95
"KIT","FOO","226521","Wilko Cooling Bottles Blue 2pk","Wilko","Ice Packs","Blue","1","2 Pack",NA,NA,NA,NA,NA,NA,0.9
"KIT","FOO","233639","Wilko Flask Stainless Steel 500ml","Wilko","Flasks","Silver",NA,"500",NA,NA,NA,NA,NA,NA,0.93
"KIT","FOO","285295","Wilko Thermal Flask with Glass Liner 1L","Wilko","Flasks",NA,NA,"1L",NA,NA,NA,NA,NA,NA,0.86
